,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Operating Revenue,231392,232484,199154,244264,236432,260026,227233,231048,182682,207276,Upgrade
1,Other Revenue,6571,6312,4891,3132,1941,1953,2015,2464,3056,4198,Upgrade
2,Revenue,237964,238795,204044,247396,238372,261980,229248,233513,185739,211474,Upgrade
3,Revenue Growth (YoY),16.62%,-3.48%,-14.40%,-5.57%,3.98%,12.19%,23.42%,10.42%,2.95%,4.09%,Upgrade
4,Cost of Revenue,193366,193386,165776,203054,195521,216603,188027,194701,152522,173387,Upgrade
5,Gross Profit,44598,45409,38268,44342,42851,45377,41220,38812,33217,38086,Upgrade
6,"Selling, General & Admin",33304,33159,29510,33086,31195,33896,30336,29781,27300,28398,Upgrade
7,Other Operating Expenses,360.06,1026,-20.41,243.94,117.47,1051,-,-,-,-,Upgrade
8,Operating Expenses,33664,34184,29490,33330,31312,34947,30336,32274,27300,28398,Upgrade
9,Operating Income,10934,11225,8778,11012,11539,10430,10885,6537,5917,9688,Upgrade
10,Interest Expense,-7512,-6881,-5694,-4190,-3227,-2969,-3415,-3578,-3471,-4317,Upgrade
11,Interest & Investment Income,1649,44.79,2150,924.45,535.63,680,7138,5629,3306,1417,Upgrade
12,Earnings From Equity Investments,55.38,-508.39,19.81,-236.6,384.39,908.04,69.89,899.72,-1333,74.96,Upgrade
13,Currency Exchange Gain (Loss),-,-598.96,-,-1134,-,-958.35,-,227.07,-,-299.32,Upgrade
14,Other Non Operating Income (Expenses),-1950,254.21,-2791,-619.45,-442.28,589.88,-1531,-665.55,-159.62,-1006,Upgrade
15,EBT Excluding Unusual Items,3177,3536,2462,5756,8789,8680,13147,9050,4260,5557,Upgrade
16,Merger & Restructuring Charges,-,-1502,-,-23.63,-,-49.53,-,-550.77,-,-37.88,Upgrade
17,Gain (Loss) on Sale of Investments,-,-1810,-,-1782,-1209,1288,-1288,992.6,-992.6,-843.56,Upgrade
18,Gain (Loss) on Sale of Assets,-,-137.58,-,-96.33,-,254.68,-,186.15,-,6.75,Upgrade
19,Asset Writedown,-58.12,-46.22,-76.66,1104,310.6,110.05,-52.32,-317.89,5.49,258.88,Upgrade
20,Pretax Income,3119,38.99,2385,4958,7891,10283,11807,9360,3273,4942,Upgrade
21,Income Tax Expense,314.01,1624,169.65,1734,721.05,2952,3090,2546,1068,913.97,Upgrade
22,Earnings From Continuing Operations,2805,-1585,2215,3224,7170,7331,8717,6814,2205,4028,Upgrade
23,Net Income to Company,2805,-1585,2215,3224,7170,7331,8717,6814,2205,4028,Upgrade
24,Minority Interest in Earnings,-2519,-3837,-1547,-4188,-5039,-6267,-4026,-3454,-1378,-2897,Upgrade
25,Net Income,285.85,-5422,667.95,-964.36,2131,1064,4691,3359,826.38,1131,Upgrade
26,Preferred Dividends & Other Adjustments,-,-879.39,-,-,-,-,-,128.76,189.04,188.4,Upgrade
27,Net Income to Common,285.85,-4542,667.95,-964.36,2131,1064,4691,3231,637.34,942.34,Upgrade
28,Net Income Growth,-57.20%,-,-68.66%,-,-54.57%,-68.34%,467.69%,197.10%,-70.97%,-34.10%,Upgrade
29,Shares Outstanding (Basic),2348,2346,2343,2339,2339,2339,2339,2320,2335,2338,Upgrade
30,Shares Outstanding (Diluted),2348,2350,2345,2352,2344,2342,2339,2336,2342,2338,Upgrade
31,Shares Change (YoY),0.12%,-0.07%,0.04%,0.40%,0.22%,0.27%,-0.12%,-0.10%,-0.62%,-0.76%,Upgrade
32,EPS (Basic),0.12,-1.94,0.29,-0.41,0.91,0.45,2.01,1.39,0.27,0.40,Upgrade
33,EPS (Diluted),0.11,-1.96,0.28,-0.46,0.83,0.35,1.93,1.35,0.27,0.39,Upgrade
34,EPS Growth,-62.18%,-,-66.43%,-,-57.00%,-73.90%,612.90%,250.20%,-75.81%,-40.49%,Upgrade
35,Free Cash Flow,11785,2865,-8685,24778,8478,13676,-1365,22134,13067,3890,Upgrade
36,Free Cash Flow Per Share,5.02,1.22,-3.70,10.54,3.62,5.84,-0.58,9.47,5.58,1.66,Upgrade
37,Operating Margin,4.59%,4.70%,4.30%,4.45%,4.84%,3.98%,4.75%,2.80%,3.19%,4.58%,Upgrade
38,Profit Margin,0.12%,-1.90%,0.33%,-0.39%,0.89%,0.41%,2.05%,1.38%,0.34%,0.45%,Upgrade
39,Free Cash Flow Margin,4.95%,1.20%,-4.26%,10.02%,3.56%,5.22%,-0.60%,9.48%,7.04%,1.84%,Upgrade
40,EBITDA,16972,13799,14366,13567,16664,12678,15593,8462,10262,11787,Upgrade
41,D&A For EBITDA,6038,2574,5588,2556,5125,2248,4709,1925,4344,2099,Upgrade
42,EBIT,10934,11225,8778,11012,11539,10430,10885,6537,5917,9688,Upgrade
43,Revenue as Reported,-,436012,-,245978,237685,-,228565,-,-,-,Upgrade
44,Advertising Expenses,3383,-,2255,-,3579,-,3107,-,1522,-,Upgrade
