,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,20900,13855,17342,17106,19675,24269,27144,30066,23986,21324,41658,Upgrade
1,Market Cap Growth,-19.01%,-19.01%,-11.86%,-29.51%,-27.52%,-19.28%,13.16%,40.99%,-42.42%,-50.76%,-13.76%,Upgrade
2,Enterprise Value,141140,134495,122476,116494,297142,336513,346745,342829,320498,315962,330473,Upgrade
3,Last Close Price,8.87,5.88,7.36,7.04,8.10,9.54,10.67,11.81,9.10,8.09,15.18,Upgrade
4,PE Ratio,-,-3.03,-,-53.41,-,6.48,3.84,3.16,5.22,12.30,10.32,Upgrade
5,Forward PE,10.20,3.65,3.29,2.76,2.70,2.89,2.92,4.42,4.91,4.70,6.77,Upgrade
6,PS Ratio,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.10,Upgrade
7,PB Ratio,0.35,0.13,0.16,0.15,0.17,0.21,0.24,0.28,0.23,0.22,0.41,Upgrade
8,P/TBV Ratio,-,-,-,-,-,78.81,-,-,-,-,-,Upgrade
9,P/FCF Ratio,1.33,0.88,-2.70,-,0.52,0.94,1.80,-,0.57,1.15,28.47,Upgrade
10,P/OCF Ratio,0.45,0.45,1.76,-,0.37,0.61,1.00,0.86,0.47,0.79,4.04,Upgrade
11,EV/Sales Ratio,0.28,0.26,0.25,0.24,0.54,0.57,0.58,0.62,0.64,0.73,0.75,Upgrade
12,EV/EBITDA Ratio,4.14,4.07,3.95,3.86,8.69,9.79,9.99,11.85,14.41,13.06,12.97,Upgrade
13,EV/EBIT Ratio,6.05,5.65,5.56,5.45,11.66,13.08,13.25,16.36,21.67,18.45,17.26,Upgrade
14,EV/FCF Ratio,8.97,8.54,-19.10,-,7.90,12.97,22.94,-,7.67,16.98,225.85,Upgrade
15,Debt / Equity Ratio,1.70,1.70,1.57,1.49,1.58,3.16,3.40,3.68,3.83,3.75,3.45,Upgrade
16,Debt / FCF Ratio,11.42,11.42,-27.06,-,4.86,14.41,25.65,-,9.44,19.96,242.50,Upgrade
17,Return on Capital Employed (ROCE),10.08%,10.08%,8.96%,8.30%,9.55%,9.22%,8.37%,6.86%,4.99%,6.32%,7.43%,Upgrade
18,Earnings Yield,-21.88%,-39.83%,-30.20%,-1.87%,6.71%,15.42%,26.02%,32.20%,20.72%,10.07%,10.68%,Upgrade
19,FCF Yield,75.32%,113.61%,-36.98%,101.66%,191.09%,106.93%,55.67%,83.08%,174.28%,87.25%,3.51%,Upgrade
20,Buyback Yield / Dilution,-0.26%,-0.12%,0.07%,-0.04%,-0.40%,-0.22%,-0.27%,0.12%,0.10%,0.62%,0.76%,Upgrade
21,Total Shareholder Return,-0.26%,-0.12%,0.07%,-0.04%,-0.40%,-0.22%,-0.27%,0.12%,0.10%,0.62%,0.76%,Upgrade
