,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,700.05,776.47,786.54,783.17,846.58,937.86,1004,861.2,548.34,508.84
1,Revenue Growth (YoY),-11.00%,-0.86%,-7.09%,-16.49%,-15.67%,8.90%,83.08%,69.25%,39.90%,44.75%
2,Cost of Revenue,481.33,580.15,583.24,629.15,603.39,816.04,656.14,599.33,327.39,326.89
3,Gross Profit,218.71,196.33,203.3,154.02,243.19,121.82,347.75,261.86,220.95,181.95
4,"Selling, General & Admin",44.18,72.06,65.36,69.65,105.39,99.24,95.33,93.72,59.82,81.19
5,Operating Expenses,124.87,72.92,150.31,55.33,208.21,374.47,110.98,105.92,63.59,83.57
6,Operating Income,93.84,123.41,52.98,98.69,34.99,-252.65,236.78,155.95,157.37,98.38
7,Interest Expense,-2.79,-4.15,-3.86,-5.4,-9.88,-15.35,-16.49,-10.67,-5.86,-2.04
8,Interest & Investment Income,12.54,11.24,7.46,6.18,1.03,7.74,5.24,1.36,0.89,2.48
9,Earnings From Equity Investments,-,-,-,-,-,-24.38,-1.74,5.05,-4.38,-2.43
10,Currency Exchange Gain (Loss),1.88,-10.07,18.59,23.29,22.1,1.69,1.83,-1.59,2.21,1.71
11,Other Non Operating Income (Expenses),5.53,12.11,10.68,18.32,14.95,3.1,14.52,0.61,4.45,4.93
12,EBT Excluding Unusual Items,111,132.54,85.86,141.09,63.19,-279.86,240.14,150.7,154.68,103.01
13,Impairment of Goodwill,-,-10.56,-,-,-,-131.76,-,-,-,-
14,Gain (Loss) on Sale of Investments,-7.1,0.14,-0.83,-5.42,-,2.67,0.97,15.94,-,-
15,Gain (Loss) on Sale of Assets,-1.87,-15.3,0,0.37,-,-6.56,-,-,4.5,-
16,Asset Writedown,-1.92,-0.18,-,-0.02,-,0.04,-,-0.64,-,-
17,Other Unusual Items,-,0.44,2.47,0.39,-,0.08,-,0.38,-,-
18,Pretax Income,100.11,107.08,87.5,136.41,63.19,-415.39,241.1,166.38,159.17,103.01
19,Income Tax Expense,25.01,26.59,18.78,24.98,11.45,-32.14,55.14,25.05,47.55,29.95
20,Earnings From Continuing Operations,75.1,80.49,68.72,111.43,51.73,-383.25,185.97,141.34,111.62,73.06
21,Minority Interest in Earnings,6.55,13.43,-5.5,-0.47,-2.29,14.19,-7.84,-2.03,-0.58,-0.52
22,Net Income,81.65,93.92,63.22,110.96,49.44,-369.06,178.12,139.3,111.04,72.54
23,Net Income to Common,81.65,93.92,63.22,110.96,49.44,-369.06,178.12,139.3,111.04,72.54
24,Net Income Growth,29.15%,-15.36%,27.86%,-,-72.24%,-,60.41%,92.04%,23.46%,70.96%
25,Shares Outstanding (Basic),726,726,726,726,726,726,726,726,726,727
26,Shares Outstanding (Diluted),726,726,726,726,726,726,726,726,726,727
27,Shares Change (YoY),-,-,-,-,-,-,-,-0.10%,13.45%,38.24%
28,EPS (Basic),0.11,0.13,0.09,0.15,0.07,-0.51,0.25,0.19,0.15,0.10
29,EPS (Diluted),0.11,0.13,0.09,0.15,0.07,-0.51,0.25,0.19,0.15,0.10
30,EPS Growth,29.20%,-15.36%,27.79%,-,-72.24%,-,60.41%,92.23%,8.83%,23.67%
31,Free Cash Flow,31.86,120.97,-27.45,28.32,-137.27,89.14,-187.68,406.12,98.86,-167.23
32,Free Cash Flow Per Share,0.04,0.17,-0.04,0.04,-0.19,0.12,-0.26,0.56,0.14,-0.23
33,Operating Margin,13.40%,15.89%,6.74%,12.60%,4.13%,-26.94%,23.59%,18.11%,28.70%,19.33%
34,Profit Margin,11.66%,12.10%,8.04%,14.17%,5.84%,-39.35%,17.74%,16.18%,20.25%,14.26%
35,Free Cash Flow Margin,4.55%,15.58%,-3.49%,3.62%,-16.21%,9.50%,-18.70%,47.16%,18.03%,-32.86%
36,EBITDA,102.35,136.59,61.96,111.62,45.96,-237.35,248.93,169.35,162.02,103.84
37,D&A For EBITDA,8.51,13.18,8.97,12.93,10.97,15.3,12.16,13.4,4.65,5.47
38,EBIT,93.84,123.41,52.98,98.69,34.99,-252.65,236.78,155.95,157.37,98.38
