,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,988.43,960.3,869.71,826.18,909.44,1209,1531,1506,987.94,822.89
1,Short-Term Investments,-,24.21,-,31.63,-,-,-,-,-,-
2,Cash & Short-Term Investments,988.43,984.51,869.71,857.81,909.44,1209,1531,1506,987.94,822.89
3,Cash Growth,13.65%,14.77%,-4.37%,-29.06%,-40.58%,-19.72%,54.93%,83.03%,-0.87%,310.77%
4,Accounts Receivable,668.18,587.01,675.56,554.07,688.14,378.51,497.72,455.11,298.19,186.03
5,Other Receivables,26.76,156.39,-,166.66,1.48,137.79,-,-,-,19.49
6,Receivables,694.95,743.4,675.56,720.73,689.62,516.31,497.72,455.11,298.19,205.52
7,Inventory,12.31,12.69,11.03,9.21,1.96,3.48,2.41,0.66,0.78,0.65
8,Other Current Assets,169.79,21.61,19.37,79.3,15.47,17.15,18.39,83.59,57.66,5.12
9,Total Current Assets,1865,1762,1576,1667,1616,1746,2049,2046,1345,1034
10,"Property, Plant & Equipment",35.33,45.59,34.37,46.04,56.13,60.64,73.11,72.38,55.51,121.03
11,Long-Term Investments,214.03,219.5,222.17,202.43,181.33,176.68,103.64,104.81,82.04,8.46
12,Goodwill,115.51,115.51,151.12,151.12,151.12,151.12,282.88,226.12,3.49,3.49
13,Other Intangible Assets,58.46,63.16,72.3,78.86,85.38,91.93,98.44,75.29,3.64,4.32
14,Long-Term Accounts Receivable,-,-,2.9,-,2.9,-,2.9,2.9,3,209.4
15,Long-Term Deferred Tax Assets,64.98,60.22,72.62,61.06,72.5,52.22,13.64,10.56,3.83,2.58
16,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,3.35,2.88
17,Other Long-Term Assets,9.62,14.29,11.58,14.48,11.59,14.49,11.55,11.55,122.67,-
18,Total Assets,2363,2280,2143,2221,2177,2293,2635,2549,1622,1386
19,Accounts Payable,277.86,269.94,232.47,272.94,252.89,239.9,208.59,170.47,71.69,59.08
20,Accrued Expenses,89.29,99.96,93.28,110.95,90.62,123.27,114.31,118.19,49.64,92.25
21,Short-Term Debt,90,105,134.99,146.05,209.97,397.01,2.15,496.66,233.58,101.15
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,335.5,-,-,-
23,Current Portion of Leases,2.47,3.17,2.44,3.32,4.15,4.1,4.04,4.65,4.55,3.31
24,Current Income Taxes Payable,57.69,41.88,40.35,43.2,39.56,47.38,59.75,50.07,37.67,30.08
25,Current Unearned Revenue,147.87,151.68,146.98,225.6,291.65,271.88,211.29,238.88,104.5,93.94
26,Other Current Liabilities,445.78,431.78,389.25,388.93,391.12,366.69,341.83,364.3,197.81,146.31
27,Total Current Liabilities,1111,1103,1040,1191,1280,1450,1277,1443,699.45,526.12
28,Long-Term Debt,-,-,-,-,-,-,159.71,-,-,-
29,Long-Term Leases,6.59,6.78,4.24,15.98,20.09,21.92,23.82,25.56,29.01,12.83
30,Long-Term Deferred Tax Liabilities,16.62,17.79,20.06,21.7,23.35,24.99,26.26,20.34,0.91,1.08
31,Total Liabilities,1134,1128,1064,1229,1323,1497,1487,1489,729.37,540.03
32,Common Stock,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21
33,Additional Paid-In Capital,458.18,458.18,458.18,458.18,458.18,458.18,458.18,559.86,559.86,625.22
34,Retained Earnings,741.45,657.82,563.91,494.87,377.84,328.39,704.07,526.17,386.87,275.8
35,Comprehensive Income & Other,-22.01,-21.17,-19.2,-27.79,-40.65,-45.47,-51.55,-55.67,-62.04,-62.16
36,Total Common Equity,1184,1101,1009,931.48,801.58,747.32,1117,1037,890.89,845.07
37,Minority Interest,45.4,51.46,69.56,60.88,52.46,48.78,31.2,23.48,1.83,1.25
