,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,82266,31903,64693,76930,89002,43280,78647,100354,107747,66080,91832,111266,106578,26116,76383,96351,112106,26540,54476,66976,Upgrade
1,Revenue Growth (YoY),-7.57%,-26.29%,-17.74%,-23.34%,-17.40%,-34.50%,-14.36%,-9.81%,1.10%,153.03%,20.23%,15.48%,-4.93%,-1.60%,40.21%,43.86%,62.00%,46.48%,-26.12%,-4.27%,Upgrade
2,"Selling, General & Admin",3850,3181,3019,3121,4407,2440,3568,3116,3579,2378,2878,2895,3534,1950,2812,2856,3881,2137,2838,2649,Upgrade
3,Other Operating Expenses,26921,21711,21244,21927,28033,21858,22624,24642,32023,25923,25598,27216,33414,20256,23514,26179,33646,22270,21861,21906,Upgrade
4,Total Operating Expenses,30771,24891,24263,25047,32440,24298,26192,27757,35602,28301,28477,30111,36948,22206,26326,29035,37527,24407,24699,24556,Upgrade
5,Operating Income,51494,7012,40430,51883,56563,18981,52455,72597,72146,37779,63355,81154,69630,3909,50057,67315,74579,2132,29777,42420,Upgrade
6,Interest Expense,-98.58,-94.23,-100.36,-162.89,-367.22,-375.27,-416.1,-381.25,-800.93,-1100,-1786,-2420,-3192,-3294,-3668,-4311,-5056,-5359,-4893,-5828,Upgrade
7,Interest Income,992.44,1841,1302,2400,4708,1306,1784,862.71,534.32,424.31,986.28,381.77,649.65,452.43,997.04,377.58,712.96,368.01,1126,310.38,Upgrade
8,Net Interest Expense,893.86,1747,1202,2237,4341,931.13,1368,481.46,-266.6,-675.89,-799.33,-2038,-2542,-2842,-2671,-3933,-4343,-4991,-3767,-5517,Upgrade
9,Currency Exchange Gain (Loss),-113.79,-,-124.11,124.11,-210.37,-42.19,37.05,5.14,-493.17,-24.69,-278.46,303.15,217.2,15.94,49.2,-65.14,26.29,-,-,-,Upgrade
