,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1862,1468,1165,1520,2013,2020,1968,2197,2046,1702,2555,1942,1511,1431,1318,1635,1379,1622,1710,1857,1667,Upgrade
1,Market Cap Growth,-27.32%,-27.32%,-40.79%,-30.80%,-1.63%,18.67%,-22.98%,13.11%,35.42%,18.96%,93.94%,18.75%,9.57%,-11.80%,-22.93%,-11.94%,-17.27%,-29.77%,-24.40%,-12.72%,22.65%,Upgrade
2,Enterprise Value,4124,3597,3359,3704,4196,3953,3860,3872,3721,3536,4413,3869,3438,3251,3170,3012,2755,3176,2886,3066,2876,Upgrade
3,Last Close Price,10.02,7.90,6.27,8.18,10.83,10.87,10.59,11.82,11.01,9.16,13.74,10.44,8.12,7.69,7.07,8.78,7.40,8.71,9.18,9.96,8.94,Upgrade
4,PE Ratio,-,-8.94,-,-,-,-,-,-,-,-,-,-,175.81,-,28.10,-,83.88,-,-,-,395.99,Upgrade
5,Forward PE,-,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,Upgrade
6,PS Ratio,3.67,2.90,3.06,4.08,5.62,3.99,3.26,3.45,3.30,1.79,2.42,1.70,1.31,1.40,1.37,1.84,1.58,1.99,2.18,2.25,1.99,Upgrade
7,PB Ratio,3.10,1.98,1.61,2.04,2.62,2.50,2.31,2.50,2.19,1.72,2.55,1.92,1.44,1.41,1.27,1.62,1.33,1.64,1.73,1.87,1.64,Upgrade
8,P/TBV Ratio,4.20,4.20,3.50,4.06,5.41,5.74,4.95,5.33,4.35,3.33,4.84,3.64,2.65,2.25,2.00,2.60,2.09,2.32,2.45,2.62,2.29,Upgrade
9,P/FCF Ratio,455.55,-,-18.22,-,-8.53,-,-,-,66.68,121.51,-,39.94,-13.36,-,-,-,-,-2.64,-,-,-,Upgrade
10,P/OCF Ratio,28.26,-,-46.60,-,-10.51,-,-,-,36.50,-,-,22.81,-19.61,-,6.18,-,7.29,-,-,-,15.40,Upgrade
