,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,687.11,638.74,780.26,932.51,941.91,858.6,741.66,617.05,430.95,-,Upgrade
1,Revenue Growth (YoY),-11.94%,-31.50%,-17.16%,8.61%,27.00%,39.14%,72.10%,-,-17.31%,-,Upgrade
2,Cost of Revenue,467.6,436.3,506.33,598.93,638.2,622.1,498.93,427.74,301.58,-,Upgrade
3,Gross Profit,219.51,202.43,273.93,333.58,303.72,236.49,242.73,189.31,129.38,-,Upgrade
4,"Selling, General & Admin",173.3,174.75,183.58,176.73,198.93,164.4,161.98,145.39,116.13,-,Upgrade
5,Other Operating Expenses,-21,-19.25,-11.71,-12.37,-16.05,-12.54,-8.01,-14.18,-0.04,-,Upgrade
6,Operating Expenses,154.46,157.2,173.93,164.74,185.3,155.96,153.18,139.51,116.08,-,Upgrade
7,Operating Income,65.05,45.24,100,168.84,118.41,80.53,89.55,49.81,13.3,-,Upgrade
8,Interest Expense,-8.64,-6.39,-8.89,-8.79,-4.86,-3.77,-3.92,-4.73,-6.41,-,Upgrade
9,Interest & Investment Income,2.05,1.59,0.52,0.43,0.14,0.13,0.25,0.48,0.36,-,Upgrade
10,Earnings From Equity Investments,-0.02,0.16,-0.01,-0.05,-0.08,-0.8,-,0.5,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,0.62,-,7.76,-,-0.62,-,0.53,-,-,Upgrade
12,EBT Excluding Unusual Items,58.44,41.22,91.61,168.19,113.62,75.46,85.88,46.59,7.25,-,Upgrade
13,Impairment of Goodwill,-,-,-,-22.51,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,-9.35,-,-10.09,-,5.06,-,1.59,-3.68,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,53.9,-,-,-,-0.08,-,1.35,-,-,Upgrade
16,Asset Writedown,-,-0.21,-,1.18,-,6.75,-,0.76,-,-,Upgrade
17,Other Unusual Items,-,-,-,0.48,-,0.03,-,-,-,-,Upgrade
18,Pretax Income,58.44,85.57,91.61,137.24,113.62,87.24,85.88,50.28,3.57,-,Upgrade
19,Income Tax Expense,18.46,29.36,20.01,15.19,22.37,20.71,15.2,1.58,2.23,-,Upgrade
20,Earnings From Continuing Operations,39.98,56.21,71.6,122.05,91.26,66.53,70.68,48.7,1.34,-,Upgrade
21,Net Income to Company,39.98,56.21,71.6,122.05,91.26,66.53,70.68,48.7,1.34,-,Upgrade
22,Minority Interest in Earnings,-4.71,-3.33,-6.53,-11.15,-6.77,-4.54,-4.6,-3.56,-0.58,-,Upgrade
23,Net Income,35.27,52.87,65.08,110.9,84.49,61.99,66.08,45.14,0.76,-,Upgrade
24,Net Income to Common,35.27,52.87,65.08,110.9,84.49,61.99,66.08,45.14,0.76,-,Upgrade
25,Net Income Growth,-45.80%,-52.32%,-22.98%,78.90%,27.85%,37.34%,8629.72%,-,-97.81%,-,Upgrade
26,Shares Outstanding (Basic),429,429,427,446,406,426,426,426,426,-,Upgrade
27,Shares Outstanding (Diluted),433,437,437,454,414,427,426,426,426,-,Upgrade
28,Shares Change (YoY),-0.80%,-3.65%,5.57%,6.24%,-2.83%,0.38%,0.03%,-,-0.11%,-,Upgrade
29,EPS (Basic),0.08,0.12,0.15,0.25,0.21,0.15,0.16,0.11,0.00,-,Upgrade
30,EPS (Diluted),0.08,0.12,0.15,0.24,0.20,0.15,0.16,0.11,0.00,-,Upgrade
31,EPS Growth,-45.36%,-50.52%,-27.04%,68.37%,31.59%,36.91%,8628.91%,-,-97.81%,-,Upgrade
32,Free Cash Flow,-88.82,-3.11,122.59,141.55,34.84,13.18,60.63,46.69,53.23,-,Upgrade
33,Free Cash Flow Per Share,-0.21,-0.01,0.28,0.31,0.08,0.03,0.14,0.11,0.13,-,Upgrade
34,Dividend Per Share,0.030,0.060,0.030,0.060,0.030,0.038,0.029,0.029,0.019,-,Upgrade
35,Dividend Growth,0%,0%,0%,57.48%,4.90%,33.22%,50.53%,-,0%,-,Upgrade
36,Operating Margin,9.47%,7.08%,12.82%,18.11%,12.57%,9.38%,12.07%,8.07%,3.09%,-,Upgrade
37,Profit Margin,5.13%,8.28%,8.34%,11.89%,8.97%,7.22%,8.91%,7.32%,0.18%,-,Upgrade
38,Free Cash Flow Margin,-12.93%,-0.49%,15.71%,15.18%,3.70%,1.54%,8.17%,7.57%,12.35%,-,Upgrade
39,EBITDA,105.12,78.44,139.34,208.68,149.14,113.81,117.64,79.27,41.69,-,Upgrade
40,D&A For EBITDA,40.07,33.2,39.34,39.85,30.72,33.28,28.09,29.47,28.39,21.43,Upgrade
41,EBIT,65.05,45.24,100,168.84,118.41,80.53,89.55,49.81,13.3,-,Upgrade
