,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Investments in Debt Securities,611739,711739,404395,107344,107344,107344,107344,715303,212000,562000,750951,394578,387234,222890,222995,220000,200656,100656,100656,120913,Upgrade
1,Investments in Equity & Preferred Securities,56543,57164,57442,56906,54977,55825,55957,57278,42040,57302,54866,57514,46806,58567,60189,64225,57968,54343,81400,44274,Upgrade
2,Other Investments,4100798,3963301,3493413,4875730,3746932,4690991,4828347,4099744,3909151,4097231,4019788,4493051,4184330,4283660,4320894,4167272,3852315,4017708,3932383,3515628,Upgrade
3,Total Investments,4806015,4840236,4064807,5149442,4019430,4965052,5103255,4984646,4276229,4888894,4993006,5234623,4957327,4994543,4963875,4705114,4223643,4574402,4499587,4125929,Upgrade
4,Cash & Equivalents,18768,59411,744805,45577,704507,56925,63437,41920,239723,96913,248063,191647,152509,247278,194642,133856,298019,143819,153356,102745,Upgrade
5,Reinsurance Recoverable,2018185,1907145,1668671,1764301,1912369,1957898,2035109,1977505,1946740,1823411,1892845,1820661,1911542,1634728,1695973,1667605,1415811,1785374,1869361,2158095,Upgrade
6,Other Receivables,420603,470899,410343,370878,387060,398677,326798,393935,488719,491970,415698,498687,507545,482903,497335,561481,684301,571123,575774,556324,Upgrade
7,"Property, Plant & Equipment",466086,393027,396370,394660,392398,412055,408919,418918,421629,349936,330264,314424,104782,106069,107684,324932,106931,98388,145451,145356,Upgrade
8,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1248,1394,Upgrade
9,Other Intangible Assets,36397,23714,24392,25266,26300,23766,24771,23772,24187,24591,24697,24859,24960,25716,25508,14696,14796,14489,7426,8010,Upgrade
10,Other Current Assets,634536,655878,608962,737849,743282,808927,868903,915140,936224,1015772,1065206,980150,849542,889752,812209,812307,926442,748607,636377,685802,Upgrade
11,Long-Term Deferred Tax Assets,-,-,141.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Long-Term Deferred Charges,280.39,371.56,-,485.95,859.62,668.23,362.28,490.5,1271,1275,1337,1063,1261,255.39,357.43,191.88,294.39,453.03,526.77,306.43,Upgrade
13,Other Long-Term Assets,44577,40491,38247,41529,32586,26316,33728,41299,40163,43580,45198,50335,55293,69267,70869,90283,97018,83252,83938,87918,Upgrade
14,Total Assets,8445448,8391173,7956738,8529987,8218792,8650284,8865281,8797625,8374885,8736343,9016313,9116450,8564760,8450511,8368453,8310466,7767255,8019906,7973045,7871879,Upgrade
15,Accounts Payable,93862,16421,76346,8117,29059,4992,160468,92486,51670,7068,16473,13701,64154,13796,16794,45186,30025,10918,28193,29540,Upgrade
16,Accrued Expenses,112509,247064,314659,177586,142240,346166,201351,158015,146353,200736,237527,143545,173157,387288,239151,130398,133409,206954,201670,90973,Upgrade
17,Insurance & Annuity Liabilities,350432,419889,377723,382294,348543,383269,342289,348678,349926,349765,415129,350283,300957,312167,302871,293162,240775,389400,391071,345607,Upgrade
18,Unpaid Claims,1950761,1812523,1423790,1625914,1627060,1558711,1695339,1656101,1515268,1479341,1474042,1580637,1450296,1286774,1136639,1200634,1203187,1050406,995685,1093750,Upgrade
19,Unearned Premiums,2669981,2657690,2812436,3053762,3390153,3610641,3749830,3947123,4175003,4005277,3961793,4032147,3882991,3646860,3898974,3747920,3679050,3681543,3739270,3675182,Upgrade
