,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,1234,266.72,249.13,170.79,176.05,171.48,133.14,123.6,126.6,204.81,Upgrade
1,Other Revenue,348.45,567.86,651.63,818.63,907.31,1060,1145,1073,1136,909.92,Upgrade
2,Revenue,1583,834.58,900.77,989.42,1083,1232,1278,1197,1262,1115,Upgrade
3,Revenue Growth (YoY),75.73%,-15.65%,-16.85%,-19.68%,-15.23%,2.92%,1.23%,7.37%,0.17%,-5.22%,Upgrade
4,Cost of Revenue,671.29,76.38,76.44,53.58,51.87,-15.02,36.05,32.45,33.2,92.04,Upgrade
5,Gross Profit,911.62,758.2,824.33,935.84,1031,1247,1242,1164,1229,1023,Upgrade
6,"Selling, General & Admin",160.92,176.33,125.78,155.24,139.34,120.94,114.23,117.43,110.23,123.03,Upgrade
7,Other Operating Expenses,-,885.21,-,-,-,-,-,-,-,-,Upgrade
8,Operating Expenses,386.17,5712,1475,1169,831.48,1948,1114,321.49,166.39,287.11,Upgrade
9,Operating Income,525.45,-4954,-650.95,-232.7,200.01,-701.48,128.04,842.97,1063,735.58,Upgrade
10,Interest Expense,-419.52,-584.81,-371.17,-329.66,-120.99,-152.98,-151.66,-134.95,-197.44,-263.7,Upgrade
11,Interest & Investment Income,136.81,283.67,135.21,110.81,-,42.96,-,-,-,0.24,Upgrade
12,Earnings From Equity Investments,-93.18,-57.33,32.28,289.09,182.2,29.09,-2.84,-49.85,52.39,-41.91,Upgrade
13,Currency Exchange Gain (Loss),-0.02,-0.01,-0.01,-4.36,-0.58,0.75,-1.35,-2.33,0.13,4.15,Upgrade
14,Other Non Operating Income (Expenses),-30.82,-28.82,-30.04,-34.8,-30.53,-34.14,-29.88,-29.91,-22.68,-28.88,Upgrade
15,EBT Excluding Unusual Items,118.73,-5341,-884.69,-201.6,230.11,-815.8,-57.69,625.94,895.25,405.47,Upgrade
16,Gain (Loss) on Sale of Investments,-177.51,88.13,-299.12,353.17,-308.93,-571.39,-152.82,212.52,38.22,-72.42,Upgrade
17,Asset Writedown,-239.33,-120.46,176.85,725.8,82,180.31,316.71,-28.21,-216.83,-219.13,Upgrade
18,Pretax Income,-298.11,-5373,-1007,877.36,3.18,-1207,106.19,810.24,716.63,113.92,Upgrade
19,Income Tax Expense,37.24,-171.78,-27.02,136.01,-20.08,-73.3,-15.09,54.1,12.2,-1.52,Upgrade
20,Earnings From Continuing Operations,-335.35,-5202,-979.94,741.36,23.25,-1134,121.28,756.14,704.43,115.44,Upgrade
21,Minority Interest in Earnings,-50.75,325.17,64.09,21.39,15.41,103.45,25.28,-54.78,-52.55,-22.61,Upgrade
22,Net Income,-386.1,-4876,-915.85,762.75,38.67,-1030,146.56,701.36,651.89,92.83,Upgrade
23,Net Income to Common,-386.1,-4876,-915.85,762.75,38.67,-1030,146.56,701.36,651.89,92.83,Upgrade
24,Net Income Growth,-,-,-,-,-73.62%,-,-77.52%,655.53%,2.64%,-80.65%,Upgrade
25,Shares Outstanding (Basic),1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,Upgrade
26,Shares Outstanding (Diluted),1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-0.02%,-0.05%,Upgrade
28,EPS (Basic),-0.29,-3.69,-0.69,0.58,0.03,-0.78,0.11,0.53,0.49,0.07,Upgrade
29,EPS (Diluted),-0.29,-3.70,-0.69,0.58,0.03,-0.78,0.11,0.53,0.49,0.07,Upgrade
30,EPS Growth,-,-,-,-,-73.37%,-,-77.55%,672.66%,1.85%,-81.07%,Upgrade
31,Free Cash Flow,674.09,-504.37,-558.08,983.71,-250.18,197.19,-1261,1164,806.88,-1052,Upgrade
32,Free Cash Flow Per Share,0.51,-0.38,-0.42,0.75,-0.19,0.15,-0.96,0.88,0.61,-0.80,Upgrade
33,Operating Margin,33.20%,-593.55%,-72.27%,-23.52%,18.46%,-56.95%,10.02%,70.43%,84.19%,65.99%,Upgrade
34,Profit Margin,-24.39%,-584.29%,-101.67%,77.09%,3.57%,-83.63%,11.47%,58.60%,51.64%,8.33%,Upgrade
35,Free Cash Flow Margin,42.59%,-60.43%,-61.96%,99.42%,-23.09%,16.01%,-98.71%,97.24%,63.91%,-94.34%,Upgrade
36,EBITDA,559.25,-4916,-582.35,-231.09,276.55,-681.28,194.09,855.7,1124,749.13,Upgrade
37,D&A For EBITDA,33.8,37.89,68.6,1.61,76.54,20.21,66.05,12.72,61.5,13.55,Upgrade
38,EBIT,525.45,-4954,-650.95,-232.7,200.01,-701.48,128.04,842.97,1063,735.58,Upgrade
39,Revenue as Reported,1583,834.58,900.77,989.42,1083,1232,1278,1197,1262,1115,Upgrade
