,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,64.56,72.6,46.62,37.68,73.26,133.83,114.29,171.84,163.68,186.17
1,Trading Asset Securities,-,-,-,-,-,5.53,5.9,3.54,-,-
2,Cash & Short-Term Investments,64.56,72.6,46.62,37.68,73.26,139.36,120.19,175.38,163.68,186.17
3,Cash Growth,38.47%,92.70%,-36.36%,-72.97%,-39.05%,-20.54%,-26.57%,-5.80%,168.78%,-
4,Accounts Receivable,97.69,85.4,105.13,151.8,158.96,145.59,148.46,145.53,154.77,183.19
5,Other Receivables,21.61,36.14,53.55,51.07,55.31,33.11,30.78,26.58,29.46,16.47
6,Receivables,119.3,121.54,158.68,202.87,214.28,178.7,179.25,172.1,184.23,199.66
7,Inventory,775.1,790.8,1074,911.68,765.25,707.63,610.4,530.68,430.89,322.43
8,Prepaid Expenses,-,-,-,-,-,-,3.42,-,11.53,17.64
9,Restricted Cash,15.22,11.75,8.29,1.07,-,-,-,-,-,-
10,Total Current Assets,974.18,996.68,1287,1153,1053,1026,913.26,878.16,790.34,725.9
11,"Property, Plant & Equipment",371.99,374.85,391.81,401.43,408.3,504.14,494.46,413.04,356.85,361.23
12,Goodwill,47.31,47.14,47.55,46.8,45.73,54.83,52.51,27.91,-,26.22
13,Other Intangible Assets,71.05,73.67,76.17,75.94,79.81,102.1,105.45,84.84,106.82,86.92
14,Long-Term Deferred Tax Assets,43.57,47.82,14,12.02,10.39,10.46,12.1,11.75,12.55,9.92
15,Other Long-Term Assets,1.15,3.45,2.06,1.52,2.91,2.34,0.5,13.07,2.15,1.82
16,Total Assets,1509,1544,1819,1691,1600,1700,1578,1429,1269,1212
17,Accounts Payable,83.79,103.71,174.9,137.76,135.44,95.98,95.63,65.62,82.74,48.95
18,Accrued Expenses,11.11,12.32,11.7,13.75,13.06,14.72,12.8,10.02,8.85,11.28
19,Short-Term Debt,-,-,-,-,-,22.02,-,23.76,0.1,-
20,Current Portion of Long-Term Debt,525.16,531.97,590.36,491.27,439.17,500.15,512.54,461.54,368.19,314.43
21,Current Portion of Leases,1.64,1.14,1.6,1.61,1.85,2.31,1.99,1.96,1.31,1.43
22,Current Income Taxes Payable,3.09,2.79,8.05,22.26,29.91,22.33,11.69,10.81,10.6,16.85
23,Current Unearned Revenue,6.21,11,14.91,22.79,9.58,12.44,-,6.53,-,-
24,Other Current Liabilities,14.18,34.15,26.1,33.53,31.49,33.3,61.09,26.08,12.24,24.02
25,Total Current Liabilities,645.18,697.09,827.62,722.97,660.5,703.24,695.73,606.33,484.03,416.95
26,Long-Term Debt,59.18,67.15,83.56,88.62,118.37,94.22,37.47,28.4,55.62,59.28
27,Long-Term Leases,2.64,1.71,2.09,2.85,3.88,5.79,6.1,7.04,5.29,2.74
28,Long-Term Unearned Revenue,20.83,19.33,20.98,19.88,21.41,28.16,29.56,31.1,30.44,28.8
29,Long-Term Deferred Tax Liabilities,3.91,4.21,4.86,4.49,4.79,6.27,6.52,1.8,2.82,1.79
30,Total Liabilities,731.74,789.49,939.1,838.8,808.95,837.68,775.38,674.66,578.19,509.56
31,Common Stock,7.53,7.49,7.49,7.44,7.05,8.21,8.21,8.16,8.16,8
32,Additional Paid-In Capital,-,160.31,-,182.74,-,237.76,-,270.1,-,331.03
33,Retained Earnings,518.48,572.15,608.12,657.47,504.89,537.68,416.8,434.06,357.27,365.15
34,Treasury Stock,-,-,-,-,-10.74,-12.58,-12.3,-12.3,-,-
35,Comprehensive Income & Other,243.27,5.31,255.94,-3.01,282.88,70.91,374.12,46.23,320.46,-2.41
36,Total Common Equity,769.27,745.24,871.54,844.64,784.08,841.98,786.83,746.25,685.9,701.77
37,Minority Interest,8.23,8.87,8.22,7.57,6.89,19.89,16.06,7.86,4.61,0.67
38,Shareholders' Equity,777.5,754.11,879.76,852.21,790.97,861.87,802.89,754.11,690.51,702.44
39,Total Liabilities & Equity,1509,1544,1819,1691,1600,1700,1578,1429,1269,1212
40,Total Debt,588.62,601.97,677.6,584.34,563.27,624.5,558.1,522.7,430.51,377.87
41,Net Cash (Debt),-524.06,-529.37,-630.98,-546.66,-490.01,-485.13,-437.91,-347.32,-266.82,-191.7
42,Net Cash Per Share,-0.64,-0.64,-0.76,-0.66,-0.59,-0.57,-0.52,-0.42,-0.33,-0.26
43,Filing Date Shares Outstanding,834.12,829.69,829.69,812.77,812.77,808.33,808.58,804.15,816.39,800
44,Total Common Shares Outstanding,834.12,829.69,829.69,812.77,812.77,808.33,808.58,804.15,816.39,800
45,Working Capital,329,299.6,459.65,430.32,392.28,322.45,217.53,271.84,306.3,308.95
46,Book Value Per Share,0.92,0.90,1.05,1.04,0.96,1.04,0.97,0.93,0.84,0.88
47,Tangible Book Value,650.92,624.44,747.82,721.9,658.54,685.06,628.87,633.51,579.08,588.64
48,Tangible Book Value Per Share,0.78,0.75,0.90,0.89,0.81,0.85,0.78,0.79,0.71,0.74
49,Buildings,-,337.69,-,330.36,-,389.45,-,276.18,-,249.71
50,Machinery,-,283.66,-,279.37,-,316.03,-,259.71,-,227.22
51,Construction In Progress,-,13.36,-,12.37,-,17.86,-,46.06,-,15.36
52,Leasehold Improvements,-,1.17,-,1.1,-,1.69,-,1.28,-,0.46
