,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Cash & Equivalents,-,2763,3238,2519,3842,1461,1622,2680,4892,719.64,766.37,784.25,1279,2379,189.64,-,237.73,-,-,-,Upgrade
1,Cash & Short-Term Investments,2763,2763,3238,2519,3842,1461,1622,2680,4892,719.64,766.37,784.25,1279,2379,189.64,237.73,237.73,-,-,366.4,Upgrade
2,Cash Growth,-28.10%,89.11%,99.62%,-6.04%,-21.46%,103.01%,111.69%,241.78%,282.44%,-69.76%,304.12%,229.90%,438.10%,-,-,-35.12%,-35.12%,-,-,-7.69%,Upgrade
3,Accounts Receivable,-,3244,3103,4155,4306,6535,4820,5188,5798,5960,6217,4654,3272,1916,2379,-,1572,-,-,-,Upgrade
4,Other Receivables,-,14.08,13.3,5.18,4.72,5.41,5.11,0.14,0.13,0.27,0.32,0.37,0.15,5,0.14,-,4.87,-,-,-,Upgrade
5,Receivables,-,3258,3117,4160,4310,6541,4825,5188,5798,5961,6217,4655,3272,1921,2379,-,1577,-,-,-,Upgrade
6,Inventory,-,1330,1387,956.34,618.45,1290,1902,1425,2259,2550,2431,2354,1577,1246,868.3,-,704.59,-,-,-,Upgrade
7,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,1.07,-,-,-,-,-,-,-,-,-,Upgrade
8,Other Current Assets,-,335.21,378.49,555.57,125.98,1149,1248,1200,242.93,1325,892.66,382.92,226.98,176.96,130.1,-,193.68,-,-,-,Upgrade
9,Total Current Assets,-,7686,8121,8191,8897,10441,9597,10493,13192,10555,10308,8176,6355,5724,3567,-,2713,-,-,-,Upgrade
10,"Property, Plant & Equipment",-,4670,4677,4736,4674,4321,4178,4057,3828,3244,2737,2649,2541,2081,1796,-,1634,-,-,-,Upgrade
11,Long-Term Investments,-,1.35,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,-,-,-,Upgrade
12,Other Intangible Assets,-,346.77,349.29,351.8,354.31,356.64,359.14,361.65,363.78,366.28,368.61,371.11,373.31,256.74,248.15,-,246.27,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,-,122.35,124.65,126.5,137.35,54.5,49.89,57.89,60.75,31.03,32.17,42.52,26.2,20.91,20.76,-,18.52,-,-,-,Upgrade
14,Other Long-Term Assets,-,137.13,93.76,138.26,93.22,202.8,200.86,174.82,211,292.29,277.03,226.63,101.38,155.38,178.75,-,57.62,-,-,-,Upgrade
15,Total Assets,-,12964,13366,13544,14157,15376,14386,15146,17657,14490,13724,11466,9398,8238,5812,-,4671,-,-,-,Upgrade
16,Accounts Payable,-,1833,1260,1771,1995,3343,1828,2273,4278,5590,5102,3417,1645,1679,1741,-,1055,-,-,-,Upgrade
17,Accrued Expenses,-,53.83,41.98,10.44,51.74,40.35,43.74,5.34,81.36,67.08,66.04,21.2,27.03,60.76,63.15,-,11.68,-,-,-,Upgrade
18,Short-Term Debt,-,-,-,-,-,-,69.09,-,5,255,317.56,96.3,28.74,-,7.99,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,-,-,547.67,547.67,547.67,7.5,7.5,15,20,17.5,17.5,15,15,14,14,-,13,-,-,-,Upgrade
20,Current Income Taxes Payable,-,2.27,-,4.98,-,26.89,-,46.41,39.7,158.45,140.97,101.58,9.33,22.6,18.1,-,7.77,-,-,-,Upgrade
21,Current Unearned Revenue,-,14.15,23.76,14.71,2.73,5.69,4.18,3.48,11.62,20.15,60.23,14.17,17.58,12.06,13.18,-,11.25,-,-,-,Upgrade
22,Other Current Liabilities,-,191.75,542.72,304.8,706.57,326.86,841.96,846.53,1350,711.84,702.71,812.63,978.18,22.7,348.2,-,300.15,-,-,-,Upgrade
23,Total Current Liabilities,-,2095,2416,2653,3304,3751,2795,3190,5785,6820,6407,4478,2721,1811,2205,-,1399,-,-,-,Upgrade
24,Long-Term Debt,-,3166,3132,3099,3066,3647,3614,3586,3550,110,110,20,20,27.5,27.5,-,35,-,-,-,Upgrade
25,Long-Term Unearned Revenue,-,324.85,333.96,238.99,236.46,232.23,239.14,247.45,201.05,133.38,136.16,140.34,134.31,90.18,90.53,-,61.98,-,-,-,Upgrade
26,Total Liabilities,-,5586,5882,5991,6606,7629,6647,7024,9536,7063,6653,4638,2875,1929,2323,-,1496,-,-,-,Upgrade
