,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,769781,633199,691681,514953,686283,544605,689616,652795,787045,804503,795592,737932,853896,657326,785891,682705,808818,770208,795859,688662,Upgrade
1,Revenue Growth (YoY),12.17%,16.27%,0.30%,-21.12%,-12.80%,-32.31%,-13.32%,-11.54%,-7.83%,22.39%,1.23%,8.09%,5.57%,-14.66%,-1.25%,-0.86%,-7.52%,-5.01%,-5.96%,-4.56%,Upgrade
2,Cost of Revenue,793042,622269,686039,515765,669414,524542,649767,608677,718036,748407,689960,654141,746332,607723,694028,606083,755225,688822,699252,599311,Upgrade
3,Gross Profit,-23261,10930,5642,-812.01,16869,20064,39849,44118,69009,56097,105632,83791,107564,49604,91862,76621,53593,81387,96606,89351,Upgrade
4,"Selling, General & Admin",48113,35867,40530,43598,45644,38763,43418,43692,65419,44659,62486,53892,75113,45977,51693,48287,64292,51508,65466,53917,Upgrade
5,Operating Expenses,48113,35867,40530,43598,45644,38763,43418,43692,65419,44659,62486,53892,75113,45977,51693,48287,64292,51508,65466,53917,Upgrade
6,Operating Income,-71374,-24937,-34889,-44410,-28775,-18699,-3569,425.87,3590,11437,43146,29899,32451,3626,40169,28334,-10699,29879,31140,35434,Upgrade
7,Interest Expense,-16281,-,-34021,-18162,-17932,-,-22848,-22544,-16732,-12259,-12273,-12068,-12008,-14525,-15617,-16621,-16300,-17616,-18571,-21767,Upgrade
8,Interest & Investment Income,398.97,11.03,8,16.73,356.89,14.88,359.58,185.14,355.41,209.49,25.75,176.43,305.87,17.8,22.95,408.22,25.59,324.85,2017,29.18,Upgrade
9,Currency Exchange Gain (Loss),-,-,-1007,-1506,-171.74,-,-,-,580.72,-,-,144.58,-93.79,-,-,-,0.1,-,-1655,1655,Upgrade
10,Other Non Operating Income (Expenses),11350,-1300,29741,8581,14366,-13062,8835,6805,10808,10712,6307,3996,6849,3267,966.72,2857,-56.45,-175.31,3818,34.29,Upgrade
11,EBT Excluding Unusual Items,-75907,-26226,-40167,-55481,-32157,-31746,-17223,-15129,-1398,10100,37206,22147,27503,-7614,25542,14979,-27029,12412,16748,15386,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-84.8,84.8,-,-,-,-,Upgrade
13,Pretax Income,-75907,-26226,-40167,-55481,-32157,-31746,-17223,-15129,-1398,10100,37206,22147,27503,-7614,25457,15064,-30247,12412,19719,15386,Upgrade
14,Income Tax Expense,-,-,-,-,-,-,-,-,-29.94,2078,7604,4473,4388,-,4703,3108,-,-,-3938,3938,Upgrade
15,Net Income,-75907,-26226,-40167,-55481,-32157,-31746,-17223,-15129,-1368,8022,29602,17674,23115,-7614,20755,11955,-30247,12412,23658,11448,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,20334,-,-,-,30501,-,-,-,8608,-,-,-,Upgrade
17,Net Income to Common,-75907,-26226,-40167,-55481,-32157,-31746,-17223,-15129,-21702,8022,29602,17674,-7385,-7614,20755,11955,-38855,12412,23658,11448,Upgrade
18,Net Income Growth,-,-,-,-,-,-,-,-,-,-,42.63%,47.84%,-,-,-12.27%,4.43%,-,8.06%,82.96%,-46.69%,Upgrade
19,Shares Outstanding (Basic),124,124,123,124,124,124,124,124,124,123,123,124,123,123,124,124,123,124,124,124,Upgrade
20,Shares Outstanding (Diluted),124,124,123,124,124,124,124,124,124,123,123,124,123,123,124,124,123,124,124,124,Upgrade
21,Shares Change (YoY),0.03%,0.15%,-0.40%,-,-0.63%,0.10%,0.46%,-,0.82%,0.49%,-0.16%,-,-0.08%,-0.58%,-0.12%,-0.00%,0.13%,0.23%,0.11%,-,Upgrade
22,EPS (Basic),-614.00,-212.00,-325.47,-449.02,-260.18,-257.00,-139.00,-122.44,-174.49,65.00,240.00,143.04,-59.86,-62.00,168.00,96.76,-314.72,100.49,191.26,92.65,Upgrade
23,EPS (Diluted),-614.00,-212.00,-325.47,-449.02,-260.18,-257.00,-139.00,-122.44,-174.49,65.00,240.00,143.04,-59.86,-62.00,168.00,96.76,-314.72,100.49,191.26,92.65,Upgrade
24,EPS Growth,-,-,-,-,-,-,-,-,-,-,42.86%,47.84%,-,-,-12.16%,4.43%,-,7.81%,82.76%,-46.69%,Upgrade
25,Free Cash Flow,136664,-118492,-,-,188648,-113275,-206.16,-265844,71692,12915,77863,-183196,331868,11352,143312,-264981,156840,17144,139011,-187043,Upgrade
26,Free Cash Flow Per Share,1105.46,-957.85,-,-,1526.37,-917.02,-1.66,-2151.54,576.43,104.65,631.28,-1482.65,2690.14,92.44,1160.05,-2144.56,1270.40,138.79,1123.85,-1513.78,Upgrade
27,Dividend Per Share,-,-,-,-,-,-,-,-,300.000,-,-,-,400.000,-,-,-,-,-,-,-,Upgrade
28,Dividend Growth,-,-,-,-,-,-,-,-,-25.00%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Gross Margin,-3.02%,1.73%,0.82%,-0.16%,2.46%,3.68%,5.78%,6.76%,8.77%,6.97%,13.28%,11.35%,12.60%,7.55%,11.69%,11.22%,6.63%,10.57%,12.14%,12.97%,Upgrade
30,Operating Margin,-9.27%,-3.94%,-5.04%,-8.62%,-4.19%,-3.43%,-0.52%,0.07%,0.46%,1.42%,5.42%,4.05%,3.80%,0.55%,5.11%,4.15%,-1.32%,3.88%,3.91%,5.15%,Upgrade
31,Profit Margin,-9.86%,-4.14%,-5.81%,-10.77%,-4.69%,-5.83%,-2.50%,-2.32%,-2.76%,1.00%,3.72%,2.40%,-0.86%,-1.16%,2.64%,1.75%,-4.80%,1.61%,2.97%,1.66%,Upgrade
32,Free Cash Flow Margin,17.75%,-18.71%,-,-,27.49%,-20.80%,-0.03%,-40.72%,9.11%,1.61%,9.79%,-24.83%,38.87%,1.73%,18.24%,-38.81%,19.39%,2.23%,17.47%,-27.16%,Upgrade
33,EBITDA,-12746,32442,23982,7837,23604,34866,48069,52095,56092,62706,94307,80640,83824,54927,91594,80203,40964,83321,85206,87548,Upgrade
34,EBITDA Margin,-1.66%,5.12%,3.47%,1.52%,3.44%,6.40%,6.97%,7.98%,7.13%,7.79%,11.85%,10.93%,9.82%,8.36%,11.65%,11.75%,5.06%,10.82%,10.71%,12.71%,Upgrade
35,D&A For EBITDA,58629,57379,58870,52248,52380,53565,51638,51669,52502,51269,51161,50742,51373,51300,51424,51869,51663,53442,54066,52114,Upgrade
36,EBIT,-71374,-24937,-34889,-44410,-28775,-18699,-3569,425.87,3590,11437,43146,29899,32451,3626,40169,28334,-10699,29879,31140,35434,Upgrade
37,EBIT Margin,-9.27%,-3.94%,-5.04%,-8.62%,-4.19%,-3.43%,-0.52%,0.07%,0.46%,1.42%,5.42%,4.05%,3.80%,0.55%,5.11%,4.15%,-1.32%,3.88%,3.91%,5.15%,Upgrade
38,Effective Tax Rate,-,-,-,-,-,-,-,-,-,20.58%,20.44%,20.20%,15.95%,-,18.47%,20.64%,-,-,-,25.60%,Upgrade
39,Revenue as Reported,769781,633199,691681,514953,686283,544605,689616,652795,787045,804503,795592,737932,853896,657326,785891,682705,808818,770208,795859,688662,Upgrade
