,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,949.42,1138,1001,1179,721.07,1165,926.85,987.94,658.19,1084
1,Revenue Growth (YoY),-5.12%,-3.53%,38.78%,1.19%,-22.20%,17.95%,40.82%,-8.86%,-12.53%,5.93%
2,Cost of Revenue,750.15,903.52,798.58,931.62,577.85,962.06,742.55,814.8,491.25,899.72
3,Gross Profit,199.27,234,202.11,247.56,143.22,203.25,184.31,173.14,166.94,184.26
4,"Selling, General & Admin",58.45,74.13,52.9,53.97,55.67,67.7,43.45,61.83,40.06,67.53
5,Research & Development,23.6,32.33,23.56,41.7,16.97,16.67,23.37,16.37,17.45,17.46
6,Other Operating Expenses,-2.92,-15.33,15.33,-6.86,6.86,3.98,-3.98,-,-,-
7,Operating Expenses,79.12,114.86,91.79,100.14,79.49,84.89,62.84,91.15,57.51,86.87
8,Operating Income,120.15,119.13,110.32,147.41,63.73,118.37,121.46,81.99,109.43,97.39
9,Interest Expense,-7.19,-8.31,-6.14,-4.73,-8.94,-5.38,-4.41,-7.66,-2.25,-5.22
10,Interest & Investment Income,3.19,8.86,4.06,6.2,6.39,12.62,7.46,11.13,4.78,-
11,Earnings From Equity Investments,5.65,-2.54,13.98,2.34,12.05,6.66,23.94,10.14,9.2,18.28
12,Currency Exchange Gain (Loss),-0.25,-1.27,4.36,6.55,5.38,2.45,-2.45,-1.18,1.18,7.42
13,Other Non Operating Income (Expenses),6.31,12.37,10.17,-63.56,1.16,-4.23,5.93,4.46,14.45,-13.05
14,EBT Excluding Unusual Items,127.86,128.24,136.74,94.22,79.78,130.49,151.94,98.86,136.79,104.82
15,Merger & Restructuring Charges,-,0.27,-,-,-,-8.58,-,-,-,-
16,Impairment of Goodwill,-,-,-,-141.47,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,-,0,5.05,70.44,-70.44,77.54,34.51,9.1,-9.1,-4.88
18,Gain (Loss) on Sale of Assets,0.51,0.02,3.73,-,-,0.15,-,0.08,-0.03,-0.01
19,Asset Writedown,-,-,-,-27.61,-,-,-,-,-,-
20,Other Unusual Items,-,0.54,-,170.98,-,-,-,-,-,-
21,Pretax Income,128.37,129.08,145.51,166.56,9.34,199.61,186.45,108.04,127.67,99.93
22,Income Tax Expense,12.47,27.64,9.6,13.95,6.3,14.05,23.61,6.89,21.42,8.99
23,Earnings From Continuing Operations,115.9,101.44,135.91,152.61,3.05,185.56,162.84,101.15,106.25,90.94
24,Minority Interest in Earnings,-2.23,5.02,-2.18,-4.4,0.49,-0.17,0,0.08,0.14,0.83
25,Net Income,113.67,106.45,133.73,148.22,3.53,185.39,162.85,101.23,106.38,91.77
26,Net Income to Common,113.67,106.45,133.73,148.22,3.53,185.39,162.85,101.23,106.38,91.77
27,Net Income Growth,-15.01%,-28.18%,3685.25%,-20.05%,-97.83%,83.15%,53.08%,10.30%,17.20%,-26.38%
28,Shares Outstanding (Basic),997,997,997,997,997,997,993,993,993,1008
29,Shares Outstanding (Diluted),1000,999,1000,1001,1001,1005,997,999,996,1012
30,Shares Change (YoY),-0.03%,-0.16%,-0.06%,-0.36%,0.36%,0.59%,0.12%,-1.34%,-1.59%,1.29%
31,EPS (Basic),0.11,0.11,0.13,0.15,0.00,0.19,0.16,0.10,0.11,0.09
32,EPS (Diluted),0.11,0.11,0.13,0.15,0.00,0.19,0.16,0.10,0.11,0.09
33,EPS Growth,-15.38%,-27.07%,3582.69%,-21.25%,-97.79%,85.92%,49.38%,11.13%,19.01%,-25.27%
34,Free Cash Flow,-101.68,80.44,-120.91,132.46,-80.31,-29.11,-91.13,93.35,-63.06,35.63
35,Free Cash Flow Per Share,-0.10,0.08,-0.12,0.13,-0.08,-0.03,-0.09,0.09,-0.06,0.04
36,Operating Margin,12.66%,10.47%,11.02%,12.50%,8.84%,10.16%,13.10%,8.30%,16.63%,8.98%
37,Profit Margin,11.97%,9.36%,13.36%,12.57%,0.49%,15.91%,17.57%,10.25%,16.16%,8.47%
38,Free Cash Flow Margin,-10.71%,7.07%,-12.08%,11.23%,-11.14%,-2.50%,-9.83%,9.45%,-9.58%,3.29%
39,EBITDA,183.48,194.98,164.8,206.56,122.32,172.93,161.62,123.64,158.3,130.2
40,D&A For EBITDA,63.33,75.84,54.48,59.15,58.59,54.56,40.15,41.65,48.87,32.81
41,EBIT,120.15,119.13,110.32,147.41,63.73,118.37,121.46,81.99,109.43,97.39
