,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,346.03,348.56,224.22,402.49,324.73,342.96,378.19,519.13,452.51,450.51
1,Short-Term Investments,233.34,238.69,202.15,287.54,175.02,284.17,146.01,199.5,87.51,197.93
2,Trading Asset Securities,3.37,3.37,3.37,24.66,22.93,178.77,79.66,45.6,37.99,45.69
3,Cash & Short-Term Investments,582.74,590.62,429.74,714.69,522.67,805.9,603.87,764.23,578.01,694.13
4,Cash Growth,35.60%,-17.36%,-17.78%,-11.32%,-13.45%,5.45%,4.47%,10.10%,-7.36%,-18.40%
5,Accounts Receivable,1690,1807,1763,1575,1318,1324,1246,960.38,1055,1181
6,Other Receivables,-,141.09,3.43,114.95,7.86,45.42,3.29,46.29,0.68,39.96
7,Receivables,1690,1948,1767,1690,1326,1369,1250,1007,1056,1221
8,Inventory,36.44,33.13,35.04,33.13,37.26,29.55,30.59,27.69,38.54,28.92
9,Other Current Assets,437.83,239.69,425.15,201.26,272.49,258.51,283.58,265.75,339.92,278.94
10,Total Current Assets,2747,2812,2657,2639,2158,2463,2168,2064,2012,2223
11,"Property, Plant & Equipment",818.51,680.17,654.65,627.35,625.03,590.27,372.32,401.49,361.98,377.75
12,Long-Term Investments,74.76,69.11,83.04,69.06,61.55,80.1,93.89,69.95,92.09,82.89
13,Goodwill,6.57,6.57,6.57,6.49,147.96,147.96,-,-,-,-
14,Other Intangible Assets,498.44,529.24,556.82,576.8,646.71,650.71,680.71,697.66,758.41,774.07
15,Long-Term Accounts Receivable,669.28,672.45,485.12,646.92,507.44,518.72,327.62,361.5,350.73,356.43
16,Long-Term Deferred Tax Assets,57.2,54.64,44.86,45.66,31.23,33.16,30.57,34.59,28.48,33.06
17,Other Long-Term Assets,230.16,194.78,255.55,113.93,293.07,293.28,233.27,235.6,147.49,150.21
18,Total Assets,5102,5019,4743,4725,4471,4777,3906,3865,3751,3997
19,Accounts Payable,1066,1161,1187,1141,909.59,1152,885.79,955.39,761.65,1033
20,Accrued Expenses,-,321.13,-,297.68,-,221.83,-,183.84,-,213.66
21,Short-Term Debt,-,-,-,-,-,29.7,-,-,-,-
22,Current Portion of Long-Term Debt,133.78,118.95,67.86,92.11,76.84,82.57,15.95,15.34,26.5,107.47
23,Current Portion of Leases,5.05,4.17,-,3.53,3.47,3.26,5.17,3.88,3.97,8.89
24,Current Income Taxes Payable,44.85,52.35,33.99,44.89,30.2,26.22,28.13,25.22,26.57,25.5
25,Current Unearned Revenue,104.55,86.6,44.29,109.01,129.56,116.2,66.62,71.87,184.11,102.39
26,Other Current Liabilities,339.86,52.68,316.32,43.81,297.6,140.67,243.86,43.82,296.27,221
27,Total Current Liabilities,1694,1797,1650,1733,1447,1772,1246,1299,1299,1712
28,Long-Term Debt,169.94,97.33,67.74,82.03,90.18,83.4,55.64,63.96,90.87,-
29,Long-Term Leases,18.12,23.1,0.16,35.09,34.15,35.02,32.45,33.87,0.1,0.18
30,Long-Term Deferred Tax Liabilities,30.69,31.48,26.98,26.74,28.38,28.94,17.11,17.11,10.87,10.87
31,Other Long-Term Liabilities,0.96,0.96,1.5,-,113.11,109.48,-,-,-,-
32,Total Liabilities,1913,1950,1746,1876,1713,2029,1351,1414,1401,1723
33,Common Stock,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
34,Additional Paid-In Capital,869.71,869.3,869.46,868.87,869.29,864.6,861.93,861.56,862.44,863.29
35,Retained Earnings,2047,1934,1855,1721,1637,1633,1448,1347,1246,1168
36,Treasury Stock,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
37,Comprehensive Income & Other,244.53,244.53,244.52,244.52,243.33,243.33,243.33,243.33,243.33,243.33
38,Total Common Equity,3162,3047,2969,2835,2749,2741,2553,2452,2352,2275
39,Minority Interest,27.12,21.46,28.48,14.43,8.79,6.78,2.41,-1.09,-1.01,-0.87
