,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2018,Q2 2018,Q1 2018,Q4 2017,Q3 2017,+18 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017",+18 Quarters
0,Market Capitalization,6776,7250,6618,8409,11754,14949,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-51.50%,-51.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,5618,6011,5273,7076,10432,14455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,8.59,9.19,8.39,10.51,14.69,18.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,114.06,-,75.55,72.10,95.02,105.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.09,4.37,4.00,4.95,6.91,9.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,5.04,5.39,4.91,5.84,8.33,10.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,5.39,5.39,4.91,5.84,8.34,10.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,73.36,65.87,74.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,72.45,65.67,74.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.39,3.62,3.19,4.17,6.13,8.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,77.21,108.77,51.70,51.78,69.39,85.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,111.72,114.55,53.17,52.89,70.76,86.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-174.37,-,-,61.72,58.47,71.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.01,0.01,0.01,0.02,0.06,0.08,0.08,-,-,0.33,0.33,0.33,0.37,0.37,-,-,0.00,-,-,Upgrade
15,Debt / EBITDA Ratio,0.63,7.46,0.16,0.14,0.15,0.17,0.16,0.23,0.19,-,-,0.64,0.60,0.58,0.39,0.39,-,-,0.00,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,0.15,0.11,0.16,0.16,0.19,0.20,-,-,1.16,1.78,1.12,1.06,0.77,-,-,0.01,-,-,Upgrade
17,Asset Turnover,1.22,1.09,1.00,1.06,1.56,-,-,-,-,-,-,3.38,3.04,3.28,-,3.70,3.04,-,-,-,Upgrade,
18,Inventory Turnover,13.31,12.73,15.13,15.81,18.53,19.81,-,-,-,-,-,-,12.30,14.18,19.71,-,12.34,8.73,-,-,-,Upgrade
19,Quick Ratio,12.10,12.10,12.55,14.03,11.19,10.58,4.72,-,4.16,-,-,-,2.11,2.11,1.45,1.45,1.62,1.80,0.57,2.17,-,Upgrade
