,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,2778,2506,2918,2274,2370,2387,2677,3875,4034,4567,3904,Upgrade
1,Market Cap Growth,10.19%,10.19%,23.13%,-4.74%,-11.49%,-38.40%,-33.63%,-15.15%,3.34%,-20.36%,-41.71%,Upgrade
2,Enterprise Value,2167,1912,2439,1780,1899,1782,1943,3072,3417,4009,3223,Upgrade
3,Last Close Price,8.18,7.37,8.60,6.70,6.99,6.92,7.76,11.04,10.83,12.14,10.24,Upgrade
4,PE Ratio,17.55,14.52,14.22,10.58,12.67,28.45,17.24,13.00,18.75,-22.03,-,Upgrade
5,Forward PE,8.77,8.08,10.75,6.73,7.59,10.96,10.61,14.12,13.66,22.29,13.80,Upgrade
6,PS Ratio,4.42,3.98,4.37,3.35,3.52,4.17,3.70,4.41,5.24,11.25,7.02,Upgrade
7,PB Ratio,1.30,1.18,1.41,1.14,1.28,1.31,1.47,1.96,2.07,2.54,2.38,Upgrade
8,P/TBV Ratio,1.18,1.18,1.41,1.14,1.28,1.31,1.47,1.96,2.07,2.54,2.38,Upgrade
9,P/FCF Ratio,17.83,16.08,25.58,-,32.62,-,-,22.04,22.64,130.74,-,Upgrade
10,P/OCF Ratio,10.47,10.47,18.50,23.21,17.47,264.34,-,16.49,17.83,63.83,-,Upgrade
11,EV/Sales Ratio,3.44,3.04,3.65,2.62,2.82,3.12,2.69,3.49,4.44,9.88,5.80,Upgrade
12,EV/EBITDA Ratio,6.81,6.01,6.86,4.93,5.76,7.12,5.62,6.33,10.72,159.20,-,Upgrade
13,EV/EBIT Ratio,10.14,8.94,10.01,7.11,8.44,12.10,8.00,7.99,15.58,-52.62,-,Upgrade
14,EV/FCF Ratio,13.91,12.27,21.38,-,26.14,-,-,17.47,19.18,114.78,-,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.04,0.06,0.00,0.02,0.05,0.04,0.01,Upgrade
16,Debt / FCF Ratio,0.07,0.07,0.11,-,1.14,-,-,0.18,0.52,2.01,-,Upgrade
17,Return on Capital Employed (ROCE),9.19%,9.19%,10.65%,11.37%,10.97%,7.16%,11.52%,16.95%,9.63%,-3.57%,-,Upgrade
18,Earnings Yield,6.21%,6.89%,7.03%,9.45%,7.89%,3.51%,5.80%,7.69%,5.33%,-4.54%,-3.24%,Upgrade
19,FCF Yield,5.61%,6.22%,3.91%,2.89%,3.07%,-2.57%,0.67%,4.54%,4.42%,0.76%,0.69%,Upgrade
20,Dividend Yield,0.00%,-,-,-,-,1.80%,2.83%,3.88%,3.44%,2.55%,3.03%,Upgrade
21,Buyback Yield / Dilution,-0.23%,0.00%,-0.47%,-0.21%,0.59%,1.62%,2.29%,0.19%,-0.61%,1.02%,2.54%,Upgrade
22,Total Shareholder Return,-0.23%,0.00%,-0.47%,-0.21%,0.59%,3.42%,5.12%,4.07%,2.83%,3.58%,5.57%,Upgrade
