,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,37.1,43.9,41.64,45.34,40.62,32.71,59.37,53.43,45.67,6.66,Upgrade
1,Revenue Growth (YoY),-10.91%,-3.18%,2.52%,38.61%,-31.59%,-38.78%,30.00%,702.03%,-29.78%,-88.76%,Upgrade
2,Cost of Revenue,18.35,18.8,14.31,16.62,19.55,14.09,24.31,20.31,22.28,10.7,Upgrade
3,Gross Profit,18.75,25.1,27.33,28.72,21.07,18.63,35.07,33.12,23.39,-4.04,Upgrade
4,"Selling, General & Admin",6.26,6.82,9.16,8.98,5.99,9.55,9.1,7.72,6.82,7.56,Upgrade
5,Other Operating Expenses,1.35,2.29,0.67,2.5,2.1,1.87,5.63,0.44,2.41,1.49,Upgrade
6,Operating Expenses,6.82,9.51,11.72,12.29,8.79,12.03,10.73,8.16,20.12,9.06,Upgrade
7,Operating Income,11.93,15.59,15.61,16.43,12.29,6.59,24.34,24.96,3.27,-13.1,Upgrade
8,Interest Expense,-0.03,-0.04,-0.13,-0.28,-0.12,-0.05,-0.26,-0.2,-0.06,-0.05,Upgrade
9,Interest & Investment Income,1.01,0.89,1.13,0.73,0.31,0.73,0.86,0.79,0.62,0.71,Upgrade
10,EBT Excluding Unusual Items,12.91,16.45,16.61,16.87,12.48,7.27,24.94,25.55,3.84,-12.44,Upgrade
11,Gain (Loss) on Sale of Investments,-,-,0.33,-,-,-4.47,-,-,9.3,-9.3,Upgrade
12,Asset Writedown,-,-,-0.14,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,12.91,16.45,16.8,16.87,12.48,2.8,24.94,25.55,13.14,-21.74,Upgrade
14,Income Tax Expense,3.34,3.8,3.18,3,2.49,2.04,5.92,6.35,4.63,13.51,Upgrade
15,Net Income,9.57,12.65,13.63,13.88,9.99,0.77,19.02,19.2,8.51,-35.25,Upgrade
16,Net Income to Common,9.57,12.65,13.63,13.88,9.99,0.77,19.02,19.2,8.51,-35.25,Upgrade
17,Net Income Growth,-29.77%,-8.85%,36.36%,1711.49%,-47.46%,-96.01%,123.52%,-,-55.05%,-,Upgrade
18,Shares Outstanding (Basic),340,340,339,339,340,341,345,348,348,349,Upgrade
19,Shares Outstanding (Diluted),342,342,342,341,342,343,347,351,348,349,Upgrade
20,Shares Change (YoY),-0.00%,0.47%,0.21%,-0.59%,-1.62%,-2.29%,-0.19%,0.61%,-1.02%,-2.54%,Upgrade
21,EPS (Basic),0.03,0.04,0.04,0.04,0.03,0.00,0.06,0.06,0.02,-0.10,Upgrade
22,EPS (Diluted),0.02,0.04,0.04,0.04,0.03,0.00,0.06,0.05,0.02,-0.10,Upgrade
23,EPS Growth,-49.98%,-7.03%,43.90%,1689.71%,-49.55%,-95.53%,174.23%,-,-59.68%,-,Upgrade
24,Free Cash Flow,3.64,16.42,-1.81,10.23,-0.96,-6.92,9.21,13.34,9.61,-5.1,Upgrade
25,Free Cash Flow Per Share,0.01,0.05,-0.01,0.03,-0.00,-0.02,0.03,0.04,0.03,-0.01,Upgrade
26,Dividend Per Share,-,-,-,-,0.015,0.001,0.027,0.028,0.020,0.020,Upgrade
27,Dividend Growth,-,-,-,-,-44.44%,-96.43%,35.00%,40.00%,-0.28%,0%,Upgrade
28,Operating Margin,32.17%,35.52%,37.49%,36.23%,30.25%,20.16%,41.00%,46.72%,7.17%,-196.64%,Upgrade
29,Profit Margin,25.80%,28.81%,32.72%,30.60%,24.60%,2.34%,32.03%,35.93%,18.63%,-529.09%,Upgrade
30,Free Cash Flow Margin,9.81%,37.40%,-4.34%,22.56%,-2.36%,-21.16%,15.52%,24.96%,21.04%,-76.60%,Upgrade
31,EBITDA,18.51,22.47,23.07,23.14,18.92,13.18,30.87,31.37,9.67,-6.42,Upgrade
32,D&A For EBITDA,6.58,6.88,7.46,6.71,6.64,6.58,6.53,6.41,6.4,6.68,Upgrade
33,EBIT,11.93,15.59,15.61,16.43,12.29,6.59,24.34,24.96,3.27,-13.1,Upgrade
