,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Revenue,82.91,86.86,121.51,167.73,126.67,76.25,71.61,116.9,56.03,91.46
1,Revenue Growth (YoY),-31.76%,-48.21%,-4.07%,119.98%,76.89%,-34.78%,27.80%,27.81%,-44.96%,-19.55%
2,Cost of Revenue,91.14,83.64,112.42,163.83,117.33,73.5,82.16,107.4,62.99,84.1
3,Gross Profit,-8.23,3.22,9.09,3.9,9.34,2.75,-10.56,9.5,-6.96,7.36
4,"Selling, General & Admin",4.48,3.49,3.89,3.57,3.36,3.51,3.77,3.71,8.09,4.86
5,Other Operating Expenses,-1.59,-1.43,-0.44,-2.1,-0.78,-0.77,-0.35,-0.25,-0.12,-0.49
6,Operating Expenses,2.88,2.07,7.23,1.47,14.07,2.74,6.41,3.46,8.53,4.37
7,Operating Income,-11.11,1.15,1.86,2.43,-4.73,0.01,-16.97,6.05,-15.48,2.99
8,Interest Expense,-0.35,-0.38,-0.45,-0.26,-0.01,-0.01,-0.04,-0.07,-0.06,-0.03
9,Interest & Investment Income,0.43,0.45,0.37,0.14,0.09,0.04,0.02,0.43,0.29,0.11
10,Currency Exchange Gain (Loss),-0.02,-,-0.02,-,0.03,-,-0.02,-,0.03,-
11,Other Non Operating Income (Expenses),-0.1,0.1,-0.02,0.02,3.04,-3.04,3.05,-3.05,-0.07,0.07
12,EBT Excluding Unusual Items,-11.15,1.32,1.74,2.32,-1.57,-3,-13.96,3.37,-15.29,3.13
13,Gain (Loss) on Sale of Investments,0.14,-,0.03,-,-0.19,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,0.1,-,-,-,0.83,-,0.75,-,-0.05,-
15,Other Unusual Items,0.05,0.03,0.02,0.05,0.32,1.08,2.46,1.41,5.75,1.13
16,Pretax Income,-10.86,1.36,1.78,2.37,-0.61,-1.92,-10.76,4.77,-9.59,4.26
17,Income Tax Expense,-1.73,0.71,0.62,0.44,-1.2,-0.9,-1.12,0.1,-0.82,0.11
18,Earnings From Continuing Operations,-9.13,0.64,1.17,1.94,0.6,-1.02,-9.64,4.68,-8.77,4.15
19,Minority Interest in Earnings,-,-,0.1,0.19,0.13,0.13,0.21,0.07,0.03,0.02
20,Net Income,-9.13,0.64,1.27,2.13,0.73,-0.89,-9.42,4.74,-8.74,4.17
21,Net Income to Common,-9.13,0.64,1.27,2.13,0.73,-0.89,-9.42,4.74,-8.74,4.17
22,Net Income Growth,-,-69.78%,74.76%,-,-,-,-,13.64%,-,-55.37%
23,Shares Outstanding (Basic),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
24,Shares Outstanding (Diluted),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
25,EPS (Basic),-0.01,0.00,0.00,0.00,0.00,-0.00,-0.01,0.00,-0.01,0.00
26,EPS (Diluted),-0.01,0.00,0.00,0.00,0.00,-0.00,-0.01,0.00,-0.01,0.00
27,EPS Growth,-,-69.23%,74.61%,-,-,-,-,13.61%,-,-55.37%
28,Free Cash Flow,6.62,-1.03,18.8,5.69,-5.38,-14.95,-13.93,-14.73,9.87,17.52
29,Free Cash Flow Per Share,0.00,-0.00,0.01,0.00,-0.00,-0.01,-0.01,-0.01,0.01,0.01
30,Operating Margin,-13.40%,1.32%,1.53%,1.45%,-3.73%,0.02%,-23.70%,5.17%,-27.63%,3.27%
31,Profit Margin,-11.01%,0.74%,1.04%,1.27%,0.57%,-1.17%,-13.16%,4.06%,-15.60%,4.56%
32,Free Cash Flow Margin,7.99%,-1.19%,15.47%,3.39%,-4.25%,-19.61%,-19.45%,-12.60%,17.62%,19.16%
33,EBITDA,-10.21,2.03,2.55,3.07,-4.2,0.75,-16.28,6.94,-15.08,3.44
34,D&A For EBITDA,0.9,0.88,0.69,0.64,0.53,0.74,0.69,0.9,0.41,0.45
35,EBIT,-11.11,1.15,1.86,2.43,-4.73,0.01,-16.97,6.05,-15.48,2.99
