,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,423.98,425.91,412.72,279.56,447.94,309.85,324.29,296.71,553.72,330.22,328.15,311.64,444.23,448.11,386.47,197.99,304.25,147.83,220.17,90.61,Upgrade
1,Other Revenue,-,-2.2,2.2,-,5.46,-2.49,2.49,-,6.02,-2.05,2.05,-,5.89,-2.46,2.46,-,4.09,-1.09,1.09,-,Upgrade
2,Revenue,423.98,423.71,414.92,279.56,453.4,307.36,326.78,296.71,559.74,328.17,330.2,311.64,450.12,445.65,388.93,197.99,308.34,146.74,221.26,90.61,Upgrade
3,Revenue Growth (YoY),-6.49%,37.85%,26.97%,-5.78%,-19.00%,-6.34%,-1.04%,-4.79%,24.35%,-26.36%,-15.10%,57.40%,45.98%,203.69%,75.78%,118.52%,-0.59%,-13.86%,1.45%,0.09%,Upgrade
4,Cost of Revenue,-785.46,311.53,279.33,194.59,371.9,224.81,249.66,222.14,464.27,246.15,252.85,238.46,374.51,351.07,312.07,161.28,245.33,91.6,153.33,64.72,Upgrade
5,Gross Profit,1209,112.18,135.59,84.97,81.49,82.55,77.11,74.57,95.47,82.02,77.35,73.18,75.6,94.57,76.86,36.71,63.01,55.14,67.93,25.89,Upgrade
6,"Selling, General & Admin",-125.09,43.3,40.71,41.09,48.72,34.29,32.48,31.81,52.83,31.19,21.84,33.83,51.88,32.82,28.71,24.3,18.86,27.09,29.77,20.76,Upgrade
7,Research & Development,-70.16,25.65,23.63,20.87,17.87,19.11,16.52,16.27,9.91,19.56,14.77,21.03,16,21.67,17.7,15.49,13.71,11.72,13.77,10.21,Upgrade
8,Other Operating Expenses,1396,5.39,0.78,2.03,-1.48,-0.01,-0.95,-2.69,13.87,-0,-6.15,0.11,8.5,0.61,-1.33,-0.92,9.05,-0.47,-0.33,-3.25,Upgrade
9,Operating Expenses,1188,73.89,73.45,68.56,72.95,51.07,54.99,42.86,85.19,53.39,38.95,51.83,87.34,64.51,37.24,31.45,47,38.6,50.51,23.46,Upgrade
10,Operating Income,21.28,38.29,62.14,16.41,8.54,31.48,22.12,31.71,10.28,28.63,38.4,21.35,-11.73,30.07,39.62,5.26,16.01,16.54,17.42,2.44,Upgrade
11,Interest Expense,-3.41,-,-1.95,-1.45,-2.55,-0.87,-0.93,-1.09,-24.49,-1.01,-1.3,-1.05,-0.98,-0.74,-0.79,-0.57,-0.35,-0.31,-0.4,-0.46,Upgrade
12,Interest & Investment Income,2.88,0.79,0.82,2.33,1.4,0.94,0.8,0.82,-,1.66,0.61,1.5,0.92,2.04,3.3,1.37,2.34,1.37,0.36,0.11,Upgrade
13,Currency Exchange Gain (Loss),-,-0.15,0.15,-,-,-1.61,1.61,-,-,7.94,-7.94,-,-3.4,2.13,-2.13,-,1.18,-0.04,0.04,-,Upgrade
14,Other Non Operating Income (Expenses),10,-4.71,0.39,-0.78,-0.27,0.74,1.67,-1.94,15.17,-14.39,-0.47,-0.75,1.39,-1.97,-0.32,-0.22,-1.19,0.21,0.12,0.3,Upgrade
15,EBT Excluding Unusual Items,30.75,34.22,61.54,16.5,7.11,30.67,25.27,29.5,0.95,22.84,29.29,21.05,-13.81,31.52,39.68,5.84,17.98,17.76,17.55,2.39,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,0.93,0.08,-0.41,-0.59,-0.01,0.19,0,0.06,0.1,-0.08,0.07,-,-0.11,0.02,0.03,-0.04,0.3,0.02,0,-0,Upgrade
18,Asset Writedown,-0.76,0.76,-3.76,3.76,5.59,-5.59,6.23,-6.23,-0.7,0.7,2.15,-2.15,6.44,-6.44,1.54,-1.54,1.49,-1.49,1.25,-1.25,Upgrade
19,Other Unusual Items,-20.43,4.66,12.05,3.72,5.25,0.19,-0.19,-,19.32,-,-,-,8.64,-,-,-,18.75,-,-,-,Upgrade
20,Pretax Income,10.49,39.73,69.41,23.39,17.93,25.46,31.31,23.33,19.68,23.46,31.51,18.9,1.16,25.1,41.25,4.27,38.53,16.29,18.8,1.14,Upgrade
21,Income Tax Expense,0,7.75,6.06,3.04,2.72,1.33,4.66,2,7.29,0.87,1.58,2.12,-16.38,4.65,2.69,3.97,-0.06,2.98,2.47,2.91,Upgrade
22,Earnings From Continuing Operations,10.49,31.98,63.35,20.35,15.21,24.13,26.65,21.33,12.38,22.59,29.93,16.78,17.54,20.45,38.56,0.29,38.59,13.31,16.32,-1.78,Upgrade
23,Minority Interest in Earnings,-1.1,-0.06,0.3,0.87,-0.31,0.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Net Income,9.39,31.92,63.65,21.21,14.89,24.71,26.65,21.33,12.38,22.59,29.93,16.78,17.54,20.45,38.56,0.29,38.59,13.31,16.32,-1.78,Upgrade
25,Net Income to Common,9.39,31.92,63.65,21.21,14.89,24.71,26.65,21.33,12.38,22.59,29.93,16.78,17.54,20.45,38.56,0.29,38.59,13.31,16.32,-1.78,Upgrade
26,Net Income Growth,-36.98%,29.16%,138.84%,-0.55%,20.31%,9.38%,-10.96%,27.15%,-29.40%,10.47%,-22.37%,5620.20%,-54.55%,53.66%,136.21%,-,-14.58%,185.72%,-19.56%,-,Upgrade
27,Shares Outstanding (Basic),188,188,192,186,190,176,177,166,171,166,171,164,164,167,168,168,168,95,219,116,Upgrade
28,Shares Outstanding (Diluted),188,188,192,186,190,176,177,166,171,166,171,164,164,167,168,168,168,95,219,116,Upgrade
29,Shares Change (YoY),-1.15%,6.46%,8.33%,11.90%,11.41%,6.01%,3.53%,0.85%,4.24%,-0.29%,1.73%,-2.05%,-2.28%,75.01%,-23.45%,44.54%,39.92%,-26.87%,82.96%,-12.65%,Upgrade
30,EPS (Basic),0.05,0.17,0.33,0.11,0.08,0.14,0.15,0.13,0.07,0.14,0.18,0.10,0.11,0.12,0.23,0.00,0.23,0.14,0.07,-0.02,Upgrade
31,EPS (Diluted),0.05,0.17,0.33,0.11,0.08,0.14,0.15,0.13,0.07,0.14,0.18,0.10,0.11,0.12,0.23,0.00,0.23,0.14,0.07,-0.02,Upgrade
32,EPS Growth,-36.25%,21.33%,120.48%,-11.12%,7.99%,3.18%,-13.99%,26.08%,-32.28%,10.79%,-23.69%,5741.92%,-53.49%,-12.20%,208.57%,-,-38.95%,290.71%,-56.03%,-,Upgrade
33,Free Cash Flow,-,64.95,6.84,-64.28,17.29,9.75,23.6,-65.87,78.43,-34.15,58.57,-47.35,-49.09,2.96,-44.3,-52.91,3,-9.53,-11,-49.69,Upgrade
34,Free Cash Flow Per Share,-,0.35,0.04,-0.35,0.09,0.06,0.13,-0.40,0.46,-0.21,0.34,-0.29,-0.30,0.02,-0.26,-0.32,0.02,-0.10,-0.05,-0.43,Upgrade
35,Dividend Per Share,-,-,-,-,0.179,-,-,-,0.148,-,-,-,0.138,-,-,-,0.179,-,-,-,Upgrade
36,Dividend Growth,-,-,-,-,20.68%,-,-,-,7.40%,-,-,-,-22.84%,-,-,-,-,-,-,-,Upgrade
37,Gross Margin,285.26%,26.48%,32.68%,30.39%,17.97%,26.86%,23.60%,25.13%,17.06%,24.99%,23.42%,23.48%,16.80%,21.22%,19.76%,18.54%,20.43%,37.58%,30.70%,28.57%,Upgrade
38,Operating Margin,5.02%,9.04%,14.98%,5.87%,1.88%,10.24%,6.77%,10.69%,1.84%,8.72%,11.63%,6.85%,-2.61%,6.75%,10.19%,2.66%,5.19%,11.27%,7.87%,2.69%,Upgrade
39,Profit Margin,2.21%,7.53%,15.34%,7.59%,3.29%,8.04%,8.16%,7.19%,2.21%,6.88%,9.06%,5.38%,3.90%,4.59%,9.91%,0.15%,12.51%,9.07%,7.38%,-1.96%,Upgrade
40,Free Cash Flow Margin,-,15.33%,1.65%,-22.99%,3.81%,3.17%,7.22%,-22.20%,14.01%,-10.40%,17.74%,-15.19%,-10.91%,0.66%,-11.39%,-26.73%,0.97%,-6.49%,-4.97%,-54.84%,Upgrade
41,EBITDA,26.38,43.39,68.07,21.5,13.64,36.35,27.6,36.58,15.15,32.96,42.97,25.68,-7.4,33.99,43.86,9.18,19.93,18.82,19.7,5.85,Upgrade
42,EBITDA Margin,6.22%,10.24%,16.41%,7.69%,3.01%,11.83%,8.45%,12.33%,2.71%,10.04%,13.01%,8.24%,-1.64%,7.63%,11.28%,4.64%,6.46%,12.83%,8.90%,6.45%,Upgrade
43,D&A For EBITDA,5.1,5.1,5.94,5.1,5.1,4.87,5.49,4.87,4.87,4.33,4.58,4.33,4.33,3.92,4.24,3.92,3.92,2.28,2.28,3.41,Upgrade
