,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,561,582,322,366,341,644,758,810,388,341,436,Upgrade
1,Market Cap Growth,59.09%,59.09%,-5.49%,-43.23%,-55.07%,-20.51%,95.19%,137.80%,-10.95%,-50.30%,-53.33%,Upgrade
2,Enterprise Value,-103,-116,-251,-135,-118,179,229,258,-45,37,725,Upgrade
3,Last Close Price,0.27,0.15,0.08,0.09,0.09,0.17,0.20,0.21,0.10,0.09,0.11,Upgrade
4,PE Ratio,18.89,19.47,-,9.38,-,34.97,-,10.31,52.93,-,-,Upgrade
5,Forward PE,-,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,Upgrade
6,PS Ratio,0.35,0.37,0.19,0.23,0.22,0.36,0.38,0.40,0.21,0.19,0.20,Upgrade
7,PB Ratio,0.44,0.46,0.21,0.24,0.22,0.40,0.46,0.49,0.25,0.24,0.28,Upgrade
8,P/TBV Ratio,0.47,0.47,0.21,0.24,0.22,0.41,0.47,0.51,0.25,0.24,0.30,Upgrade
9,P/FCF Ratio,7.85,-,1.63,1.69,2.43,-62.65,-,-,1.61,0.90,1.70,Upgrade
10,P/OCF Ratio,3.33,3.33,1.22,1.40,1.72,8.73,19.78,4.69,1.39,0.70,1.19,Upgrade
11,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,0.10,0.11,0.13,-,0.02,0.33,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,24.06,-,7.82,-,-,9.19,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-32.06,-,-,-,Upgrade
15,EV/FCF Ratio,-1.45,-,-,-,-,-17.38,-,-,-,0.10,2.82,Upgrade
16,Debt / Equity Ratio,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.05,0.10,0.09,Upgrade
17,Debt / FCF Ratio,0.28,-,0.12,0.22,0.36,-6.27,-,-,0.36,0.39,0.54,Upgrade
18,Return on Capital Employed (ROCE),-,-0.53%,-,0.17%,-,-,-,-0.48%,-,-,-,Upgrade
19,Earnings Yield,5.33%,5.14%,7.13%,10.66%,4.91%,2.86%,4.43%,9.70%,1.89%,-87.64%,-79.89%,Upgrade
20,FCF Yield,12.74%,12.29%,61.35%,59.06%,41.15%,-1.60%,-11.47%,11.09%,61.98%,111.57%,58.95%,Upgrade
21,Buyback Yield / Dilution,-,-,-,0.00%,-0.07%,-0.71%,-0.70%,-0.06%,-0.00%,-0.11%,Upgrade,
22,Total Shareholder Return,48.15%,-,-,-,0.00%,-0.07%,-0.71%,-0.70%,-0.06%,-0.00%,-0.11%,Upgrade
