,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,720.64,752.03,787.91,666.6,715.14,809.5,819.62,862.59,676.78,947.37,Upgrade
1,Revenue Growth (YoY),-8.54%,12.82%,10.18%,-17.65%,-12.75%,-6.15%,21.11%,-8.95%,-31.51%,-17.11%,Upgrade
2,Cost of Revenue,300.7,341.78,326.73,305.21,309.47,358.49,327.34,388.39,290.31,380.94,Upgrade
3,Gross Profit,419.95,410.26,461.18,361.39,405.67,451.01,492.28,474.19,386.48,566.44,Upgrade
4,"Selling, General & Admin",406.09,430.44,424.09,396.07,406,482.41,465.17,507.98,431.14,588.87,Upgrade
5,Operating Expenses,406.09,430.44,424.09,396.07,406,482.41,465.17,507.98,431.14,588.87,Upgrade
6,Operating Income,13.86,-20.18,37.09,-34.68,-0.32,-31.4,27.11,-33.79,-44.66,-22.43,Upgrade
7,Interest Expense,-0.51,-1.9,-1.07,-1.16,-1.39,-1.43,-1.41,-1.82,-3.45,-0.85,Upgrade
8,Interest & Investment Income,10.1,9.26,8.65,10.49,6.95,6.72,5.9,6.83,3.93,5.33,Upgrade
9,Earnings From Equity Investments,-,1.38,-0.04,-0.14,0.02,-0.59,0.57,-0.56,-0.28,-1.14,Upgrade
10,Currency Exchange Gain (Loss),-1.84,0.11,1.75,3.94,4.72,-1.38,-1.25,-5.4,0.02,-0.76,Upgrade
11,Other Non Operating Income (Expenses),47.27,34.38,31.57,22.96,15.63,19.94,25.62,30.97,21.38,41.13,Upgrade
12,EBT Excluding Unusual Items,68.88,23.04,77.95,1.41,25.6,-8.14,56.55,-3.77,-23.06,21.28,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,0.21,-,2.36,-,-,-6.15,Upgrade
14,Gain (Loss) on Sale of Assets,0.02,0.24,0,0.02,0.02,-0.17,0.05,23.63,0.09,-,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-,-,-103.19,Upgrade
16,Other Unusual Items,-,3.25,-9.32,-9.9,-0.03,-0.16,-,17.72,0.2,-10,Upgrade
17,Pretax Income,68.9,26.53,68.63,-8.47,25.81,-8.47,58.96,37.58,-22.76,-98.06,Upgrade
18,Income Tax Expense,16.3,50.73,23.47,0.75,1.82,-0.76,22.45,8.27,0.94,101.09,Upgrade
19,Earnings From Continuing Operations,52.59,-24.2,45.16,-9.22,23.98,-7.71,36.5,29.31,-23.71,-199.14,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-45.96,Upgrade
21,Net Income to Company,52.59,-24.2,45.16,-9.22,23.98,-7.71,36.5,29.31,-23.71,-245.1,Upgrade
22,Minority Interest in Earnings,-0.18,-0.41,0.29,-0.16,0.18,-0.73,-0.72,0.21,0.36,-3.66,Upgrade
23,Net Income,52.41,-24.61,45.44,-9.37,24.16,-8.44,35.79,29.52,-23.34,-248.77,Upgrade
24,Net Income to Common,52.41,-24.61,45.44,-9.37,24.16,-8.44,35.79,29.52,-23.34,-248.77,Upgrade
25,Net Income Growth,15.34%,-,88.07%,-,-32.49%,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),2077,2077,2077,2077,2077,2077,2076,2062,2061,2061,Upgrade
27,Shares Outstanding (Diluted),2077,2077,2077,2077,2077,2077,2076,2062,2061,2061,Upgrade
28,Shares Change (YoY),-,-,-,-0.00%,0.07%,0.71%,0.70%,0.06%,0.00%,0.11%,Upgrade
29,EPS (Basic),0.03,-0.01,0.02,-0.00,0.01,-0.00,0.02,0.01,-0.01,-0.12,Upgrade
30,EPS (Diluted),0.03,-0.01,0.02,-0.00,0.01,-0.00,0.02,0.01,-0.01,-0.12,Upgrade
31,EPS Growth,15.18%,-,88.60%,-,-32.56%,-,-,-,-,-,Upgrade
32,Free Cash Flow,-14.23,80.73,98.55,101.26,22.72,-31.49,-39.33,114.01,88.69,257.72,Upgrade
33,Free Cash Flow Per Share,-0.01,0.04,0.05,0.05,0.01,-0.02,-0.02,0.06,0.04,0.13,Upgrade
34,Operating Margin,1.92%,-2.68%,4.71%,-5.20%,-0.05%,-3.88%,3.31%,-3.92%,-6.60%,-2.37%,Upgrade
35,Profit Margin,7.27%,-3.27%,5.77%,-1.41%,3.38%,-1.04%,4.37%,3.42%,-3.45%,-26.26%,Upgrade
36,Free Cash Flow Margin,-1.97%,10.74%,12.51%,15.19%,3.18%,-3.89%,-4.80%,13.22%,13.10%,27.20%,Upgrade
37,EBITDA,39.48,-2.92,58.63,-16.44,20.89,-14.56,43.52,-16.11,-18.27,53.31,Upgrade
38,D&A For EBITDA,25.62,17.26,21.55,18.24,21.22,16.84,16.41,17.68,26.39,75.74,Upgrade
39,EBIT,13.86,-20.18,37.09,-34.68,-0.32,-31.4,27.11,-33.79,-44.66,-22.43,Upgrade
