,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,418.96,916.09,1327,1075,878.21,863.44,779.06,803.95,619.12,772.96,Upgrade
1,Trading Asset Securities,0.23,0.22,0.24,0.56,0.3,0.32,0.43,0.15,0.11,0.14,Upgrade
2,Cash & Short-Term Investments,419.19,916.31,1327,1075,878.52,863.75,779.49,804.09,619.23,773.09,Upgrade
3,Cash Growth,-68.42%,-14.77%,51.10%,24.47%,12.70%,7.42%,25.88%,4.01%,26.85%,38.45%,Upgrade
4,Accounts Receivable,506.49,493.07,508.79,561.53,663.51,863.66,749.22,837.91,685,845.99,Upgrade
5,Other Receivables,4.95,5.05,2.79,2.99,-,-,-,1.07,2.79,2.37,Upgrade
6,Receivables,511.44,498.12,511.58,564.52,663.51,863.66,749.22,838.98,687.79,848.36,Upgrade
7,Inventory,1049,942.11,915.91,882.33,1281,1578,1422,1008,920.11,1081,Upgrade
8,Prepaid Expenses,91.59,95.78,89.48,64.64,62.55,76.59,47.93,67.46,49.36,49.38,Upgrade
9,Other Current Assets,45.66,45.54,155.78,37.79,85.43,69.55,59.16,81.7,40.78,55.55,Upgrade
10,Total Current Assets,2117,2498,3000,2624,2971,3452,3057,2800,2317,2807,Upgrade
11,"Property, Plant & Equipment",1131,1196,1184,1359,1481,1662,1720,1821,1777,1938,Upgrade
12,Long-Term Investments,1.41,1.48,0.91,1.84,2.83,3.69,2.39,3.74,-,-,Upgrade
13,Long-Term Deferred Tax Assets,39.27,39.48,30.74,31.89,28.02,29.35,28.47,28.47,26.96,27.83,Upgrade
14,Other Long-Term Assets,44.94,45.01,65.35,57.01,44.15,46.92,55.41,49.54,42.98,54.16,Upgrade
15,Total Assets,3334,3780,4281,4074,4528,5193,4864,4703,4164,4827,Upgrade
16,Accounts Payable,598.43,678.83,500.14,436.47,436.41,844.35,690.78,802.14,494.55,663.25,Upgrade
17,Accrued Expenses,135.57,93.43,147.45,123.63,161.27,148.55,163.85,167.74,145.64,138.91,Upgrade
18,Short-Term Debt,-,-,-,-,21.52,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,569.14,883.77,1192,495.58,487,528.91,1182,575.67,362.42,603.31,Upgrade
20,Current Portion of Leases,5.24,5.28,6.2,6.64,7.29,7.45,6.64,8.03,8.52,8.89,Upgrade
21,Current Income Taxes Payable,0.56,0.85,3.71,3.88,16.06,10.69,12.99,4.38,0.97,10.16,Upgrade
22,Current Unearned Revenue,-,4.85,-,21.13,-,55.57,-,2.9,-,6.51,Upgrade
23,Other Current Liabilities,0.95,66.46,0.95,64.78,1.73,65.42,0.95,50.81,0.95,57.38,Upgrade
24,Total Current Liabilities,1310,1733,1851,1152,1131,1661,2057,1612,1013,1488,Upgrade
25,Long-Term Debt,353.64,377.77,644.47,966.69,1289,1286,646.36,968.58,1301,1308,Upgrade
26,Long-Term Leases,11.93,14.35,21.09,32.94,25.32,29.91,31.79,33.98,29.17,34.85,Upgrade
27,Long-Term Deferred Tax Liabilities,3.88,4.06,4.24,4.62,4.92,5.36,5.5,5.7,5.75,6.15,Upgrade
28,Total Liabilities,1679,2130,2521,2156,2450,2982,2741,2620,2349,2837,Upgrade
