,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,131,179,160,190,171,155,188,182,179,179,190,Upgrade
1,Market Cap Growth,-5.71%,-5.71%,-6.35%,22.81%,-8.70%,-14.93%,4.55%,1.52%,-5.71%,-26.67%,-23.91%,Upgrade
2,Enterprise Value,305,390,226,283,324,364,414,434,302,350,381,Upgrade
3,Last Close Price,0.48,0.66,0.55,0.66,0.53,0.48,0.55,0.53,0.48,0.48,0.49,Upgrade
4,PE Ratio,17.08,23.45,-13.42,-,4.36,30.95,-,7.98,8.22,-7.40,-,Upgrade
5,PS Ratio,0.33,0.45,0.41,0.49,0.46,0.45,0.55,0.54,0.59,0.57,0.52,Upgrade
6,PB Ratio,3.71,5.10,4.11,4.78,2.23,2.39,4.09,2.68,2.16,2.80,2.73,Upgrade
7,P/FCF Ratio,1.34,1.84,1.63,1.65,1.30,1.73,2.71,1.70,1.56,2.31,2.77,Upgrade
8,P/OCF Ratio,1.71,1.71,1.52,1.60,1.23,1.51,2.31,1.62,1.56,2.14,2.24,Upgrade
9,EV/Sales Ratio,0.76,0.97,0.57,0.73,0.86,1.06,1.22,1.29,0.99,1.11,1.04,Upgrade
10,EV/EBITDA Ratio,2.84,8.72,5.34,6.66,11.53,213.94,-,25.76,-109.16,-,-,Upgrade
11,EV/EBIT Ratio,8.11,10.37,6.37,7.92,15.12,-78.14,-,37.93,-37.11,-,-,Upgrade
12,EV/FCF Ratio,3.14,4.01,2.30,2.45,2.46,4.05,5.98,4.05,2.63,4.50,5.54,Upgrade
13,Debt / Equity Ratio,6.65,6.65,6.88,3.11,2.10,3.17,5.38,3.91,3.61,2.41,2.77,Upgrade
14,Debt / FCF Ratio,2.40,2.40,2.73,1.07,1.23,2.29,3.56,2.48,2.62,1.99,2.81,Upgrade
15,Return on Capital Employed (ROCE),17.96%,17.96%,14.31%,22.77%,10.81%,-2.44%,-,4.32%,-2.58%,-,-,Upgrade
16,Earnings Yield,5.86%,4.26%,-7.45%,-0.26%,22.93%,3.23%,-9.80%,12.53%,12.16%,-13.52%,-19.11%,Upgrade
17,FCF Yield,74.54%,54.21%,61.31%,60.75%,76.70%,57.94%,36.87%,58.78%,63.97%,43.34%,36.07%,Upgrade
18,Total Shareholder Return,8.33%,-,-,-,-,-,-,-,-,-,-,Upgrade
