,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,58.54,57.05,57.24,68.65,52.05,36.38,38.38,47.6,31.34,21.26,Upgrade
1,Short-Term Investments,0.63,0.48,0.49,0.46,0.9,1.14,1.07,1.22,1.17,1.13,Upgrade
2,Cash & Short-Term Investments,59.17,57.53,57.73,69.11,52.96,37.52,39.45,48.82,32.5,22.39,Upgrade
3,Cash Growth,2.49%,-16.76%,9.02%,84.19%,34.24%,-23.15%,21.36%,118.02%,8.51%,-33.88%,Upgrade
4,Accounts Receivable,2.22,4.43,2.92,1.79,1.64,4.06,1.93,1.83,1.76,1.83,Upgrade
5,Other Receivables,1.12,0.86,0.83,2.13,4.5,0.96,3.34,5.55,9.73,6.7,Upgrade
6,Receivables,3.34,5.29,3.75,3.92,6.14,5.01,5.27,7.37,11.5,8.53,Upgrade
7,Prepaid Expenses,3.77,2.82,3.77,2.27,4.32,2.32,4.56,5.79,3.55,2.2,Upgrade
8,Total Current Assets,66.28,65.64,65.25,75.3,63.42,44.85,49.27,61.99,47.55,33.12,Upgrade
9,"Property, Plant & Equipment",164.86,197.62,46.1,80.01,108.79,136.37,161.86,190.9,39.44,76.09,Upgrade
10,Long-Term Investments,-,-,-,-,-,-,-,-,-,1.35,Upgrade
11,Goodwill,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,Upgrade
12,Other Intangible Assets,60.24,64.2,75.45,100.53,111.3,120.84,135.45,139.74,144.1,165.26,Upgrade
13,Long-Term Deferred Tax Assets,1.78,2.32,2.79,3.58,5.58,4.57,3.54,3.4,3.66,1.72,Upgrade
14,Other Long-Term Assets,0.73,0.76,0.39,0.41,0.42,0.44,0.45,0.05,0.05,-,Upgrade
15,Total Assets,316.8,353.46,212.9,282.74,312.44,329.98,373.49,419,257.73,300.46,Upgrade
16,Accounts Payable,5.98,5.5,5.31,5.91,4.6,3.88,5.33,3.89,3.14,3.97,Upgrade
17,Accrued Expenses,12.2,13.47,-,17.14,-,-,-,-,-,-,Upgrade
18,Current Portion of Long-Term Debt,9.39,9.19,10.09,11.08,17.93,24.83,10.63,10.46,13.68,15.26,Upgrade
19,Current Portion of Leases,61.21,59.87,0.11,32.64,64.3,62.39,61.05,60.73,0.04,34.19,Upgrade
20,Current Income Taxes Payable,2.32,1.33,1.24,0.48,0.6,0.02,0.29,0.14,0.55,0,Upgrade
21,Other Current Liabilities,16.15,15.66,39.32,17.32,34.31,31.23,31.77,29.2,32.73,30.61,Upgrade
22,Total Current Liabilities,107.24,105.02,56.07,84.58,121.74,122.35,109.08,104.42,50.13,84.03,Upgrade
23,Long-Term Debt,99.05,103.82,113.44,117.93,123.3,127.26,131.21,135.64,141.04,143.45,Upgrade
24,Long-Term Leases,64.28,95.3,-,-,-,31.95,62.68,93.43,-,-,Upgrade
25,Long-Term Deferred Tax Liabilities,3.76,3.63,3.6,3.26,2.63,2.57,2.61,2.25,2.42,3.39,Upgrade
26,Total Liabilities,281.62,314.46,173.1,205.77,247.67,284.14,305.58,335.74,193.59,230.87,Upgrade
27,Common Stock,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,Upgrade
28,Additional Paid-In Capital,63.74,74.61,45.84,74.61,74.61,74.61,74.61,74.61,74.61,74.61,Upgrade
29,Retained Earnings,-75.38,-82.45,-81.67,-44.53,-56.73,-75.66,-54.73,-39.51,-58.63,-53.17,Upgrade
30,Comprehensive Income & Other,19.64,19.64,48.44,19.69,19.69,19.69,20.84,20.96,20.96,20.96,Upgrade
31,Shareholders' Equity,35.19,39,39.8,76.97,64.77,45.84,67.92,83.26,64.13,69.59,Upgrade
32,Total Liabilities & Equity,316.8,353.46,212.9,282.74,312.44,329.98,373.49,419,257.73,300.46,Upgrade
33,Total Debt,233.93,268.17,123.65,161.66,205.52,246.44,265.57,300.27,154.76,192.9,Upgrade
34,Net Cash (Debt),-174.76,-210.65,-65.91,-92.55,-152.57,-208.91,-226.12,-251.45,-122.26,-170.51,Upgrade
35,Net Cash Per Share,-0.64,-0.77,-0.24,-0.34,-0.56,-0.77,-0.83,-0.92,-0.45,-0.63,Upgrade
36,Filing Date Shares Outstanding,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,Upgrade
37,Total Common Shares Outstanding,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,271.91,Upgrade
38,Working Capital,-40.96,-39.38,9.18,-9.28,-58.32,-77.51,-59.81,-42.43,-2.58,-50.91,Upgrade
39,Book Value Per Share,0.13,0.14,0.15,0.28,0.24,0.17,0.25,0.31,0.24,0.26,Upgrade
40,Tangible Book Value,-47.97,-48.12,-58.57,-46.48,-69.45,-97.92,-90.45,-79.4,-102.89,-118.59,Upgrade
41,Tangible Book Value Per Share,-0.18,-0.18,-0.22,-0.17,-0.26,-0.36,-0.33,-0.29,-0.38,-0.44,Upgrade
42,Land,-,20.86,-,21.25,-,17.5,-,18.4,-,18.55,Upgrade
