,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,3442,2742,2704,2392,2795,2537,2297,2132,2794,2964,2105,2473,2883,2568,2338,2159,2402,1813,1530,940.42,Upgrade
1,Other Revenue,-,-3.44,3.44,-,1.89,-3.63,3.63,-,6.43,-2.23,2.23,-,4.85,-2.55,2.55,-,3.84,-1.62,1.62,-,Upgrade
2,Revenue,3442,2738,2708,2392,2797,2533,2300,2132,2801,2962,2107,2473,2888,2566,2341,2159,2406,1811,1531,940.42,Upgrade
3,Revenue Growth (YoY),23.05%,8.10%,17.73%,12.23%,-0.13%,-14.47%,9.18%,-13.81%,-3.02%,15.44%,-9.99%,14.57%,20.06%,41.65%,52.83%,129.55%,41.16%,39.80%,22.27%,-24.20%,Upgrade
4,Cost of Revenue,3389,2597,2623,2247,2585,2352,2157,1998,2656,2823,2009,2354,2736,2450,2196,2029,2229,1670,1449,866.99,Upgrade
5,Gross Profit,52.99,141.39,84.47,145.08,212.52,181.29,142.81,133.74,145.23,138.65,98.06,118.83,151.97,116.02,144.72,129.47,176.84,141.69,82.85,73.43,Upgrade
6,"Selling, General & Admin",-72.77,27.42,21.11,24.24,39.05,20.73,16.81,22.71,28.63,18.13,17.13,17.84,26.69,20.41,19.22,20.28,23.19,16.18,16.21,15.24,Upgrade
7,Research & Development,-3.16,0.81,0.67,1.68,1.51,0.55,0.53,0.55,0.54,0.56,0.42,0.37,0.32,0.22,0.3,0.26,0.41,0.36,0.35,0.36,Upgrade
8,Other Operating Expenses,12.07,-20.57,6.42,2.09,37.57,-12.65,-0.05,-6.58,26.63,-5.64,0.03,-5.06,29.67,-5.67,-7.78,-3.97,39.9,1.81,-26.89,-3.94,Upgrade
9,Operating Expenses,-61.71,9.89,23.2,28.63,75.72,15.24,12.49,18.27,54.57,19.7,17.25,12.58,64.66,17.56,13.01,15.01,71.14,24.16,-11.75,8.82,Upgrade
10,Operating Income,114.7,131.5,61.28,116.45,136.8,166.05,130.32,115.46,90.66,118.95,80.81,106.25,87.31,98.46,131.71,114.46,105.71,117.52,94.6,64.61,Upgrade
