,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,835.88,864.43,519.9,785,566.98,430.89,348.78,548.72,436.64,400.72,367.03,541.07,541.07,458.08,458.08,440.79,440.79,236.97,236.97
1,Other Revenue,-6.42,6.42,-,12.59,-5.05,5.05,-,12.55,-5.79,5.79,-,4.81,4.81,4.89,4.89,10.07,10.07,4.96,4.96
2,Revenue,829.47,870.85,519.9,797.59,561.93,435.94,348.78,561.28,430.85,406.52,367.03,545.87,545.87,462.97,462.97,450.85,450.85,241.93,241.93
3,Revenue Growth (YoY),47.61%,99.76%,49.06%,42.10%,30.42%,7.24%,-4.97%,2.82%,-21.07%,-12.19%,-20.72%,21.08%,21.08%,91.37%,91.37%,-,-,-,-
4,Cost of Revenue,514.66,574.17,325.07,554.73,324.57,263.08,204.55,351.85,264.58,282.99,245.91,517.58,311.86,267.73,267.73,270.24,270.24,140.22,140.22
5,Gross Profit,314.8,296.68,194.83,242.86,237.36,172.86,144.23,209.43,166.27,123.52,121.13,28.29,234.01,195.25,195.25,180.61,180.61,101.71,101.71
6,"Selling, General & Admin",101,113.53,113.91,110.51,118.85,99.78,77.01,113.66,75.43,68.36,67.25,-52.88,134.26,100.03,100.03,71.11,71.11,49.67,49.67
7,Research & Development,26.69,24.85,29.33,33.81,19.82,21.93,12.09,22.31,17.14,12.72,12.19,17.91,17.91,13.54,13.54,12.03,12.03,7.11,7.11
8,Other Operating Expenses,2.99,1.72,1.91,4.74,-5.21,-5.99,-0.19,14.14,-0.22,-9.78,0.38,-35.98,6.18,16.99,16.99,6.94,6.94,3.11,3.11
9,Operating Expenses,131.04,147.55,136.9,159.46,141.04,118.84,83.78,156.46,92.45,70.54,79.29,-71.67,159.41,131.29,131.29,92.86,92.86,59.65,59.65
10,Operating Income,183.77,149.13,57.93,83.4,96.31,54.02,60.45,52.97,73.82,52.98,41.83,99.96,74.61,63.96,63.96,87.74,87.74,42.06,42.06
11,Interest Expense,-6.8,-5.25,-8.21,-4.13,-4.41,-1.27,-2.53,-2.44,-2.64,-2.59,-3,-2.64,-2.64,-1.96,-1.96,-2.28,-2.28,-1.69,-1.69
12,Interest & Investment Income,16.09,-,30.97,16.52,16.17,14.54,0.54,0.37,0.39,0.48,0.06,0.62,0.62,0.13,0.13,1.05,1.05,0.6,0.6
13,Currency Exchange Gain (Loss),-11.49,11.49,-,17.91,-34.59,34.59,-,29.4,-33.63,33.63,-,-7.01,-7.01,-3.12,-3.12,-17.1,-17.1,1.48,1.48
14,Other Non Operating Income (Expenses),-26.92,4.62,-8.94,-35.47,27.55,14.02,-17.48,-34.29,30.46,2.3,-3.05,-5.87,-4.5,1.69,1.69,-2.64,-2.64,-1.27,-1.27
15,EBT Excluding Unusual Items,154.65,159.99,71.75,78.23,101.03,115.89,40.98,46,68.4,86.8,35.85,85.06,61.07,60.69,60.69,66.78,66.78,41.18,41.18
16,Gain (Loss) on Sale of Investments,-0.34,0.34,-,-,-,-,-,0.77,-8.55,-3.96,-,0.09,0.09,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.01,0.51,0.01,-0.58,1.83,-1.79,-,0,-0,0,0,0.03,0.03,-0,-0,0.05,0.05,0.05,0.05
18,Asset Writedown,-8.53,2.36,-2.36,12.68,-14.48,1.17,-1.17,8.64,-8.64,0.99,-0.99,0.02,-0,-0.01,-0.01,-0.01,-0.01,-0,-0
19,Legal Settlements,-,-,-,-,-,-,-,-0.63,0.49,-0.49,-,0,0,-0.16,-0.16,-,-,-,-
20,Other Unusual Items,3.42,2.86,0.65,2.77,-,-,-,12.5,1.21,-1.21,-,18.97,2.71,-2.06,-2.06,7.58,7.58,9.72,9.72
21,Pretax Income,149.2,166.05,70.04,93.1,88.39,115.28,39.81,67.28,52.91,82.12,34.87,104.16,63.9,58.62,58.62,74.4,74.4,50.95,50.95
22,Income Tax Expense,29.82,34.93,19.16,17.07,18.39,15.69,4.94,-2.48,13.8,13.54,6.22,13.69,10.55,9.17,9.17,11.34,11.34,8.39,8.39
23,Earnings From Continuing Operations,119.37,131.12,50.87,76.03,70,99.58,34.87,69.76,39.11,68.58,28.65,90.47,53.34,49.45,49.45,63.06,63.06,42.56,42.56
24,Minority Interest in Earnings,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,Net Income,119.37,131.12,50.87,76.03,70,99.58,34.87,69.76,39.11,68.58,28.65,90.47,53.34,49.45,49.45,63.06,63.06,42.56,42.56
26,Net Income to Common,119.37,131.12,50.87,76.03,70,99.58,34.87,69.76,39.11,68.58,28.65,90.47,53.34,49.45,49.45,63.06,63.06,42.56,42.56
27,Net Income Growth,70.53%,31.67%,45.89%,8.98%,78.96%,45.21%,21.73%,-22.89%,-26.68%,38.68%,-42.07%,43.48%,-15.40%,16.20%,16.20%,-,-,-,-
28,Shares Outstanding (Basic),107,111,108,109,110,110,81,82,83,82,82,82,82,82,82,82,82,82,82
29,Shares Outstanding (Diluted),108,111,111,110,110,110,81,82,83,82,82,82,82,82,82,82,82,82,82
30,Shares Change (YoY),-1.50%,1.28%,36.38%,34.42%,32.48%,34.41%,-0.92%,0.06%,1.21%,-0.54%,-0.19%,-,-,0.20%,0.20%,-,-,-,-
31,EPS (Basic),1.11,1.18,0.47,0.70,0.64,0.91,0.43,0.85,0.47,0.84,0.35,1.10,0.65,0.60,0.60,0.77,0.77,0.52,0.52
32,EPS (Diluted),1.10,1.18,0.46,0.69,0.64,0.91,0.43,0.85,0.47,0.84,0.35,1.10,0.65,0.60,0.60,0.77,0.77,0.52,0.52
33,EPS Growth,73.13%,30.00%,6.98%,-18.92%,35.08%,8.04%,22.86%,-22.71%,-27.49%,39.43%,-41.96%,43.05%,-15.47%,15.97%,15.97%,-,-,-,-
34,Free Cash Flow,-478.7,10.35,225.63,-2.55,-71.11,34.87,143.56,18.02,-28.58,127.13,-154.2,-13.75,-13.75,-33.94,-33.94,-14.65,-,56.58,56.58
35,Free Cash Flow Per Share,-4.42,0.09,2.04,-0.02,-0.65,0.32,1.77,0.22,-0.34,1.56,-1.88,-0.17,-0.17,-0.41,-0.41,-0.18,-,0.69,0.69
36,Dividend Per Share,0.500,-,-,1.500,-,-,-,1.500,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,37.95%,34.07%,37.47%,30.45%,42.24%,39.65%,41.35%,37.31%,38.59%,30.39%,33.00%,5.18%,42.87%,42.17%,42.17%,40.06%,40.06%,42.04%,42.04%
38,Operating Margin,22.15%,17.12%,11.14%,10.46%,17.14%,12.39%,17.33%,9.44%,17.13%,13.03%,11.40%,18.31%,13.67%,13.81%,13.81%,19.46%,19.46%,17.39%,17.39%
39,Profit Margin,14.39%,15.06%,9.79%,9.53%,12.46%,22.84%,10.00%,12.43%,9.08%,16.87%,7.80%,16.57%,9.77%,10.68%,10.68%,13.99%,13.99%,17.59%,17.59%
40,Free Cash Flow Margin,-57.71%,1.19%,43.40%,-0.32%,-12.65%,8.00%,41.16%,3.21%,-6.63%,31.27%,-42.01%,-2.52%,-2.52%,-7.33%,-7.33%,-3.25%,-,23.39%,23.39%
41,EBITDA,190.27,157.03,64.43,89.9,101.31,60.05,65.45,57.97,77.35,57.73,45.36,103.96,78.26,67.19,67.19,90.43,90.43,44.57,44.57
42,EBITDA Margin,22.94%,18.03%,12.39%,11.27%,18.03%,13.77%,18.77%,10.33%,17.95%,14.20%,12.36%,19.04%,14.34%,14.51%,14.51%,20.06%,20.06%,18.42%,18.42%
43,D&A For EBITDA,6.5,7.9,6.5,6.5,5,6.03,5,5,3.53,4.75,3.53,4,3.65,3.24,3.24,2.69,2.69,2.51,2.51
44,EBIT,183.77,149.13,57.93,83.4,96.31,54.02,60.45,52.97,73.82,52.98,41.83,99.96,74.61,63.96,63.96,87.74,87.74,42.06,42.06
45,EBIT Margin,22.15%,17.12%,11.14%,10.46%,17.14%,12.39%,17.33%,9.44%,17.13%,13.03%,11.40%,18.31%,13.67%,13.81%,13.81%,19.46%,19.46%,17.39%,17.39%
46,Effective Tax Rate,19.99%,21.04%,27.36%,18.34%,20.81%,13.61%,12.41%,-,26.08%,16.49%,17.85%,13.14%,16.52%,15.64%,15.64%,15.24%,15.24%,16.47%,16.47%
47,Revenue as Reported,829.47,870.85,519.9,797.59,561.93,435.94,348.78,561.28,430.85,406.52,367.03,2018,-,-,-,-,-,-,-
