,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,599,573,599,512,490,586,573,729,694,763,642
1,Market Cap Growth,11.86%,11.86%,22.12%,-12.59%,-14.39%,-19.64%,-17.50%,-4.55%,8.11%,-,-
2,Enterprise Value,428,525,512,547,491,703,501,598,565,780,891
3,Last Close Price,1.38,1.32,1.26,1.08,0.95,1.14,1.04,1.33,1.18,1.30,1.09
4,PE Ratio,3.42,3.27,3.53,3.34,3.10,4.05,4.02,5.48,5.87,7.35,7.42
5,PS Ratio,0.24,0.23,0.25,0.22,0.21,0.25,0.26,0.41,0.47,0.60,0.51
6,PB Ratio,0.52,0.49,0.52,0.49,0.46,0.58,0.56,0.78,0.77,0.98,0.87
7,P/TBV Ratio,0.50,0.50,0.52,0.49,0.46,0.58,0.57,0.78,0.78,0.98,0.87
8,P/FCF Ratio,-,-,-,4.28,3.40,6.71,-2.91,-,3.85,7.51,-22.07
9,P/OCF Ratio,-,-,-,3.17,2.44,2.36,20.58,-,3.17,5.57,43.98
10,EV/Sales Ratio,0.17,0.21,0.21,0.23,0.21,0.29,0.23,0.34,0.38,0.62,0.71
11,EV/EBITDA Ratio,1.99,2.51,2.33,2.86,2.56,3.96,3.32,4.14,3.81,5.44,5.74
12,EV/EBIT Ratio,2.47,3.03,2.83,3.49,3.13,4.72,4.08,5.02,4.58,6.30,6.59
13,EV/FCF Ratio,-1.98,-,-,4.58,3.40,8.05,-2.55,-,3.13,7.67,-30.63
14,Debt / Equity Ratio,0.10,0.10,0.04,0.13,0.09,0.16,0.21,0.23,0.09,0.14,0.36
15,Debt / FCF Ratio,-,-,-,1.18,0.65,1.89,-1.10,-,0.43,1.10,-9.19
16,Return on Capital Employed (ROCE),14.60%,14.60%,15.20%,14.44%,14.34%,14.41%,11.83%,12.59%,13.71%,15.89%,18.38%
17,Earnings Yield,29.26%,30.59%,28.29%,29.92%,32.22%,24.68%,24.87%,18.23%,17.03%,13.61%,13.48%
18,FCF Yield,-36.06%,-37.70%,-8.52%,23.34%,29.45%,14.91%,-34.36%,-18.75%,25.97%,13.32%,-4.53%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-26.20%,-81.39%,-99.50%,
20,Total Shareholder Return,8.70%,-,-,-,-,-,-,-,-26.20%,-81.39%,-99.50%
