,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,69.52,71.94,105.45,57.76,67.44,86.55,106.65,87.25,108.27,80.74
1,Short-Term Investments,203.75,18.48,111.38,-,77.3,-,139.67,-,111.53,134.37
2,Trading Asset Securities,-,-,-,-,-,-,-,87.5,0.13,9.5
3,Cash & Short-Term Investments,273.27,90.43,216.82,57.76,144.74,86.55,246.32,174.75,219.94,224.61
4,Cash Growth,26.03%,56.55%,49.81%,-33.26%,-41.24%,-50.47%,12.00%,-22.20%,-,-
5,Accounts Receivable,599.48,588.62,522.07,386.32,366.23,359.41,290.85,256.05,256.09,285
6,Other Receivables,3.11,6.18,0.01,10.89,1.33,12.7,4.89,8.59,-,5.26
7,Receivables,602.59,594.8,522.07,397.21,367.56,372.11,295.74,264.64,256.09,290.27
8,Inventory,340.95,420.88,313.06,363.35,358.54,351.87,308.19,289.23,226.54,259.41
9,Prepaid Expenses,-,-,-,-,-,-,-,4.38,-,-
10,Other Current Assets,163.55,173.33,57.93,35.88,29.19,7.13,5.64,21.98,6.53,2.08
11,Total Current Assets,1380,1279,1110,854.19,900.02,817.65,855.9,754.98,709.09,776.37
12,"Property, Plant & Equipment",425.72,408.92,409.47,421.31,414.7,406.66,250.15,234.66,235.67,226.25
13,Other Intangible Assets,-,0.88,-,0.57,-,1.65,-,2.75,-,-
14,Long-Term Deferred Tax Assets,4.44,4.65,6.17,5.73,1.76,1.91,1.24,1.54,1.24,1.23
15,Other Long-Term Assets,20.89,1.41,1.06,0.66,2.68,0.47,56.28,4.71,2.32,7.35
16,Total Assets,1831,1695,1527,1282,1319,1228,1164,998.65,948.33,1011
17,Accounts Payable,450.37,417.72,201.8,95.52,104.69,93.66,57.01,72.86,60.73,42.88
18,Accrued Expenses,43.51,74.1,67.5,66.28,56.83,47,40.78,35.27,25.51,24.06
19,Short-Term Debt,106.92,38.36,124.97,75.95,131.83,166.35,174.19,64.08,101.1,237.49
20,Current Portion of Leases,1.18,1.53,2.45,3.54,3.55,3.28,2.89,0.81,0.85,0.84
21,Current Income Taxes Payable,1.23,2.95,2.48,0.66,2.08,0.6,0.01,0.09,0.91,2.86
22,Current Unearned Revenue,52.51,62.26,67.02,43.2,76.29,45.73,37.2,49.46,38.38,28.41
23,Other Current Liabilities,72.24,18.96,56.56,27.9,62.12,24.87,65.24,17.97,10.85,16.54
24,Total Current Liabilities,727.96,615.88,522.78,313.04,437.37,381.48,377.31,240.53,238.34,353.08
25,Long-Term Leases,2.54,3.07,3.26,3.91,5.41,6.64,3.18,-,0.38,0.78
26,Long-Term Unearned Revenue,9.78,10.54,11.24,11.48,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,13.12,14.86,14.2,14.14,10,7.87,2.29,2.69,-,-
28,Total Liabilities,753.41,644.34,551.49,342.57,452.78,395.99,382.78,243.22,238.71,353.86
29,Common Stock,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
30,Additional Paid-In Capital,201.8,249.11,248.61,288.42,325.52,325.52,325.52,362.15,362.15,362.15
31,Retained Earnings,754.81,673.27,591.81,519.53,412.99,379.84,326.68,270.51,222.88,170.98
32,Comprehensive Income & Other,117.01,123.85,128.84,126.32,122.75,120.97,121.67,122.47,124.29,123.91
33,Total Common Equity,1074,1047,969.56,934.58,861.56,826.63,774.18,755.43,709.61,657.34
34,Minority Interest,4.08,4.43,5.54,5.31,4.82,5.72,6.61,-,-,-
35,Shareholders' Equity,1078,1051,975.1,939.88,866.39,832.35,780.79,755.43,709.61,657.34
36,Total Liabilities & Equity,1831,1695,1527,1282,1319,1228,1164,998.65,948.33,1011
37,Total Debt,110.64,42.96,130.69,83.4,140.78,176.28,180.25,64.89,102.32,239.11
38,Net Cash (Debt),162.63,47.47,86.14,-25.64,3.96,-89.73,66.07,109.86,117.61,-14.51
39,Net Cash Growth,88.80%,-,2076.85%,-,-94.01%,-,-43.82%,-,-,-
40,Net Cash Per Share,0.37,0.11,0.20,-0.06,0.01,-0.21,0.15,0.25,0.27,-0.04
41,Filing Date Shares Outstanding,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8
42,Total Common Shares Outstanding,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8
43,Working Capital,652.4,663.56,587.11,541.15,462.65,436.17,478.58,514.45,470.76,423.29
44,Book Value Per Share,2.48,2.41,2.24,2.15,1.99,1.91,1.78,1.74,1.64,1.52
45,Tangible Book Value,1074,1046,969.56,934.01,861.56,824.98,774.18,752.67,709.61,657.34
46,Tangible Book Value Per Share,2.48,2.41,2.24,2.15,1.99,1.90,1.78,1.74,1.64,1.52
47,Buildings,-,169.87,-,163.18,-,122.19,-,122.14,-,112.43
48,Machinery,-,292.21,-,281.67,-,192.79,-,177.19,-,146.93
49,Construction In Progress,-,10.2,-,2.6,-,82.79,-,0.01,-,9.14
