,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,161.88,902.62,112.86,1142,1163,1300,312.88,1017,286.85,630.17,Upgrade
1,Revenue Growth (YoY),43.44%,-20.98%,-90.30%,-12.13%,271.86%,27.83%,9.08%,61.38%,-8.67%,7.95%,Upgrade
2,Cost of Revenue,149.84,901.62,111.43,859.83,678,975.76,289.33,924.51,251.42,591.74,Upgrade
3,Gross Profit,12.05,1,1.43,282.48,485.49,324.22,23.55,92.44,35.43,38.44,Upgrade
4,"Selling, General & Admin",15.2,329.95,14.94,219.24,213.08,239.13,151.41,185.28,102.57,509.56,Upgrade
5,Other Operating Expenses,-0.01,-0.44,-,0.26,1.07,0.9,0.66,0.85,-4.31,-33.65,Upgrade
6,Operating Expenses,15.19,828.29,14.94,138.91,-511.83,-337.68,-229.62,-234.82,689.47,753.17,Upgrade
7,Operating Income,-3.15,-827.29,-13.51,143.58,997.32,661.9,253.18,327.26,-654.05,-714.73,Upgrade
8,Interest Expense,-118.32,-191.18,-120.14,-669.51,-224.48,-78.95,-147.59,-183.51,-175.26,-232.17,Upgrade
9,Interest & Investment Income,0,0.19,0.02,0.18,0.1,0.16,0.04,0.86,0.03,0.03,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,0.82,-,-,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-,4.96,-,-36.04,0.09,12.64,Upgrade
12,EBT Excluding Unusual Items,-121.46,-1018,-133.62,-524.93,772.94,588.07,105.62,108.57,-829.18,-934.23,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,0.01,4.21,0.51,0.48,-27.88,30.82,1.12,Upgrade
14,Asset Writedown,-,-662.02,-,10.71,311.36,165.1,133.94,58.45,-179.41,-128.66,Upgrade
15,Other Unusual Items,3.74,2.62,-,1.42,-,5.25,-,-14.28,-,33.98,Upgrade
16,Pretax Income,-117.72,-1678,-133.62,-512.79,1089,758.93,240.04,124.86,-977.77,-1028,Upgrade
17,Income Tax Expense,2.84,-242.37,0.04,3.83,224.19,171.62,75.84,-18.08,-174.38,-105.41,Upgrade
18,Earnings From Continuing Operations,-120.56,-1435,-133.67,-516.62,864.32,587.3,164.2,142.94,-803.39,-922.38,Upgrade
19,Earnings From Discontinued Operations,1831,-,-1770,-,-,-,-,-,-,-,Upgrade
20,Net Income to Company,1710,-1435,-1904,-516.62,864.32,587.3,164.2,142.94,-803.39,-922.38,Upgrade
21,Minority Interest in Earnings,16.27,632.49,903.55,-17.2,-560.03,-355.68,-130.16,-42.9,390.99,396.72,Upgrade
22,Net Income,1726,-802.82,-1000,-533.82,304.29,231.62,34.05,100.04,-412.4,-525.66,Upgrade
23,Net Income to Common,1726,-802.82,-1000,-533.82,304.29,231.62,34.05,100.04,-412.4,-525.66,Upgrade
24,Net Income Growth,-,-,-,-,793.70%,131.54%,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),526,526,526,526,526,526,526,527,462,439,Upgrade
26,Shares Outstanding (Diluted),526,526,526,526,2322,2322,2322,527,462,439,Upgrade
27,Shares Change (YoY),-,-,-77.33%,-77.33%,-,340.88%,402.27%,20.03%,6.17%,20.01%,Upgrade
28,EPS (Basic),3.28,-1.53,-1.90,-1.01,0.58,0.44,0.06,0.19,-0.89,-1.20,Upgrade
29,EPS (Diluted),3.28,-1.53,-3.62,-1.06,0.14,0.11,0.03,0.19,-0.89,-1.20,Upgrade
30,EPS Growth,-,-,-,-,400.29%,-44.53%,-,-,-,-,Upgrade
31,Free Cash Flow,-24.49,17.66,-16.26,232.88,-131.36,140.61,-38.91,14.82,-18.33,73.51,Upgrade
32,Free Cash Flow Per Share,-0.05,0.03,-0.03,0.44,-0.06,0.06,-0.02,0.03,-0.04,0.17,Upgrade
33,Operating Margin,-1.94%,-91.65%,-11.97%,12.57%,85.72%,50.92%,80.92%,32.18%,-228.01%,-113.42%,Upgrade
34,Profit Margin,1066.42%,-88.94%,-886.45%,-46.73%,26.15%,17.82%,10.88%,9.84%,-143.77%,-83.41%,Upgrade
35,Free Cash Flow Margin,-15.13%,1.96%,-14.41%,20.39%,-11.29%,10.82%,-12.44%,1.46%,-6.39%,11.66%,Upgrade
36,EBITDA,-2.5,-72.11,5.97,1525,-,1034,625.33,236.23,181.3,-136.93,Upgrade
37,D&A For EBITDA,0.65,755.19,19.48,-,-,372.16,372.16,-91.04,835.35,577.8,Upgrade
38,EBIT,-3.15,-827.29,-13.51,143.58,997.32,661.9,253.18,327.26,-654.05,-714.73,Upgrade
