,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1.46,101.43,111.42,161.68,38.06,146.14,17.3,48.1,23.26,45.79,Upgrade
1,Cash & Short-Term Investments,1.46,101.43,111.42,161.68,38.06,146.14,17.3,48.1,23.26,45.79,Upgrade
2,Cash Growth,-98.69%,-37.26%,192.71%,10.63%,120.02%,203.85%,-25.63%,5.04%,80.81%,134.35%,Upgrade
3,Accounts Receivable,84.15,355.64,320.59,260.45,340,77.02,27.32,117.86,29.5,55.9,Upgrade
4,Other Receivables,5.73,5.87,5.77,6,5.9,6.17,6.09,6.22,5.73,5.98,Upgrade
5,Receivables,89.88,361.51,326.36,266.45,345.89,83.19,33.41,124.07,35.23,61.89,Upgrade
6,Inventory,-,35.45,183.39,123.27,132.27,152.22,27.54,6.28,122.42,16.46,Upgrade
7,Prepaid Expenses,77.73,167.14,132.2,154.13,129.35,168.88,141.5,96.64,55.42,43.8,Upgrade
8,Restricted Cash,-,16.67,-,2.59,-,-,-,-,-,-,Upgrade
9,Other Current Assets,-,20.87,-,-,-,-,-,-,28.08,28.72,Upgrade
10,Total Current Assets,169.06,703.07,753.36,708.11,645.57,550.43,219.75,275.09,264.41,196.65,Upgrade
11,"Property, Plant & Equipment",5.45,4458,5810,8183,8556,8048,7217,6776,5891,6972,Upgrade
12,Other Intangible Assets,-,8.37,9.3,10.81,12.4,14.2,15.02,15.97,16.57,18.3,Upgrade
13,Long-Term Deferred Tax Assets,-,-,0.05,-,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,-,53.31,48.03,67.7,4.74,13.68,15.65,11.11,54.69,58.86,Upgrade
15,Total Assets,174.51,5223,6621,8969,9218,8627,7467,7078,6227,7246,Upgrade
16,Accounts Payable,41.19,39.42,23.48,21.67,1.8,38.82,1.8,1.8,1.8,1.8,Upgrade
17,Accrued Expenses,1121,1158,1146,1010,434.5,387.6,141.42,267.31,193.54,220.5,Upgrade
18,Short-Term Debt,807.65,4591,4520,4678,4440,4632,4546,4498,14.73,177.26,Upgrade
