,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,48,40,34,52,102,94,65,68,63,116,237,Upgrade
1,Market Cap Growth,-23.23%,-23.23%,-67.01%,-44.69%,56.45%,37.69%,3.33%,-40.91%,-73.34%,-63.34%,-22.86%,Upgrade
2,Enterprise Value,1117,5218,5635,6702,7112,6648,6297,6085,5798,7742,7721,Upgrade
3,Last Close Price,0.09,0.08,0.06,0.10,0.19,0.18,0.12,0.13,0.12,0.22,0.54,Upgrade
4,PE Ratio,0.05,0.04,-,-,-,0.18,0.25,0.51,-0.20,-,-,Upgrade
5,PS Ratio,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.13,0.25,Upgrade
6,PB Ratio,-0.02,-0.02,-0.01,-0.02,-0.22,0.53,-0.10,-0.05,-0.04,-0.07,-0.26,Upgrade
7,P/FCF Ratio,47.04,-,24.09,-,1.01,-,0.64,-,-18.01,-,3.01,Upgrade
8,P/OCF Ratio,0.65,-,0.37,0.12,0.28,-,0.23,0.27,0.25,0.72,0.94,Upgrade
9,EV/Sales Ratio,0.74,4.90,5.55,5.34,3.08,2.70,3.90,4.58,4.45,8.44,8.18,Upgrade
10,EV/EBITDA Ratio,16.85,-,-,4.38,4.66,-,3.79,7.06,13.89,174.47,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,6.23,4.01,6.88,10.48,-17.74,-,-,Upgrade
12,EV/FCF Ratio,1097.58,-,4030.58,-,70.06,-,61.91,-,-1653.33,-,98.00,Upgrade
13,Debt / Equity Ratio,-0.46,-0.46,-1.24,-1.90,-10.07,27.25,-7.53,-3.88,-3.42,-2.75,-5.18,Upgrade
14,Debt / FCF Ratio,1051.97,-,3297.04,-,46.19,-,49.30,-,-1388.02,-,59.31,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,98.12%,92.29%,83.07%,72.15%,-60.25%,-,-,Upgrade
16,Earnings Yield,1928.42%,2309.03%,-5354.02%,-2944.86%,-224.82%,568.91%,407.12%,195.99%,-494.63%,-810.22%,-293.68%,Upgrade
17,FCF Yield,2.13%,-17.07%,4.15%,415.77%,99.43%,9.82%,155.85%,-35.21%,-5.55%,47.66%,33.26%,Upgrade
18,Buyback Yield / Dilution,-,-,77.33%,77.33%,-,-340.88%,-402.27%,-20.03%,-6.17%,-20.01%,Upgrade,
19,Total Shareholder Return,-,-,77.33%,77.33%,-,-340.88%,-402.27%,-20.03%,-6.17%,-20.01%,Upgrade,
