,no,s,n,marketCap,price,change,revenue,url
0,1,sha/601398,Industrial and Commercial Bank of China Limited,2263501063342.699,6.81,1.34,651156000000.0,quote/sha/601398
1,2,sha/600519,"Kweichow Moutai Co., Ltd.",1931743290906.0,1601.0,3.79,165201382180.0,quote/sha/600519
2,3,sha/601288,Agricultural Bank of China Limited,1762056639623.9944,5.12,1.39,565302000000.0,quote/sha/601288
3,4,sha/600941,China Mobile Limited,1682657708528.6753,106.88,1.15,1025207000000.0,quote/sha/600941
4,5,sha/601939,China Construction Bank Corporation,1579306002467.922,8.52,0.83,618930000000.0,quote/sha/601939
5,6,sha/601988,Bank of China Limited,1475697818317.642,5.38,0.94,531784000000.0,quote/sha/601988
6,7,sha/601857,PetroChina Company Limited,1382461394865.2844,7.83,2.09,2985156000000.0,quote/sha/601857
7,8,sha/600036,"China Merchants Bank Co., Ltd.",1111918670882.0,45.2,3.81,337537000000.0,quote/sha/600036
8,9,sha/601628,China Life Insurance Company Limited,886093162194.0642,38.53,2.91,812905000000.0,quote/sha/601628
9,10,sha/601318,"Ping An Insurance (Group) Company of China, Ltd.",868309209229.0,52.88,3.38,940898000000.0,quote/sha/601318
10,11,sha/600938,CNOOC Limited,826456732432.6082,25.66,1.46,435816000000.0,quote/sha/600938
11,12,sha/601088,China Shenhua Energy Company Limited,713752858962.3884,37.28,3.76,344506000000.0,quote/sha/601088
12,13,sha/601728,China Telecom Corporation Limited,683513302025.7587,7.91,-0.25,518708133351.0,quote/sha/601728
13,14,sha/600900,"China Yangtze Power Co., Ltd.",666758932761.0,27.49,1.36,84198000000.0,quote/sha/600900
14,15,sha/600028,China Petroleum & Chemical Corporation,651288914248.7467,5.76,1.77,3107463000000.0,quote/sha/600028
15,16,sha/601658,"Postal Savings Bank of China Co., Ltd.",512329816661.6584,5.4,3.05,319155000000.0,quote/sha/601658
16,17,sha/601328,"Bank of Communications Co., Ltd.",500249101830.062,7.22,1.55,201448000000.0,quote/sha/601328
17,18,sha/688981,Semiconductor Manufacturing International Corporation,463266283511.52423,94.11,-1.87,52615336616.0,quote/sha/688981
18,19,sha/601166,"Industrial Bank Co., Ltd.",443531478063.0,21.8,2.73,145717000000.0,quote/sha/601166
19,20,sha/601899,Zijin Mining Group Company Limited,439322730264.0539,17.56,5.21,298791961648.0,quote/sha/601899
20,21,sha/601138,"Foxconn Industrial Internet Co., Ltd.",410476224862.0,21.05,0.67,609135428000.0,quote/sha/601138
21,22,sha/600030,CITIC Securities Company Limited,383873549514.0,27.81,1.87,63789000000.0,quote/sha/600030
22,23,sha/601998,China CITIC Bank Corporation Limited,371105331538.7077,7.31,3.69,213646000000.0,quote/sha/601998
23,24,sha/688041,"Hygon Information Technology Co., Ltd.",360757464621.0,158.37,1.85,9162148135.0,quote/sha/688041
24,25,sha/688256,Cambricon Technologies Corporation Limited,309569590093.0,772.35,-0.21,1174464377.0,quote/sha/688256
25,26,sha/600000,"Shanghai Pudong Development Bank Co., Ltd.",299979262246.0,10.47,3.46,170748000000.0,quote/sha/600000
26,27,sha/600276,"Jiangsu Hengrui Medicine Co., Ltd.",286325948965.0,46.52,3.38,25995456411.0,quote/sha/600276
27,28,sha/601816,"Beijing-Shanghai High-Speed Railway Co., Ltd.",274996313822.0,5.67,0.89,42156371203.0,quote/sha/601816
28,29,sha/601601,"China Pacific Insurance (Group) Co., Ltd.",271164020350.0,31.95,4.34,296250000000.0,quote/sha/601601
29,30,sha/601319,The People's Insurance Company (Group) of China Limited,270523203291.46484,6.88,3.77,565305000000.0,quote/sha/601319
30,31,sha/600809,"Shanxi Xinghuacun Fen Wine Factory Co.,Ltd.",263390275529.99997,222.75,4.04,36541617680.0,quote/sha/600809
31,32,sha/600690,"Haier Smart Home Co., Ltd.",231720321054.0,27.01,2.04,265739661513.00003,quote/sha/600690
32,33,sha/603288,Foshan Haitian Flavouring and Food Company Ltd.,222829195824.0,41.51,3.26,26308454819.0,quote/sha/603288
33,34,sha/601668,China State Construction Engineering Corporation Limited,220237681067.0,5.44,1.68,2220828411000.0,quote/sha/601668
34,35,sha/600309,"Wanhua Chemical Group Co., Ltd.",213659757899.0,69.5,2.46,190410945086.0,quote/sha/600309
35,36,sha/601818,China Everbright Bank Company Limited,213546324656.0,3.87,2.38,94466000000.0,quote/sha/601818
36,37,sha/601919,"COSCO SHIPPING Holdings Co., Ltd.",211015000359.47433,14.21,0.78,215213455571.0,quote/sha/601919
37,38,sha/601766,CRRC Corporation Limited,198537608235.0,7.44,1.5,243808879000.0,quote/sha/601766
38,39,sha/601225,Shaanxi Coal Industry Company Limited,195451200000.0,20.09,5.63,168867219921.0,quote/sha/601225
39,40,sha/600050,China United Network Communications Limited,194937563443.0,6.2,-0.48,381027142779.0,quote/sha/600050
40,41,sha/601633,Great Wall Motor Company Limited,194810710305.19037,26.55,-0.75,195962816385.0,quote/sha/601633
41,42,sha/688235,"BeiGene, Ltd.",193736502247.85,215.08,-0.56,27811330083.0,quote/sha/688235
42,43,sha/601127,"Seres Group Co.,Ltd",190260850370.0,127.88,-0.71,125788345505.0,quote/sha/601127
43,44,sha/600406,"NARI Technology Co., Ltd.",179458059715.0,22.7,1.34,55283336641.0,quote/sha/600406
44,45,sha/601985,"China National Nuclear Power Co., Ltd.",179391206237.0,9.57,1.48,75853713718.0,quote/sha/601985
45,46,sha/600104,SAIC Motor Corporation Limited,175029302713.0,15.48,-1.09,651845413322.0,quote/sha/600104
46,47,sha/603259,"WuXi AppTec Co., Ltd.",174925345587.0,63.24,2.68,38501482997.0,quote/sha/603259
47,48,sha/600016,"China Minsheng Banking Corp., Ltd.",174844600020.0,4.16,1.46,89981000000.0,quote/sha/600016
48,49,sha/600887,"Inner Mongolia Yili Industrial Group Co., Ltd.",173743093711.0,29.16,6.42,117814371215.0,quote/sha/600887
49,50,sha/600919,"Bank of Jiangsu Co., Ltd.",171401370484.0,9.33,1.19,80815000000.0,quote/sha/600919
50,51,sha/601066,"CSC Financial Co., Ltd.",169297843305.01743,24.72,1.1,21231775248.0,quote/sha/601066
51,52,sha/600031,"Sany Heavy Industry Co.,Ltd",168462809853.0,20.36,0.99,76218414000.0,quote/sha/600031
52,53,sha/603501,"Will Semiconductor Co., Ltd.",164484171533.0,139.21,-1.19,24847616325.0,quote/sha/603501
53,54,sha/600019,"Baoshan Iron & Steel Co., Ltd.",162745135658.0,7.44,-0.53,332339579085.0,quote/sha/600019
54,55,sha/688111,"Beijing Kingsoft Office Software, Inc.",161791469921.0,349.21,-2.32,5120838798.0,quote/sha/688111
55,56,sha/603993,CMOC Group Limited,160516421693.76135,7.92,1.54,209341333770.0,quote/sha/603993
56,57,sha/600025,Huaneng Lancang River Hydropower Inc.,156240000000.0,8.74,1.51,24740687866.0,quote/sha/600025
57,58,sha/601881,"China Galaxy Securities Co., Ltd.",155857048642.05573,18.67,7.92,35370490000.0,quote/sha/601881
58,59,sha/601211,"Guotai Junan Securities Co., Ltd.",150396315161.0,18.14,0.5,43406240000.0,quote/sha/601211
59,60,sha/600999,"China Merchants Securities Co., Ltd.",149577871911.0,18.15,0.78,20872363000.0,quote/sha/600999
60,61,sha/600660,"Fuyao Glass Industry Group Co., Ltd.",149300421090.0,60.41,2.41,37648647569.0,quote/sha/600660
61,62,sha/601688,"Huatai Securities Co., Ltd.",148980232592.0,17.94,1.82,41703108890.0,quote/sha/601688
62,63,sha/600150,China CSSC Holdings Limited,140881505877.0,31.51,1.94,81353639747.0,quote/sha/600150
63,64,sha/601995,China International Capital Corporation Limited,134705139424.79697,36.95,1.46,21293910074.0,quote/sha/601995
64,65,sha/601390,China Railway Group Limited,133818211840.0,5.87,1.56,1199237527000.0,quote/sha/601390
65,66,sha/601229,"Bank of Shanghai Co., Ltd.",132974654333.00002,9.5,1.5,39618332000.0,quote/sha/601229
66,67,sha/601800,China Communications Construction Company Limited,131892017304.80354,9.46,1.18,746287159092.0,quote/sha/601800
67,68,sha/601006,"Daqin Railway Co., Ltd.",130755183377.0,6.5,0.31,75437284193.0,quote/sha/601006
68,69,sha/601336,New China Life Insurance Company Ltd.,128561450761.0,51.35,4.5,61825000000.0,quote/sha/601336
69,70,sha/600989,"Ningxia Baofeng Energy Group Co., Ltd.",128260466400.0,17.51,3.0,32982889902.000004,quote/sha/600989
70,71,sha/601898,China Coal Energy Company Limited,128190604574.80092,10.37,2.98,177172499000.0,quote/sha/601898
71,72,sha/601012,"LONGi Green Energy Technology Co., Ltd.",127047800584.0,17.42,2.29,93990227697.0,quote/sha/601012
72,73,sha/600018,"Shanghai International Port (Group) Co., Ltd.",126650627025.0,5.47,0.55,37920000000.0,quote/sha/600018
73,74,sha/601888,China Tourism Group Duty Free Corporation Limited,126100533809.0,63.85,3.45,56492158900.0,quote/sha/601888
74,75,sha/688012,Advanced Micro-Fabrication Equipment Inc. China,124279814242.0,201.77,0.45,9065165100.0,quote/sha/688012
75,76,sha/600760,AVIC Shenyang Aircraft Company Limited,124226934046.0,44.83,-1.36,36913904947.0,quote/sha/600760
76,77,sha/601169,"Bank of Beijing Co., Ltd.",123686457991.0,5.92,1.54,49253000000.0,quote/sha/601169
77,78,sha/600585,Anhui Conch Cement Company Limited,123249529565.1339,24.14,1.05,109993112174.0,quote/sha/600585
78,79,sha/600436,"Zhangzhou Pientzehuang Pharmaceutical., Ltd",122413061909.0,206.36,1.89,10908942671.0,quote/sha/600436
79,80,sha/601600,Aluminum Corporation of China Limited,122277874758.10834,7.82,1.03,210444287000.0,quote/sha/601600
80,81,sha/600905,"China Three Gorges Renewables (Group) Co.,Ltd.",121061496799.0,4.23,0.95,28955991694.0,quote/sha/600905
81,82,sha/600015,"Hua Xia Bank Co., Limited",114905783539.0,7.65,6.55,70095000000.0,quote/sha/600015
82,83,sha/605499,"Eastroc Beverage(Group) Co., Ltd.",114590064680.0,232.65,4.52,15838851827.0,quote/sha/605499
83,84,sha/601100,"Jiangsu Hengli Hydraulic Co.,Ltd",113674803702.0,84.48,-4.84,9576028272.0,quote/sha/601100
84,85,sha/601111,Air China Limited,113429753901.18474,7.29,1.11,163773308000.0,quote/sha/601111
85,86,sha/600188,Yankuang Energy Group Company Limited,112720678903.9656,13.6,2.18,120827932000.0,quote/sha/600188
86,87,sha/600346,"Hengli Petrochemical Co.,Ltd.",112062468593.0,15.79,-0.5,239513157424.0,quote/sha/600346
87,88,sha/601009,"Bank of Nanjing Co., Ltd.",111893289243.0,10.19,1.49,37496868000.0,quote/sha/601009
88,89,sha/688036,"Shenzhen Transsion Holdings Co., Ltd.",111583303764.0,98.67,0.38,68743291000.0,quote/sha/688036
89,90,sha/601727,"Shanghai Electric Group Co., Ltd.",109607424666.93098,8.11,-1.22,113020899000.0,quote/sha/601727
90,91,sha/688271,"Shanghai United Imaging Healthcare Co., Ltd.",106447447510.0,129.98,-0.12,10300104400.0,quote/sha/688271
91,92,sha/601186,China Railway Construction Corporation Limited,104941113543.0,8.3,0.73,1089655411000.0,quote/sha/601186
92,93,sha/600886,"SDIC Power Holdings Co., Ltd",104209433562.0,14.07,1.01,58558357981.0,quote/sha/600886
93,94,sha/600893,"AECC Aviation Power Co.,Ltd",103078529183.0,38.36,0.05,43382712924.0,quote/sha/600893
94,95,sha/603019,"Dawning Information Industry Co., Ltd.",102482793031.0,70.48,-1.87,13166296413.0,quote/sha/603019
95,96,sha/600547,"Shandong Gold Mining Co., Ltd.",100930665595.0,25.21,3.02,84957810474.0,quote/sha/600547
96,97,sha/600048,"Poly Developments and Holdings Group Co., Ltd.",100856000640.0,8.59,0.59,337108911419.0,quote/sha/600048
97,98,sha/601989,China Shipbuilding Industry Company Limited,97820731540.0,4.28,0.71,51649959388.0,quote/sha/601989
98,99,sha/601689,"Ningbo Tuopu Group Co.,Ltd.",97755767477.0,58.66,-1.54,24900845096.0,quote/sha/601689
99,100,sha/603195,"Goneo Group Co., Ltd.",96563033850.0,74.75,-1.01,16690972044.999998,quote/sha/603195
100,101,sha/600011,"Huaneng Power International, Inc.",94632797453.96848,6.79,1.04,247470695617.0,quote/sha/600011
101,102,sha/600029,China Southern Airlines Company Limited,94570404168.60368,5.86,-0.17,175099000000.0,quote/sha/600029
102,103,sha/600438,"Tongwei Co.,Ltd",92502394601.0,21.79,1.59,95956004648.0,quote/sha/600438
103,104,sha/600926,"Bank of Hangzhou Co., Ltd.",88924054395.0,14.75,0.75,29026581000.0,quote/sha/600926
104,105,sha/601698,"China Satellite Communications Co., Ltd.",87318046466.0,20.65,-2.36,2511979671.0,quote/sha/601698
105,106,sha/600010,"Inner Mongolia Baotou Steel Union Co., Ltd.",86638716105.0,1.88,-1.05,66848230225.00001,quote/sha/600010
106,107,sha/688008,"Montage Technology Co., Ltd.",86168288579.0,75.9,-2.89,3638911100.0,quote/sha/688008
107,108,sha/603392,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",84510201303.0,67.47,0.75,2489999195.0,quote/sha/603392
108,109,sha/600111,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",84122582143.0,23.41,-0.21,30133553868.0,quote/sha/600111
109,110,sha/688506,"Sichuan Biokin Pharmaceutical Co.,Ltd.",83933310000.0,209.31,-0.57,5822717800.0,quote/sha/688506
110,111,sha/601669,"Power Construction Corporation of China, Ltd",83374611177.0,4.9,0.82,613500667080.0,quote/sha/601669
111,112,sha/601868,China Energy Engineering Corporation Limited,82889330786.09688,2.3,-0.43,415857606000.0,quote/sha/601868
112,113,sha/600600,Tsingtao Brewery Company Limited,82869763915.06671,73.13,1.57,31917763383.0,quote/sha/600600
113,114,sha/603986,Giga Device Semiconductor Inc.,82529276133.0,127.94,-0.42,7015932595.0,quote/sha/603986
114,115,sha/600845,"Shanghai Baosight Software Co.,Ltd.",81988832925.0,32.39,-3.17,13853917111.0,quote/sha/600845
115,116,sha/603296,"Huaqin Technology Co., Ltd.",80645453469.0,79.56,-4.6,96463523746.0,quote/sha/603296
116,117,sha/600009,"Shanghai International Airport Co., Ltd.",79681172507.0,32.32,0.59,12317075439.0,quote/sha/600009
117,118,sha/900926,"Shanghai Baosight Software Co.,Ltd.",79675161834.0,1.836,-1.24,13853917111.0,quote/sha/900926
118,119,sha/601360,360 Security Technology Inc.,78745026139.0,11.33,-1.65,7926450000.0,quote/sha/601360
119,120,sha/601825,"Shanghai Rural Commercial Bank Co., Ltd.",77830666671.0,8.08,-0.25,23687967000.0,quote/sha/601825
120,121,sha/600115,China Eastern Airlines Corporation Limited,77020440513.0,3.76,-0.79,130679000000.0,quote/sha/600115
121,122,sha/600958,Orient Securities Company Limited,76604584686.0,9.85,2.07,191900000000.0,quote/sha/600958
122,123,sha/600795,"GD Power Development Co.,Ltd",75087956335.0,4.23,0.71,177151371521.0,quote/sha/600795
123,124,sha/601916,"China Zheshang Bank Co., Ltd",74966237007.3557,2.89,1.05,38467000000.0,quote/sha/601916
124,125,sha/600023,"Zhejiang Zheneng Electric Power Co., Ltd.",74820728739.0,5.56,2.96,92764677314.0,quote/sha/600023
125,126,sha/600674,Sichuan Chuantou Energy Co.Ltd,74142769854.0,15.23,0.46,1548517953.0,quote/sha/600674
126,127,sha/601788,Everbright Securities Company Limited,73447914997.0,17.75,1.08,8522931800.0,quote/sha/601788
127,128,sha/600418,"Anhui Jianghuai Automobile Group Corp.,Ltd.",72116003299.0,33.48,-1.27,43309486602.0,quote/sha/600418
128,129,sha/601238,"Guangzhou Automobile Group Co., Ltd.",71992222827.8651,8.52,-0.93,106265026923.0,quote/sha/601238
129,130,sha/600183,"Shengyi Technology Co.,Ltd.",71423199582.0,30.03,2.14,20388330200.0,quote/sha/600183
130,131,sha/601018,Ningbo Zhoushan Port Company Limited,69841254352.0,3.61,0.28,28637234000.0,quote/sha/601018
131,132,sha/600160,"Zhejiang Juhua Co., Ltd.",69653448890.0,25.8,0.16,22548983992.0,quote/sha/600160
132,133,sha/601838,"Bank of Chengdu Co., Ltd.",69638473816.0,16.86,1.87,77460000000.0,quote/sha/601838
133,134,sha/600415,"Zhejiang China Commodities City Group Co., Ltd.",69093938668.0,12.82,0.47,14007123321.0,quote/sha/600415
134,135,sha/603369,"Jiangsu King's Luck Brewery Joint-Stock Co.,Ltd.",68424386031.0,56.15,2.69,11675224786.0,quote/sha/603369
135,136,sha/600039,"Sichuan Road & Bridge Group Co.,Ltd",68129902955.0,7.86,0.9,97365764502.0,quote/sha/600039
136,137,sha/688223,"Jinko Solar Co., Ltd.",67034851496.99999,6.7,-0.3,92621374100.0,quote/sha/688223
137,138,sha/601901,"Founder Securities Co., Ltd.",66762342313.0,8.19,0.99,6841648825.0,quote/sha/601901
138,139,sha/688347,Hua Hong Semiconductor Limited,66101263121.903786,52.45,-1.91,14627345306.0,quote/sha/688347
139,140,sha/600584,"JCET Group Co., Ltd.",65725197155.99999,37.06,-0.99,34209027387.000004,quote/sha/600584
140,141,sha/600377,Jiangsu Expressway Company Limited,65614583072.83529,14.45,0.21,17641340659.0,quote/sha/600377
141,142,sha/603799,"Zhejiang Huayou Cobalt Co., Ltd",65188747021.0,38.95,3.26,60701138270.0,quote/sha/603799
142,143,sha/600221,"Hainan Airlines Holding Co., Ltd.",64978539631.0,1.5,0.67,63631549000.0,quote/sha/600221
143,144,sha/603893,"Rockchip Electronics Co., Ltd.",64650311568.0,160.87,-1.05,2839592426.0,quote/sha/603893
144,145,sha/603260,"Hoshine Silicon Industry Co., Ltd.",64577997176.0,55.23,0.15,27068476069.0,quote/sha/603260
145,146,sha/601607,"Shanghai Pharmaceuticals Holding Co., Ltd",63346170601.0,19.17,1.11,272415508496.99997,quote/sha/601607
146,147,sha/600089,"TBEA Co., Ltd.",63255134048.0,12.61,1.86,96809239636.0,quote/sha/600089
147,148,sha/600362,Jiangxi Copper Company Limited,62821112308.88883,22.39,2.1,518702405330.0,quote/sha/600362
148,149,sha/688396,China Resources Microelectronics Limited,62337650888.0,47.31,-1.13,10118525800.0,quote/sha/688396
149,150,sha/600489,"Zhongjin Gold Corp.,Ltd",62239493322.0,13.21,3.69,61753636718.0,quote/sha/600489
150,151,sha/600703,"Sanan Optoelectronics Co.,Ltd",61645937715.0,12.71,-0.47,15751997515.0,quote/sha/600703
151,152,sha/601077,"Chongqing Rural Commercial Bank Co., Ltd.",61157400973.99339,5.72,2.88,21079895000.0,quote/sha/601077
152,153,sha/600588,"Yonyou Network Technology Co.,Ltd.",60412514191.0,17.07,-3.18,9826451750.0,quote/sha/600588
153,154,sha/601618,Metallurgical Corporation of China Ltd.,59964020732.69469,3.14,0.64,579162988000.0,quote/sha/601618
154,155,sha/601136,Capital Securities Corporation Limited,59641343516.0,21.82,-0.82,2415366000.0,quote/sha/601136
155,156,sha/600803,"ENN Natural Gas Co.,Ltd.",59545368355.0,19.31,0.16,146648050000.0,quote/sha/600803
156,157,sha/600196,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",59396362943.0,24.69,0.04,41611309533.0,quote/sha/600196
157,158,sha/600372,"AVIC Airborne Systems Co., Ltd.",58550649223.0,12.08,0.33,24842809832.0,quote/sha/600372
158,159,sha/601456,"Guolian Minsheng Securities Co., Ltd.",57370855565.96633,11.13,0.45,2714725864.0,quote/sha/601456
159,160,sha/600570,Hundsun Technologies Inc.,57297888519.0,30.81,-0.55,7101353169.0,quote/sha/600570
160,161,sha/600066,"Yutong Bus Co.,Ltd.",56831819854.0,25.62,-1.73,32166421406.0,quote/sha/600066
161,162,sha/605117,"Ningbo Deye Technology Group Co., Ltd.",56727562491.0,88.92,-0.84,9169865983.0,quote/sha/605117
162,163,sha/688187,"Zhuzhou CRRC Times Electric Co., Ltd.",55921616998.08476,46.28,1.4,24908937500.0,quote/sha/688187
163,164,sha/688009,China Railway Signal & Communication Corporation Limited,54517271152.92015,5.64,-1.05,32639740200.0,quote/sha/688009
164,165,sha/601877,"Zhejiang Chint Electrics Co., Ltd.",54433384162.0,25.14,-0.12,61040643651.0,quote/sha/601877
165,166,sha/601059,"Cinda Securities Co., Ltd.",54417540000.0,16.54,1.97,3060851059.0,quote/sha/601059
166,167,sha/600741,HUAYU Automotive Systems Company Limited,54321434244.0,17.5,1.04,166526176973.0,quote/sha/600741
167,168,sha/688047,Loongson Technology Corporation Limited,54111372114.0,135.10001,-1.6,506885500.0,quote/sha/688047
168,169,sha/600027,Huadian Power International Corporation Limited,53195093619.84534,5.39,0.19,111261795000.0,quote/sha/600027
169,170,sha/600839,"Sichuan Changhong Electric Co.,Ltd.",52671346573.0,11.29,0.09,104694275841.0,quote/sha/600839
170,171,sha/601878,"Zheshang Securities Co., Ltd.",52470124001.0,11.66,0.78,16930768329.999998,quote/sha/601878
171,172,sha/688126,"National Silicon Industry Group Co.,Ltd.",52361197165.0,19.11,-0.21,3387611700.0,quote/sha/688126
172,173,sha/601808,China Oilfield Services Limited,52255392537.48902,14.12,0.93,48262836973.0,quote/sha/601808
173,174,sha/600482,"China Shipbuilding Industry Group Power Co., Ltd.",51881127652.0,23.09,1.94,49267194004.0,quote/sha/600482
174,175,sha/601377,"Industrial Securities Co.,Ltd.",51556844145.0,6.06,1.0,10588641216.0,quote/sha/601377
175,176,sha/601872,"China Merchants Energy Shipping Co., Ltd.",51387418087.0,6.34,0.48,26154701676.0,quote/sha/601872
176,177,sha/601298,"Qingdao Port International Co., Ltd.",50052090515.26995,8.27,1.1,18492656282.0,quote/sha/601298
177,178,sha/601021,"Spring Airlines Co., Ltd.",49846890270.0,51.25,-0.18,19811888131.0,quote/sha/601021
178,179,sha/600085,"Beijing Tongrentang Co., Ltd",49743226403.0,36.71,1.44,17959220975.0,quote/sha/600085
179,180,sha/688072,Piotech Inc.,49566097872.0,178.0099945,-1.47,4103453900.000001,quote/sha/688072
180,181,sha/600126,"Hang Zhou Iron & Steel Co.,Ltd.",49070557376.0,13.08,-5.56,64617449829.0,quote/sha/600126
181,182,sha/601216,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",49024881036.0,5.84,-0.34,23370740075.0,quote/sha/601216
182,183,sha/600236,"Guangxi Guiguan Electric PowerCo.,Ltd.",48949566150.0,6.21,0.32,9347751485.0,quote/sha/600236
183,184,sha/600522,"Jiangsu Zhongtian Technology Co., Ltd.",48770863003.0,15.2,6.67,46630118637.0,quote/sha/600522
184,185,sha/603198,"Anhui Yingjia Distillery Co., Ltd.",47664000000.0,60.85,2.13,7389304951.0,quote/sha/603198
185,186,sha/601058,"Sailun Group Co., Ltd.",47584399038.0,15.03,-0.4,30594824872.0,quote/sha/601058
186,187,sha/600176,"China Jushi Co., Ltd.",47277044758.0,11.81,-0.92,15082479729.0,quote/sha/600176
187,188,sha/600350,Shandong Hi-speed Company Limited,47259269184.0,9.72,-0.1,28507642260.0,quote/sha/600350
188,189,sha/600426,"Shandong Hualu-Hengsheng Chemical Co., Ltd.",46540982356.0,21.91,-0.05,33093861305.0,quote/sha/600426
189,190,sha/600233,"YTO Express Group Co.,Ltd.",46480873215.0,13.81,0.07,66294880837.00001,quote/sha/600233
190,191,sha/600026,"COSCO SHIPPING Energy Transportation Co., Ltd.",46340793781.16623,11.24,-0.18,22699624762.0,quote/sha/600026
191,192,sha/600061,"SDIC Capital Co.,Ltd",45461202656.0,7.26,1.82,10995853576.0,quote/sha/600061
192,193,sha/600875,Dongfang Electric Corporation Limited,45381185023.88728,15.32,1.46,62671648339.0,quote/sha/600875
193,194,sha/688082,"ACM Research (Shanghai), Inc.",45234171634.0,104.22,-1.11,5617740375.0,quote/sha/688082
194,195,sha/600733,"BAIC BluePark New Energy Technology Co.,Ltd.",45145375669.0,8.29,2.35,14829162312.0,quote/sha/600733
195,196,sha/600642,Shenergy Company Limited,45144102103.0,9.32,4.6,29625001269.0,quote/sha/600642
196,197,sha/600219,"Shandong Nanshan Aluminium Co.,Ltd.",44900235514.0,3.88,0.26,31380207382.0,quote/sha/600219
197,198,sha/601117,"China National Chemical Engineering Co., Ltd",44840577925.0,7.38,0.14,181480577969.0,quote/sha/601117
198,199,sha/688169,"Beijing Roborock Technology Co., Ltd.",44496513491.0,243.52,2.39,11926895900.0,quote/sha/688169
199,200,sha/688303,"Xinjiang Daqo New Energy Co.,Ltd.",44192683285.0,20.95,-0.76,7410518400.0,quote/sha/688303
200,201,sha/600862,"Avic Aviation High-Technology Co., Ltd.",44188873232.0,25.94,-2.66,4978115888.0,quote/sha/600862
201,202,sha/600918,"Zhongtai Securities Co., Ltd.",44041714778.0,6.42,1.26,10767673391.0,quote/sha/600918
202,203,sha/688777,"Supcon Technology Co.,Ltd",43942935626.0,56.2,-2.09,9351326900.0,quote/sha/688777
203,204,sha/688249,Nexchip Semiconductor Corporation,43857692582.0,22.56,-2.13,9249252300.0,quote/sha/688249
204,205,sha/601991,"Datang International Power Generation Co., Ltd.",43805642023.47472,2.83,1.07,122770803000.0,quote/sha/601991
205,206,sha/600745,"Wingtech Technology Co.,Ltd",43754807638.0,35.49,-1.88,69961710344.0,quote/sha/600745
206,207,sha/688220,"ASR Microelectronics Co., Ltd.",42986269340.0,105.85,0.04,3385742818.0,quote/sha/688220
207,208,sha/689009,Ninebot Limited,42726040582.0,59.58,1.93,14171341400.0,quote/sha/689009
208,209,sha/600515,"Hainan Airport Infrastructure Co., Ltd",42616404815.0,3.75,-0.53,5317209067.0,quote/sha/600515
209,210,sha/688521,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",42430110954.0,85.8,-5.17,2322588100.0,quote/sha/688521
210,211,sha/688608,"Bestechnic (Shanghai) Co., Ltd.",42150706417.0,354.01,-4.16,3263139200.0,quote/sha/688608
211,212,sha/601865,"Flat Glass Group Co., Ltd.",42037807797.01819,19.83,-2.12,20242840898.0,quote/sha/601865
212,213,sha/600460,"Hangzhou Silan Microelectronics Co.,Ltd",42034454805.0,25.36,-2.27,10603582354.0,quote/sha/600460
213,214,sha/900948,"Inner Mongolia Yitai Coal Co.,Ltd.",42017739281.855995,1.98,1.33,52643787488.0,quote/sha/900948
214,215,sha/600332,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,41979722153.842514,26.76,-1.44,76390854782.0,quote/sha/600332
215,216,sha/601933,"Yonghui Superstores Co., Ltd.",41501422817.0,4.79,-0.42,71103055677.0,quote/sha/601933
216,217,sha/601168,"Western Mining Co.,Ltd.",41464200000.0,17.91,2.93,47239804142.0,quote/sha/601168
217,218,sha/600256,"Guanghui Energy Co., Ltd.",40666477019.0,6.28,1.62,38297569519.0,quote/sha/600256
218,219,sha/600096,"Yunnan Yuntianhua Co., Ltd.",40379244692.0,22.19,-0.36,62481772060.0,quote/sha/600096
219,220,sha/600398,"Hla Group Corp., Ltd.",40199187378.0,8.79,1.74,21217278658.0,quote/sha/600398
220,221,sha/601555,"Soochow Securities Co., Ltd.",40196805951.0,8.14,0.62,11536374700.0,quote/sha/601555
221,222,sha/600895,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",40173006927.0,26.17,-1.8,1961895093.0,quote/sha/600895
222,223,sha/688213,"Smartsens Technology (Shanghai) Co., Ltd.",39929817650.0,99.63,0.13,5969289400.0,quote/sha/688213
223,224,sha/601777,"Chongqing Qianli Technology Co., Ltd.",39197937616.0,8.81,-2.22,7252761866.0,quote/sha/601777
224,225,sha/688728,GalaxyCore Inc.,39184768393.0,15.25,-2.62,6389332600.0,quote/sha/688728
225,226,sha/600487,"Hengtong Optic-Electric Co., Ltd.",39124596425.0,16.87,4.91,54919637628.0,quote/sha/600487
226,227,sha/600161,"Beijing Tiantan Biological Products Co., Ltd.",39092633487.0,19.9,-0.4,5231801119.0,quote/sha/600161
227,228,sha/688472,"CSI Solar Co., Ltd.",38836928422.0,10.53,-1.59,46160811035.0,quote/sha/688472
228,229,sha/603833,Oppein Home Group Inc.,38725557096.0,66.6,1.29,20096254486.0,quote/sha/603833
