,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,282.04,250.57,261.4,214.99,358.84,441.28,309.63,216.91,226.27,310.96,Upgrade
1,Short-Term Investments,-,10.13,-,-,84.99,75,150.04,10,8.5,5.03,Upgrade
2,Cash & Short-Term Investments,282.04,260.69,261.4,214.99,443.83,516.28,459.67,226.91,234.77,315.99,Upgrade
3,Cash Growth,7.90%,21.26%,-41.10%,-58.36%,-3.45%,127.52%,95.79%,-28.19%,17.27%,0.73%,Upgrade
4,Accounts Receivable,106.3,105.49,92.09,110.57,112.43,131.56,118.07,63.16,43.9,38.85,Upgrade
5,Other Receivables,48.8,32.62,31.05,28.53,29,48.05,25.76,25.58,18.85,18.64,Upgrade
6,Receivables,155.1,138.11,123.14,139.1,141.43,179.61,143.82,88.74,62.75,57.49,Upgrade
7,Inventory,126.39,138.41,134.73,129.15,124.46,160.97,103.59,100.5,78.1,74.14,Upgrade
8,Prepaid Expenses,-,20.2,17.85,19.09,15.92,27.81,28.02,29.67,17.06,13.82,Upgrade
9,Other Current Assets,2.28,13.17,2.04,9.93,24.31,50.71,14.71,36.87,31.55,28.04,Upgrade
10,Total Current Assets,565.81,570.57,539.16,512.25,749.95,935.37,749.81,482.69,424.23,489.47,Upgrade
11,"Property, Plant & Equipment",1779,1808,1860,1968,1862,1914,1961,1780,1731,1789,Upgrade
12,Long-Term Investments,-,3.29,3.78,5.72,5.92,3.53,-,-,-,-,Upgrade
13,Goodwill,25.26,25.26,25.26,25.26,25.26,25.26,25.26,25.26,25.26,25.26,Upgrade
14,Other Long-Term Assets,44.25,3.22,4.39,4.38,5.53,6,9.05,12.45,9.02,17.04,Upgrade
15,Total Assets,2414,2410,2432,2516,2649,2884,2745,2300,2190,2321,Upgrade
16,Accounts Payable,100.31,99.5,104.67,91,80.79,93.43,70.51,65.98,56.33,45.63,Upgrade
17,Accrued Expenses,-,88.17,102.91,104.61,120.75,109.12,105.93,80.05,60.41,55.48,Upgrade
18,Current Portion of Long-Term Debt,76.54,51.19,46.26,90.55,97.81,60.66,66.8,88.97,88.98,165.56,Upgrade
19,Current Portion of Leases,29.89,25.54,39.25,55.33,59.9,50.68,31.16,35.21,26.74,33.33,Upgrade
20,Current Income Taxes Payable,-,-,-,0.31,0,1.46,1.28,1.19,0.81,0.46,Upgrade
21,Current Unearned Revenue,-,-,51.6,-,59.3,-,68.6,-,43.3,-,Upgrade
22,Other Current Liabilities,142.22,70.58,8.31,80.28,8.3,101.96,12.74,67.53,8.75,45.47,Upgrade
23,Total Current Liabilities,348.97,334.98,353,422.08,426.85,417.32,357.02,338.93,285.32,345.92,Upgrade
24,Long-Term Debt,185.78,241.69,254.14,252.62,280.8,386.8,524.05,682.67,783.03,865.27,Upgrade
25,Long-Term Leases,52.15,28.8,26.6,19.39,33.39,39.52,29.27,42.04,50.09,48.26,Upgrade
26,Other Long-Term Liabilities,0.5,0.07,0.79,0.11,0.29,4.14,3.87,7.2,6.58,16.95,Upgrade
27,Total Liabilities,587.39,605.53,634.53,694.2,741.33,847.78,914.21,1071,1125,1276,Upgrade
28,Common Stock,50.71,52.33,52.64,52.41,52.46,52.5,47.86,47.95,47.49,47.89,Upgrade
29,Additional Paid-In Capital,-,1199,1208,1208,1207,1205,1093,1093,1087,1087,Upgrade
30,Retained Earnings,662.99,616.5,597.08,616.74,705.63,839.53,744.55,146.3,-11.33,-25.48,Upgrade
31,Comprehensive Income & Other,1113,-63.29,-59.73,-55.5,-58.18,-60.79,-54.5,-58.22,-58.73,-65.2,Upgrade
32,Shareholders' Equity,1827,1805,1798,1822,1907,2037,1831,1229,1065,1044,Upgrade
33,Total Liabilities & Equity,2414,2410,2432,2516,2649,2884,2745,2300,2190,2321,Upgrade
34,Total Debt,344.36,347.21,366.25,417.89,471.9,537.66,651.28,848.88,948.84,1112,Upgrade
35,Net Cash (Debt),-62.32,-86.52,-104.85,-202.9,-28.07,-21.38,-191.61,-621.97,-714.07,-796.43,Upgrade
36,Net Cash Per Share,-0.01,-0.02,-0.02,-0.04,-0.01,-0.00,-0.04,-0.12,-0.15,-0.17,Upgrade
37,Filing Date Shares Outstanding,5160,5178,5208,5204,5191,5160,4733,4706,4710,4678,Upgrade
38,Total Common Shares Outstanding,5160,5178,5208,5204,5191,5160,4733,4706,4710,4678,Upgrade
39,Working Capital,216.84,235.6,186.16,90.18,323.1,518.05,392.79,143.76,138.91,143.56,Upgrade
40,Book Value Per Share,0.35,0.35,0.35,0.35,0.37,0.39,0.39,0.26,0.23,0.22,Upgrade
41,Tangible Book Value,1801,1780,1773,1796,1882,2011,1806,1204,1039,1019,Upgrade
42,Tangible Book Value Per Share,0.35,0.34,0.34,0.35,0.36,0.39,0.38,0.26,0.22,0.22,Upgrade
43,Machinery,-,-,2733,-,2668,-,2802,-,2619,-,Upgrade
44,Leasehold Improvements,-,-,5.75,-,5.6,-,5.62,-,5.53,-,Upgrade
