,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,8574,8320,12781,13374,12362,13609,15440,13460,15058,6829,5411,Upgrade
1,Market Cap Growth,-37.79%,-37.79%,3.39%,-1.72%,-19.94%,1.10%,2.54%,97.09%,178.29%,-9.60%,-18.79%,Upgrade
2,Enterprise Value,9058,8996,13600,14964,12580,13777,16934,18290,20594,13002,11315,Upgrade
3,Last Close Price,1.69,1.64,2.41,2.47,2.22,2.26,2.19,1.82,1.92,0.89,0.69,Upgrade
4,PE Ratio,8.80,8.13,20.04,15.65,4.90,2.49,1.71,2.04,11.13,-4.23,-,Upgrade
5,Forward PE,13.87,6.54,10.23,9.94,5.47,3.02,2.36,2.39,6.68,104.61,20.25,Upgrade
6,PS Ratio,0.44,0.41,0.67,0.75,0.58,0.53,0.55,0.58,1.00,0.60,0.47,Upgrade
7,PB Ratio,0.61,0.59,0.91,0.95,0.87,0.92,0.97,0.94,1.58,0.83,0.67,Upgrade
8,P/TBV Ratio,0.59,0.59,0.92,0.97,0.88,0.93,0.98,0.96,1.61,0.85,0.69,Upgrade
9,P/FCF Ratio,-,-,7.73,16.90,-,2.05,1.98,2.76,8.96,7.58,13.36,Upgrade
10,P/OCF Ratio,-,-,5.42,4.84,2.59,1.87,1.72,2.03,5.64,4.01,3.16,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.33,5.23,0.07,Upgrade
12,EV/Sales Ratio,0.45,0.45,0.72,0.83,0.59,0.54,0.61,0.79,1.37,1.14,0.97,Upgrade
13,EV/EBITDA Ratio,4.15,4.13,6.74,6.95,3.47,2.04,1.84,2.76,8.08,10.64,8.61,Upgrade
14,EV/EBIT Ratio,9.02,8.96,16.67,15.42,5.05,2.44,2.08,3.21,12.63,54.52,-,Upgrade
15,EV/FCF Ratio,-,-,8.22,18.90,-,2.08,2.17,3.75,12.25,14.43,27.93,Upgrade
16,Debt / Equity Ratio,0.19,0.19,0.19,0.20,0.23,0.25,0.26,0.36,0.69,0.89,1.07,Upgrade
17,Debt / FCF Ratio,-,-,1.64,3.61,-,0.55,0.54,1.04,3.92,8.17,21.28,Upgrade
18,Return on Capital Employed (ROCE),6.26%,6.26%,5.04%,5.97%,15.18%,32.58%,42.13%,30.60%,10.71%,1.62%,-,Upgrade
19,Earnings Yield,11.93%,12.29%,4.99%,6.39%,20.42%,40.21%,58.44%,48.94%,8.99%,-23.64%,-29.43%,Upgrade
20,FCF Yield,-,12.94%,5.92%,22.16%,48.74%,50.60%,36.26%,11.16%,13.19%,7.49%,Upgrade,
21,Dividend Yield,5.52%,5.68%,2.26%,3.16%,10.95%,23.10%,35.13%,30.83%,7.29%,-,-,Upgrade
22,Buyback Yield / Dilution,0.63%,1.16%,0.11%,0.31%,1.68%,0.38%,-2.19%,-15.83%,-15.65%,-0.61%,-0.51%,Upgrade
23,Total Shareholder Return,6.15%,6.84%,2.38%,3.47%,12.63%,23.49%,32.94%,15.00%,-8.36%,-0.61%,-0.51%,Upgrade
