,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2577,2300,2149,2546,2833,2825,3655,3689,4042,3947,5641,3814,2751,1611,1586,1693,1760,1862,2003,1757,1985,Upgrade
1,Market Cap Growth,-18.59%,-18.59%,-41.21%,-30.97%,-29.91%,-28.42%,-35.20%,-3.29%,46.93%,144.99%,255.74%,125.26%,56.33%,-13.48%,-20.84%,-3.64%,-11.35%,-7.51%,-24.42%,-51.49%,-23.84%,Upgrade
2,Enterprise Value,3957,3594,3567,4030,4317,3602,4407,4549,4902,4610,6340,4518,3451,2355,2163,2313,2380,2570,2712,2387,2615,Upgrade
3,Last Close Price,10.06,8.98,8.32,9.85,10.96,10.93,14.14,14.26,15.63,15.26,21.81,14.74,10.63,6.23,6.11,6.53,6.78,7.18,7.71,6.76,7.64,Upgrade
4,PE Ratio,13.04,11.68,11.00,12.96,16.40,26.91,51.98,67.71,85.85,-,191.77,76.82,-,40.74,41.54,87.40,-,37.14,20.26,39.20,53.04,Upgrade
5,Forward PE,-,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,Upgrade
6,PS Ratio,0.56,0.50,0.52,0.64,0.62,0.66,0.77,0.72,0.96,0.92,1.31,0.96,0.75,0.52,0.68,0.83,0.83,0.88,0.86,0.76,0.87,Upgrade
7,PB Ratio,1.58,1.36,1.25,1.51,1.75,1.85,2.68,2.74,3.09,3.05,4.35,2.95,2.18,1.26,1.25,1.36,1.43,1.51,1.63,1.43,1.65,Upgrade
8,P/TBV Ratio,2.00,2.00,1.91,2.32,2.73,3.06,2.63,2.69,3.03,2.99,4.28,2.90,2.14,1.24,1.23,1.33,1.40,1.48,1.60,1.41,1.62,Upgrade
9,P/FCF Ratio,-,-,15.99,-,-,12.49,-61.35,-44.13,-71.32,-,26.03,-88.52,25.39,11.73,-,8.18,13.49,-6.65,-,-28.17,-,Upgrade
10,P/OCF Ratio,18.97,-,6.54,-,14.11,9.80,-62.78,-44.65,-72.99,-,25.66,-97.05,24.52,11.45,-,7.98,12.85,-6.88,-,-35.47,-,Upgrade
11,EV/Sales Ratio,0.86,0.78,0.86,1.02,0.95,0.84,0.93,0.89,1.17,1.07,1.47,1.13,0.94,0.76,0.93,1.14,1.13,1.21,1.17,1.04,1.15,Upgrade
