,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,10095,9797,9735,11638,9673,11233,11544,9886,8707,7830
1,Revenue Growth (YoY),3.70%,-15.82%,0.65%,3.61%,-16.21%,13.62%,32.59%,26.26%,47.78%,30.34%
2,Cost of Revenue,3242,3493,3376,4224,3136,3682,3087,2582,2530,2196
3,Gross Profit,6852,6304,6359,7414,6537,7551,8457,7304,6176,5634
4,"Selling, General & Admin",4274,4254,4217,4282,3799,3998,3939,3695,2724,2918
5,Other Operating Expenses,39.23,57.44,42.76,41.19,44.79,40.12,26.95,3.97,149.85,44.71
6,Operating Expenses,4313,4311,4260,4323,3844,4038,3966,3699,2873,2963
7,Operating Income,2539,1993,2099,3091,2693,3513,4491,3605,3303,2671
8,Interest Expense,-26.24,-25.79,-27.35,-21.62,-12.02,-14.59,-14.56,-23.62,-26.54,-49.66
9,Interest & Investment Income,179.07,308.35,161.68,208.81,140.62,178.6,177.05,167.23,170.38,110.36
10,Earnings From Equity Investments,-6.74,2.25,-9.66,-9.44,-7.81,-11.85,-3.74,-5.22,-0.35,-
11,Currency Exchange Gain (Loss),17.35,-,0.18,-,-,-,-,-7.53,7.53,-
12,Other Non Operating Income (Expenses),506.8,530.9,558.91,409.72,515.88,873.24,626.31,475.49,567.72,467.54
13,EBT Excluding Unusual Items,3209,2809,2783,3679,3330,4538,5276,4212,4021,3199
14,Merger & Restructuring Charges,-,-,-,-0.08,-,-,-,-6.35,-,-
15,Gain (Loss) on Sale of Investments,139.96,-49.31,148.82,-8.67,102.27,32.72,86.1,16.26,17.41,27.15
16,Gain (Loss) on Sale of Assets,17,-0.35,-0.32,-29.98,-11.8,-7.17,-7.85,-12.06,-6.12,-8.23
17,Asset Writedown,-336.91,-343.82,-496.25,-211.65,-185.38,-160.72,-84.44,-7.98,-63.48,-
18,Other Unusual Items,-,-,-,-,-,-11.54,11.54,1730,-,-
19,Pretax Income,3029,2415,2435,3428,3235,4391,5281,5931,3969,3218
20,Income Tax Expense,1118,743.57,816.37,752.31,962.69,1242,1516,1248,1216,1034
21,Earnings From Continuing Operations,1911,1672,1619,2676,2272,3150,3765,4684,2753,2184
22,Minority Interest in Earnings,-36.44,22.43,77.23,10.11,-16.17,-18.68,-25.17,0.24,-,-
23,Net Income,1875,1694,1696,2686,2256,3131,3740,4684,2753,2184
24,Net Income to Common,1875,1694,1696,2686,2256,3131,3740,4684,2753,2184
25,Net Income Growth,10.56%,-36.93%,-24.82%,-14.21%,-39.68%,-33.15%,35.85%,114.48%,57.25%,89.76%
26,Shares Outstanding (Basic),9048,9052,9068,8983,8900,8915,8932,8933,8933,8275
27,Shares Outstanding (Diluted),9048,9087,9068,8983,9066,9090,9112,9117,9102,8311
28,Shares Change (YoY),-0.22%,1.16%,0.02%,-1.18%,-0.50%,-0.29%,0.11%,9.69%,13.21%,3.37%
29,EPS (Basic),0.21,0.19,0.19,0.30,0.25,0.35,0.42,0.52,0.31,0.26
30,EPS (Diluted),0.21,0.18,0.19,0.30,0.25,0.34,0.41,0.52,0.30,0.26
31,EPS Growth,10.81%,-39.01%,-25.19%,-13.17%,-39.02%,-34.61%,36.67%,100.43%,37.76%,81.19%
32,Free Cash Flow,767.82,2294,315.51,4035,-234.04,2856,1939,4608,2279,3586
33,Free Cash Flow Per Share,0.08,0.25,0.03,0.45,-0.03,0.31,0.21,0.51,0.25,0.43
34,Dividend Per Share,0.152,0.132,0.125,0.156,0.097,0.136,0.247,0.124,0.125,-
35,Dividend Growth,21.66%,-15.04%,29.30%,14.35%,-60.94%,9.83%,97.24%,-,-,-
36,Operating Margin,25.15%,20.34%,21.56%,26.56%,27.84%,31.27%,38.90%,36.47%,37.93%,34.11%
37,Profit Margin,18.57%,17.29%,17.42%,23.08%,23.32%,27.87%,32.40%,47.38%,31.62%,27.89%
38,Free Cash Flow Margin,7.61%,23.42%,3.24%,34.67%,-2.42%,25.43%,16.80%,46.61%,26.18%,45.80%
39,EBITDA,2847,2303,2370,3336,2915,3722,4692,3749,3377,2727
40,D&A For EBITDA,307.96,309.75,271,244.53,222.28,209.48,201,143.12,74.51,56.27
41,EBIT,2539,1993,2099,3091,2693,3513,4491,3605,3303,2671
