,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,62201,32733,38717,39538,60213,80217,93149,149453,162229,138645,81740
1,Market Cap Growth,-17.21%,-17.21%,-35.70%,-50.71%,-35.36%,-46.33%,-42.58%,7.80%,98.47%,-,-
2,Enterprise Value,44689,14973,22222,21316,43968,62315,76676,133360,147265,129942,78247
3,Last Close Price,6.86,3.47,3.96,3.93,5.76,7.41,8.59,13.47,14.49,12.28,7.15
4,PE Ratio,16.37,8.54,10.37,8.35,10.78,12.71,11.04,14.75,18.37,25.60,18.57
5,Forward PE,13.65,7.71,7.25,6.41,8.72,9.33,8.85,15.90,19.64,22.60,-
6,PS Ratio,2.90,1.53,1.80,1.71,2.50,3.28,3.33,5.80,7.35,7.64,5.33
7,PB Ratio,2.26,1.13,1.33,1.42,2.09,2.93,3.39,5.75,7.12,8.80,5.61
8,P/TBV Ratio,1.20,1.20,1.42,1.51,2.23,3.15,3.65,6.18,7.72,8.83,5.63
9,P/FCF Ratio,18.91,9.95,13.47,8.41,14.01,-,15.83,18.98,19.83,21.55,20.27
10,P/OCF Ratio,6.66,6.66,8.48,5.74,8.48,13.19,11.14,16.00,17.63,17.90,14.10
11,PEG Ratio,2.58,-,2.12,0.91,1.09,0.93,0.79,0.63,0.67,-,-
12,EV/Sales Ratio,2.09,0.70,1.03,0.92,1.82,2.54,2.74,5.17,6.67,7.16,5.10
13,EV/EBITDA Ratio,8.04,2.71,4.32,3.46,6.22,8.02,7.42,13.14,17.40,19.40,14.27
14,EV/EBIT Ratio,9.19,3.07,4.93,3.80,6.72,8.57,7.81,13.70,17.95,19.83,14.60
15,EV/FCF Ratio,13.58,4.55,7.73,4.53,10.23,-,13.03,16.94,18.01,20.19,19.40
16,Debt / Equity Ratio,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.07,0.10,0.38
17,Debt / FCF Ratio,0.44,0.44,0.63,0.35,0.39,-,0.23,0.17,0.21,0.24,1.39
18,Return on Capital Employed (ROCE),15.68%,15.68%,14.20%,18.39%,20.62%,24.27%,32.61%,33.98%,32.56%,36.66%,30.79%
19,Earnings Yield,6.17%,11.72%,9.65%,11.98%,9.28%,7.87%,9.05%,6.78%,5.44%,3.91%,5.38%
20,FCF Yield,5.29%,10.05%,7.43%,11.89%,7.14%,3.83%,6.32%,5.27%,5.04%,4.64%,4.93%
21,Dividend Yield,4.13%,8.80%,7.15%,7.72%,4.96%,3.68%,5.48%,3.31%,2.04%,1.12%,-
22,Buyback Yield / Dilution,-0.47%,0.22%,-1.16%,-0.02%,1.18%,0.50%,0.29%,-0.11%,-9.69%,-13.21%,-3.37%
23,Total Shareholder Return,3.66%,9.02%,5.99%,7.70%,6.14%,4.18%,5.77%,3.20%,-7.65%,-12.09%,-3.37%
