,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1815,2193,1863,2249,2010,-,1425,1345,1182,939.02,915.13,764.24,684.29,676.92,760.42,604.9,552.93,545.16,415.88,400.74,Upgrade
1,Trading Asset Securities,346.53,190.96,460.92,89.43,183.59,-,147.3,147.13,94.99,130.14,20.04,40.04,0.93,1.05,0.66,1.63,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,2161,2384,2324,2339,2194,-,1572,1493,1277,1069,935.17,804.28,685.22,677.97,761.07,606.53,552.93,545.16,415.88,400.74,Upgrade
3,Cash Growth,-1.49%,-,47.80%,56.70%,71.86%,-,68.13%,85.57%,86.30%,57.70%,22.87%,32.60%,23.93%,24.36%,83.00%,51.35%,21.86%,-29.91%,-44.26%,-38.56%,Upgrade
4,Accounts Receivable,861.23,886.86,858.81,729.11,618.86,-,649.4,646.6,603.8,632.14,612.8,580.52,458.9,370.54,340.59,400.32,409.7,390.18,305.67,299.87,Upgrade
5,Other Receivables,10.68,10.27,13.43,13.96,17.4,-,16.48,10.11,13.08,12.93,11.55,10.18,12.3,13.48,12.06,13.56,13.82,13.48,12.48,12.19,Upgrade
6,Receivables,871.9,897.13,872.23,743.07,636.26,-,665.88,656.71,616.88,645.07,624.35,590.7,471.2,384.02,352.65,413.88,423.53,403.67,318.16,312.06,Upgrade
7,Inventory,1155,1115,1161,1100,1252,-,998.58,962.72,938.6,786.89,656.71,472.53,380.57,373,318.29,332.38,302.92,298.01,346.53,315.68,Upgrade
8,Prepaid Expenses,-,0.55,-,-,-,-,-,0.38,-,0.41,-,0.41,-,0.44,-,0.46,-,0.47,-,0.5,Upgrade
9,Other Current Assets,64.61,64.15,61.36,49.41,72.25,-,111.51,78.06,170.64,154.72,142.67,47.31,59.47,54.39,48.33,29.51,29.53,37.71,44.76,38.54,Upgrade
10,Total Current Assets,4253,4461,4418,4231,4155,-,3348,3190,3003,2656,2359,1915,1596,1490,1480,1383,1309,1285,1125,1068,Upgrade
11,"Property, Plant & Equipment",986.46,946.52,881.53,919.96,880.91,-,849.67,847.73,796.63,729.9,722.9,719.88,691.49,697.77,700.54,716,713.44,712.9,718.31,727.25,Upgrade
12,Long-Term Investments,190.76,190.52,185.55,185.81,233.04,-,222.96,223.36,4.25,4.08,7.58,7.53,7.32,7.22,7.11,6.99,2.36,2.03,1.75,1.66,Upgrade
13,Goodwill,26.05,26.05,26.05,26.05,26.05,-,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,Upgrade
14,Other Intangible Assets,214.06,215.55,217.56,215.98,192.54,-,195.15,196.46,197.76,199.07,200.38,202.6,177.23,179.3,179.65,167.17,168.25,169.36,170.96,171.61,Upgrade
15,Long-Term Accounts Receivable,12.09,12.12,11.01,12.47,11.36,-,14,17.05,-,-,-,-,-,292.43,-,-,185.22,193.02,200.82,200.82,Upgrade
16,Long-Term Deferred Tax Assets,52.27,52.15,55.04,53.87,39.93,-,37.24,43.43,34.04,30.37,26.87,25.13,28.63,24.72,25,26.3,25.24,23.15,21.7,20.46,Upgrade
17,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,0,0.01,0.02,0.03,0.03,0.04,0.05,0.06,Upgrade
18,Other Long-Term Assets,52.75,63.76,35.29,49.57,20.55,-,22.98,26.64,203.34,202.42,203.62,208.11,341.88,43.12,334.86,227.77,39.87,37.79,34.85,38.05,Upgrade
19,Total Assets,5787,5968,5830,5695,5559,-,4716,4571,4265,3848,3546,3105,2869,2760,2754,2553,2469,2449,2300,2253,Upgrade
20,Accounts Payable,365.53,446.91,517.13,545.66,487.83,-,465.59,506.68,485.43,441.23,315.73,262.31,224.88,241.74,225.62,291.6,270.69,266.7,302.77,309.87,Upgrade
21,Accrued Expenses,2.09,18.66,1.81,45.39,1.79,-,1.95,57.39,1.27,9.14,0.82,22.84,2.15,50.72,1.37,40.89,1.21,44.64,1.9,35.28,Upgrade
22,Short-Term Debt,37.04,77.4,94.21,108.83,86.25,-,78.53,63.21,67.5,62.73,18.01,33.32,3.04,31.99,72.99,70.96,70.05,115.65,-,33.13,Upgrade
23,Current Portion of Long-Term Debt,1.35,0.51,-,-,-,-,-,-,15.52,15.02,23.32,22.73,17.72,17.72,18.22,18.24,13.22,13.21,-,-,Upgrade
24,Current Portion of Leases,-,0.83,0.93,0.61,0.58,-,0.47,0.5,-,0.57,-,0.59,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,122.39,57.39,140.81,109.78,93.99,-,139.3,87.75,67.26,35.07,65.7,32.04,82.28,22.64,100.22,29.67,67.27,26.06,80.1,37.76,Upgrade
26,Current Unearned Revenue,866.03,853.36,838.1,838.85,1083,-,983.35,936.91,930.3,785.48,653.5,393.1,261.27,206.6,176.45,158.96,162.41,120.48,111.93,106.69,Upgrade
27,Other Current Liabilities,84.24,369.53,65.63,64.25,50.43,-,43.13,56.22,97.11,64.23,102.36,50.27,65.28,84.83,86.54,84.22,68.76,102.17,87.51,67.31,Upgrade
28,Total Current Liabilities,1479,1825,1659,1713,1804,-,1712,1709,1664,1413,1179,817.2,656.62,656.24,681.41,694.54,653.62,688.9,584.22,590.04,Upgrade
