,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,193.32,85.06,121.11,3.63,0.25,-,0.04,-,3.09,5.53,Upgrade
1,Revenue Growth (YoY),59.62%,2245.16%,47959.13%,-,620.00%,-,-98.87%,-,102.09%,-,Upgrade
2,Cost of Revenue,135.38,66.71,70.23,0.72,-,-,-,-,1.18,137.52,Upgrade
3,Gross Profit,57.94,18.35,50.88,2.91,0.25,-,0.04,-,1.91,-131.99,Upgrade
4,"Selling, General & Admin",113.16,111.85,62.66,53.65,45.64,-,38.64,-,39.53,71.31,Upgrade
5,Other Operating Expenses,18.62,73.74,6.73,8.93,23.32,-,38.34,-,70.27,0.87,Upgrade
6,Operating Expenses,131.78,185.59,69.39,62.58,68.96,-,76.98,-,109.79,72.18,Upgrade
7,Operating Income,-73.84,-167.24,-18.51,-59.67,-68.71,-,-76.94,-,-107.88,-204.18,Upgrade
8,Interest Expense,-75.07,-66.69,-75.91,-0.64,-0.3,-,-0.16,-,-0.15,-0.18,Upgrade
9,Interest & Investment Income,12.91,18.13,18.02,16.31,31.46,-,41.72,-,44.27,47.24,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-0,-,0,0,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,0.67,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-,0.01,-0.4,-0.71,-0.77,-,-0.81,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-136.01,-215.79,-76.8,-44.71,-38.32,-,-35.52,-,-63.76,-157.12,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-154.82,Upgrade
15,Asset Writedown,2.17,9.1,-4.67,-1.49,3.02,-,0.95,-,-,-6.81,Upgrade
16,Other Unusual Items,-,-,-,-12.16,-,-,-,-,0.39,-,Upgrade
17,Pretax Income,-133.83,-206.69,-81.46,-58.36,-35.29,-,-34.57,-,-63.36,-318.76,Upgrade
18,Income Tax Expense,0.41,0.37,0.98,-0.19,0.65,-,0,-,-0.03,0.03,Upgrade
19,Earnings From Continuing Operations,-134.24,-207.06,-82.45,-58.18,-35.94,-,-34.57,-,-63.33,-318.79,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-1.43,-,-,-,Upgrade
21,Net Income to Company,-134.24,-207.06,-82.45,-58.18,-35.94,-,-36,-,-63.33,-318.79,Upgrade
22,Minority Interest in Earnings,-1.24,0.01,0.02,0.01,0.01,-,0.01,-,0.01,0.45,Upgrade
23,Net Income,-135.48,-207.05,-82.43,-58.17,-35.93,-,-35.99,-,-63.32,-318.34,Upgrade
24,Net Income to Common,-135.48,-207.05,-82.43,-58.17,-35.93,-,-35.99,-,-63.32,-318.34,Upgrade
25,Shares Outstanding (Basic),2432,2462,2462,2475,2487,-,2527,-,2686,2712,Upgrade
26,Shares Outstanding (Diluted),2432,2462,2462,2475,2487,-,2527,-,2686,2712,Upgrade
27,Shares Change (YoY),-1.23%,-0.52%,-1.01%,-,-1.59%,-,-5.93%,-,-3.93%,-,Upgrade
28,EPS (Basic),-0.06,-0.08,-0.03,-0.02,-0.01,-,-0.01,-,-0.02,-0.12,Upgrade
29,EPS (Diluted),-0.06,-0.08,-0.03,-0.02,-0.01,-,-0.01,-,-0.02,-0.12,Upgrade
30,Free Cash Flow,62.05,-52.21,94.42,-24.33,-23.33,-,-111.31,-,-46.62,128.48,Upgrade
31,Free Cash Flow Per Share,0.03,-0.02,0.04,-0.01,-0.01,-,-0.04,-,-0.02,0.05,Upgrade
32,Operating Margin,-38.20%,-196.62%,-15.28%,-1645.22%,-27263.89%,-,-219831.43%,-,-3493.62%,-3695.49%,Upgrade
33,Profit Margin,-70.08%,-243.42%,-68.06%,-1603.75%,-14259.13%,-,-102820.00%,-,-2050.49%,-5761.77%,Upgrade
34,Free Cash Flow Margin,32.10%,-61.39%,77.96%,-670.89%,-9256.35%,-,-318031.43%,-,-1509.62%,2325.45%,Upgrade
35,EBITDA,-61.15,-166.78,-14.78,-62.08,-65,-,-71.02,-,-101.17,-205.1,Upgrade
36,D&A For EBITDA,12.69,0.46,3.73,-2.4,3.71,-1.74,5.93,-1.17,6.71,-0.92,Upgrade
37,EBIT,-73.84,-167.24,-18.51,-59.67,-68.71,-,-76.94,-,-107.88,-204.18,Upgrade
