,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1129,1505,1969,1969,1821,2113,2063,3157,3920,4476,4067,Upgrade
1,Market Cap Growth,-23.54%,-23.54%,8.11%,-6.83%,-11.74%,-33.07%,-47.36%,-29.47%,-3.61%,101.35%,66.87%,Upgrade
2,Enterprise Value,2388,2746,3005,3518,2725,3499,2500,3154,3849,4795,3142,Upgrade
3,Last Close Price,0.47,0.62,0.80,0.80,0.74,0.85,0.83,1.27,1.49,1.70,1.50,Upgrade
4,PS Ratio,4.09,5.41,9.55,15.78,469.46,8384.81,-,90200.86,-,519.69,576.56,Upgrade
5,PB Ratio,0.45,0.60,0.74,0.69,0.62,0.70,0.67,0.99,1.14,1.28,1.10,Upgrade
6,P/TBV Ratio,0.60,0.60,0.74,0.69,0.62,0.70,0.67,0.99,1.14,1.28,1.10,Upgrade
7,P/FCF Ratio,114.77,153.02,-,28.09,-,-,-,-,-,-,-4.70,Upgrade
8,P/OCF Ratio,52.32,52.32,-,25.91,-,-,-,-,-,-,-4.76,Upgrade
9,EV/Sales Ratio,8.58,9.86,14.58,28.20,702.60,13884.60,-,90104.86,-,556.70,445.54,Upgrade
10,EV/FCF Ratio,242.78,279.11,-,50.19,-,-,-,-,-,-,-3.63,Upgrade
11,Debt / Equity Ratio,0.71,0.71,0.68,0.59,0.57,0.56,0.51,0.46,0.38,0.33,0.28,Upgrade
12,Debt / FCF Ratio,180.32,180.32,-,24.29,-,-,-,-,-,-,-1.20,Upgrade
13,Earnings Yield,-30.34%,-22.76%,-14.70%,-7.14%,-5.17%,-1.70%,-,-1.14%,-,-8.53%,-8.24%,Upgrade
14,FCF Yield,0.87%,0.65%,2.14%,3.56%,-2.62%,-1.10%,-,-3.53%,-,1.83%,-21.29%,Upgrade
15,Buyback Yield / Dilution,0.87%,1.23%,0.52%,1.01%,-,1.59%,-,5.93%,-,3.93%,-,Upgrade
16,Total Shareholder Return,0.87%,1.23%,0.52%,1.01%,-,1.59%,-,5.93%,-,3.93%,-,Upgrade
