,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,54.39,57.58,53.04,47.64,-,52.35,50.55,55.3,56.17,58.06,51.48,50.58,51.52,49.05,45.22,49.08,52.41,46.62,12.8,52.03,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.72,-,Upgrade
2,Cash & Short-Term Investments,54.39,57.58,53.04,47.64,-,52.35,50.55,55.3,56.17,58.06,51.48,50.58,51.52,49.05,45.22,49.08,52.41,46.62,44.52,52.03,Upgrade
3,Cash Growth,-,9.98%,4.92%,-13.85%,-,-9.83%,-1.80%,9.32%,9.03%,18.36%,13.85%,3.07%,-1.70%,5.22%,1.56%,-5.67%,-14.21%,-27.05%,-32.07%,-18.37%,Upgrade
4,Accounts Receivable,18.89,17.93,8.29,18.19,-,18.97,37.81,19.81,29.74,16.25,31.57,11.07,18.48,15.52,29.4,12.46,21.76,6.41,24.79,12.89,Upgrade
5,Other Receivables,-,-,8.4,-,-,17.9,-,10.82,-,14.75,-,8.97,-,15.1,-,7.1,-,11.51,-,4.9,Upgrade
6,Receivables,18.89,17.93,16.69,18.19,-,36.87,37.81,30.63,29.74,31,31.57,20.04,18.48,30.62,29.4,19.57,21.76,17.92,24.79,17.8,Upgrade
7,Inventory,22.29,18.67,21.62,22.17,-,25.64,26.71,25.95,24.9,24.74,24.54,29.49,26.96,27.53,25.55,25.42,20.9,28.01,20.41,23.32,Upgrade
8,Prepaid Expenses,-,-,0.54,-,-,0.31,-,0.14,-,0.56,-,0.09,-,0.34,-,0.11,-,0.33,-,0.13,Upgrade
9,Other Current Assets,-,-,-,-,-,-,-,6.03,-,-,-,5.69,-,-,-,5.15,-,-,-,7.95,Upgrade
10,Total Current Assets,95.57,94.18,91.89,88,-,115.18,115.08,118.05,110.81,114.37,107.59,105.89,96.96,107.55,100.17,99.32,95.07,92.88,89.72,101.23,Upgrade
11,"Property, Plant & Equipment",3.54,3.72,3.65,3.8,-,4.17,4.25,4.29,4.29,4.13,2.91,2.92,2.97,2.97,3,3.04,3.06,3.1,3.09,3.2,Upgrade
