,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2297,1382,977,4167,5892,6393,5421,6688,8254,2996,2653,3137,2204,1874,2002,1826,1725,2112,2306,2292,2306,Upgrade
1,Market Cap Growth,-78.39%,-78.39%,-81.98%,-37.70%,-28.62%,113.36%,104.31%,113.18%,274.45%,59.86%,32.53%,71.81%,27.81%,-11.25%,-13.17%,-20.35%,-25.19%,-13.04%,-1.32%,-19.40%,-8.36%,Upgrade
2,Enterprise Value,3546,2910,2533,5787,7512,7945,6986,8532,10098,4662,4334,4964,4031,3924,3997,1468,1367,1915,2067,1959,1972,Upgrade
3,Last Close Price,5.22,3.14,2.22,9.47,13.39,14.53,12.32,15.20,18.76,6.81,6.03,7.13,5.01,4.26,4.55,4.15,3.92,4.80,5.24,5.21,5.24,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.75,-,-,83.74,60.60,Upgrade
5,Forward PE,-,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,Upgrade
6,PS Ratio,1.24,0.74,0.44,1.68,2.07,2.03,1.56,1.80,2.08,0.71,0.60,0.67,0.43,0.34,0.35,0.31,0.29,0.35,0.35,0.32,0.30,Upgrade
7,PB Ratio,-1.58,-1.58,-1.46,-8.04,-15.24,-17.41,-27.40,543.84,74.44,14.86,6.94,5.78,3.57,2.24,1.81,1.34,1.18,1.86,1.79,1.57,1.59,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,-,306.00,25.60,8.78,6.79,4.11,2.50,1.97,1.43,1.26,2.02,1.92,1.68,1.70,Upgrade
