,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,552676,639477,608167,606021,592817,499384,587044,650882,614503,682618,749427,874331,1094500,1117694,1009538,981706,932790,691963,613825,489025,368493,Upgrade
1,Market Cap Growth,28.05%,28.05%,3.60%,-6.89%,-3.53%,-26.84%,-21.67%,-25.56%,-43.86%,-38.93%,-25.77%,-10.94%,17.34%,61.53%,64.47%,100.75%,153.14%,38.82%,3.56%,-25.06%,-47.68%,Upgrade
2,Enterprise Value,646483,743342,724670,634939,569110,490193,617395,663989,606563,710290,774741,841386,1055894,1042608,967133,868391,899378,532211,460488,330558,272309,Upgrade
3,Last Close Price,23450.00,27100.00,24835.54,24747.93,24178.51,19543.16,23367.74,25637.27,22698.53,25169.02,26863.74,31341.03,38326.04,39166.19,34108.67,33652.15,31975.33,23706.84,19933.33,15493.43,10773.67,Upgrade
4,PE Ratio,10.63,11.96,12.44,14.68,16.29,14.32,16.58,17.37,11.19,10.16,10.63,13.27,17.69,18.96,14.39,11.38,11.64,8.92,8.62,7.17,4.92,Upgrade
5,PS Ratio,1.67,1.90,1.80,1.92,1.87,1.61,1.84,2.07,1.73,1.71,1.90,2.41,3.16,3.30,2.72,2.21,2.23,1.73,1.62,1.35,1.02,Upgrade
6,PB Ratio,1.85,2.14,1.97,2.08,2.12,1.71,2.15,2.45,2.04,2.32,2.50,3.03,3.84,4.21,3.55,3.21,3.24,2.56,2.21,1.79,1.26,Upgrade
7,P/TBV Ratio,2.22,2.22,2.06,2.24,2.64,2.11,2.67,3.07,2.47,2.83,3.04,3.72,4.74,5.30,4.40,3.92,4.03,3.23,2.30,1.86,1.31,Upgrade
8,P/FCF Ratio,-,-5.42,-,-,-,21.12,28.31,36.58,-,-,-39.50,-,-,-,76.50,42.03,37.22,-,6.83,8.41,-,Upgrade
9,P/OCF Ratio,11.07,11.07,-,7.69,-,15.65,18.23,19.00,-,674.86,-64.96,-,-,-,13.64,11.52,11.23,9.67,6.80,8.07,-,Upgrade
10,EV/Sales Ratio,1.93,2.21,2.14,2.01,1.80,1.58,1.93,2.11,1.71,1.78,1.97,2.32,3.05,3.08,2.60,1.95,2.15,1.33,1.21,0.91,0.76,Upgrade
11,EV/EBITDA Ratio,7.45,8.55,9.33,9.61,10.22,8.91,10.84,10.89,7.74,7.87,8.82,10.50,14.53,14.92,11.48,8.45,9.27,5.82,5.55,4.15,3.14,Upgrade
12,EV/EBIT Ratio,9.02,10.34,11.21,11.97,12.45,10.81,12.21,12.51,8.61,8.60,9.63,11.46,15.96,16.42,12.38,8.97,9.81,6.15,5.87,4.41,3.32,Upgrade
13,EV/FCF Ratio,-5.48,-6.30,-,-,-,20.74,29.78,37.32,-,-,-40.83,-,-,-,73.29,37.18,35.89,-,5.13,5.69,-,Upgrade
14,Debt / Equity Ratio,0.50,0.50,0.53,0.57,0.26,0.24,0.24,0.28,0.18,0.13,0.18,0.23,0.22,0.23,0.19,0.22,0.21,0.25,0.22,0.18,0.18,Upgrade
15,Debt / EBITDA Ratio,1.73,1.29,1.95,1.78,1.38,0.90,1.75,1.45,1.09,0.44,0.98,0.56,0.64,0.79,2.34,0.75,0.68,0.51,0.61,0.73,0.82,Upgrade
16,Debt / FCF Ratio,-,-1.28,-,-,-,3.02,3.23,4.24,-,-,-2.80,-,-,-,4.15,2.93,2.35,-,0.67,0.86,-,Upgrade
17,Asset Turnover,0.65,0.69,0.77,0.69,0.90,0.73,0.92,0.63,0.95,0.63,1.30,1.11,0.96,0.32,1.11,1.01,1.27,1.14,0.96,0.86,Upgrade,
18,Inventory Turnover,2.42,2.45,2.71,2.74,2.13,2.83,2.26,2.79,1.92,2.62,1.57,3.14,3.21,2.94,1.14,4.10,3.63,4.54,3.70,3.14,2.85,Upgrade
19,Quick Ratio,0.85,0.85,0.94,0.72,0.87,1.26,1.52,1.29,1.55,0.80,0.42,0.72,1.14,1.08,1.52,1.16,1.96,1.70,2.51,2.69,3.09,Upgrade
20,Current Ratio,1.71,1.71,1.80,1.55,2.33,2.37,2.45,2.14,3.22,2.74,1.61,1.81,2.23,2.05,2.53,2.49,2.90,2.39,3.34,3.64,4.15,Upgrade
21,Return on Equity (ROE),22.13%,21.08%,18.72%,13.34%,18.23%,12.17%,11.40%,10.12%,19.43%,13.96%,33.77%,29.58%,26.03%,7.73%,25.93%,25.76%,41.05%,31.67%,22.07%,20.27%,Upgrade,
22,Return on Assets (ROA),10.16%,9.88%,9.95%,6.82%,9.11%,6.16%,7.06%,6.62%,12.00%,7.30%,17.67%,14.60%,11.46%,3.01%,12.78%,12.64%,20.57%,15.85%,10.77%,9.80%,Upgrade,
23,Return on Capital (ROIC),11.75%,11.29%,11.26%,7.64%,10.26%,6.90%,7.84%,7.68%,14.30%,8.41%,20.12%,16.84%,13.15%,3.43%,14.63%,14.61%,23.74%,17.89%,11.90%,10.90%,Upgrade,
24,Return on Capital Employed (ROCE),18.71%,18.39%,16.01%,13.96%,16.18%,15.41%,18.27%,19.67%,23.06%,27.68%,26.46%,25.08%,22.87%,23.54%,27.05%,31.22%,31.38%,31.50%,27.99%,27.05%,27.75%,Upgrade
25,Earnings Yield,9.53%,8.68%,8.48%,7.25%,6.52%,7.35%,6.52%,6.19%,9.19%,10.15%,9.70%,7.80%,5.77%,5.44%,7.03%,8.87%,8.95%,11.56%,12.09%,14.58%,20.78%,Upgrade
26,FCF Yield,-21.36%,-18.46%,-20.46%,-15.31%,-1.89%,4.73%,3.53%,2.73%,-3.75%,-2.38%,-2.53%,-3.13%,0.02%,2.62%,1.31%,2.38%,2.69%,1.98%,14.63%,11.89%,20.00%,Upgrade
27,Dividend Yield,11.63%,-,-,-,-,-,7.78%,-,-,10.51%,10.10%,10.55%,-,6.33%,4.41%,-,-,-,-,-,-,Upgrade
28,Payout Ratio,81.34%,140.39%,-,-,225.65%,-,0.03%,285.42%,256.79%,134.20%,0.02%,79.95%,-,199.41%,616.30%,1.51%,-,119.98%,77.83%,216.90%,-,Upgrade
29,Buyback Yield / Dilution,-2.48%,-2.38%,-1.97%,3.27%,-8.20%,7.87%,-60.82%,24.62%,4.93%,-10.53%,36.50%,-22.60%,-2.26%,-3.74%,-5.74%,-13.71%,2.82%,-2.57%,0.47%,-0.34%,1.19%,Upgrade
30,Total Shareholder Return,9.15%,-2.38%,-1.97%,3.27%,-8.20%,7.87%,-53.04%,24.62%,4.93%,-0.02%,46.60%,-12.06%,-2.26%,2.59%,-1.34%,-13.71%,2.82%,-2.57%,0.47%,-0.34%,1.19%,Upgrade
