,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,5170,1207,2933,5534,22885,1911,1309,13665,19511,2894,13081,10962,8500,3809,8935,5764,896.97,1289,1771,3891,Upgrade
1,Short-Term Investments,51555,59655,46955,39055,68855,74155,43855,28300,26600,22600,29000,85000,90900,126000,101900,166500,171500,218500,201800,207700,Upgrade
2,Cash & Short-Term Investments,56725,60862,49888,44589,91740,76066,45164,41965,46111,25495,42081,95962,99400,129809,110835,172264,172397,219789,203571,211591,Upgrade
3,Cash Growth,-38.17%,-19.99%,10.46%,6.25%,98.96%,198.36%,7.33%,-56.27%,-53.61%,-80.36%,-62.03%,-44.29%,-42.34%,-40.94%,-45.55%,-18.59%,-23.63%,11.70%,8.22%,18.66%,Upgrade
4,Accounts Receivable,26616,32766,25856,20896,29109,18810,30801,26260,37600,16460,35003,21871,18273,7491,25993,21002,34377,27613,28482,25623,Upgrade
5,Other Receivables,32362,33258,28126,30238,23808,66693,67465,67808,2678,3454,3293,4246,2248,5000,4620,3543,3625,5049,3902,5801,Upgrade
6,Receivables,91978,92523,78982,77134,75317,85503,98266,135268,70278,19914,38296,26116,20522,12491,30614,24545,38002,32662,32384,31424,Upgrade
7,Inventory,74544,74189,81791,81815,91953,86475,84936,95641,97017,112149,101150,99201,94355,83928,82710,76060,71277,77793,77529,77926,Upgrade
8,Prepaid Expenses,1289,1569,752.04,2067,1524,3241,1152,1659,692.18,2243,2835,4121,4759,484.99,552.94,689.44,201.43,1322,791.8,1649,Upgrade
9,Other Current Assets,9421,15525,12215,51318,11410,8652,8865,8699,80978,13468,19042,13759,9476,9421,79057,17881,14303,5094,5089,4390,Upgrade
10,Total Current Assets,233958,244668,223629,256923,271944,259937,238383,283232,295075,173269,203404,239159,228511,236134,303769,291439,296181,336661,319365,326980,Upgrade
11,"Property, Plant & Equipment",60584,67687,61973,72338,73939,47155,49340,50250,50588,44885,45497,45330,42234,43300,43883,41474,41945,29890,29825,30959,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,32000,38600,22000,22000,28500,25000,-,-,-,-,-,Upgrade
13,Other Intangible Assets,10516,13255,21305,54324,54767,53136,53524,52449,52866,53283,53700,54161,54578,54995,55371,55795,56221,10794,10867,10940,Upgrade
14,Long-Term Deferred Tax Assets,573.18,573.18,573.18,573.18,573.18,573.18,573.18,573.18,573.18,573.18,573.18,617.84,617.84,642.1,642.1,643.01,643.01,643.89,643.89,691.75,Upgrade
15,Other Long-Term Assets,222385,213076,216815,8723,7684,21840,39203,6977,6903,67301,33389,5432,3024,4002,3394,3483,3871,3239,3839,4871,Upgrade
16,Total Assets,527509,539258,524295,392881,408907,382641,381024,393481,406006,411311,405164,396700,380965,382200,432059,392833,398862,381228,364540,374442,Upgrade
17,Accounts Payable,20520,10805,10166,6892,6519,9615,11558,7692,23858,14235,12804,11728,14521,10332,17486,12865,21677,10280,13664,7388,Upgrade
18,Accrued Expenses,29178,24240,30392,12786,23272,17543,14453,13391,26541,17846,17652,11192,16197,4720,10126,12167,17316,15299,11405,8424,Upgrade
19,Short-Term Debt,67506,79496,80392,73507,71391,66875,75515,55072,38171,53167,67395,63017,60794,54722,68430,58949,68285,60037,50235,53124,Upgrade
20,Current Portion of Long-Term Debt,-,-,7693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,4940,8273,4362,2361,3423,4036,3894,1885,10553,8817,6250,5088,4541,6495,9563,4492,7046,9397,7564,3615,Upgrade
22,Current Unearned Revenue,2475,3644,2845,2381,-,-200.3,-,-,-,-,-,315.17,-,-,74.71,370.7,-,-,-,-,Upgrade
23,Other Current Liabilities,11849,9106,8595,12448,10001,8161,5933,9935,8561,13224,8267,15967,15217,17236,16147,11823,9608,5735,4872,6149,Upgrade
24,Total Current Liabilities,136468,135564,144445,110375,114605,106030,111353,87975,107685,107290,112366,107307,111270,93505,121827,100666,123932,100748,87740,78700,Upgrade
25,Long-Term Debt,83026,85231,78307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Long-Term Unearned Revenue,2475,3623,3470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Other Long-Term Liabilities,6707,6194,6608,3282,2646,3408,3941,3992,3971,4301,4256,4256,4302,4501,4449,4656,4396,3340,3305,3361,Upgrade
28,Total Liabilities,228676,230612,232830,113658,117251,109438,115294,91967,111655,111591,116622,111563,115572,98006,126276,105322,128327,104088,91045,82061,Upgrade
29,Common Stock,238836,217387,218726,218726,218726,215611,215611,216834,197472,197472,197472,197472,179804,179804,171370,171370,171370,171370,171370,171370,Upgrade
30,Additional Paid-In Capital,9096,9096,9118,9118,9118,6024,6024,6024,6024,6024,6024,6024,6024,6024,6039,6039,6039,6039,6039,6039,Upgrade
31,Retained Earnings,54163,85424,68222,55712,68145,55901,47920,82872,95071,100441,89263,85137,83062,101453,131460,113189,96119,102631,98429,117315,Upgrade
32,Treasury Stock,-3261,-3261,-4600,-4332,-4332,-4332,-3825,-4217,-4217,-4217,-4217,-3497,-3497,-3087,-3087,-3087,-2993,-2900,-2343,-2343,Upgrade
33,Shareholders' Equity,298833,308646,291465,279224,291656,273203,265730,301514,294351,299720,288542,285137,265393,284194,305782,287512,270534,277140,273495,292381,Upgrade
34,Total Liabilities & Equity,527509,539258,524295,392881,408907,382641,381024,393481,406006,411311,405164,396700,380965,382200,432059,392833,398862,381228,364540,374442,Upgrade
35,Total Debt,150531,164727,166392,73507,71391,66875,75515,55072,38171,53167,67395,63017,60794,54722,68430,58949,68285,60037,50235,53124,Upgrade
36,Net Cash (Debt),-93807,-103865,-116503,-28918,20349,9191,-30351,-13107,7940,-27672,-25314,32946,38605,75086,42405,113315,104112,159753,153337,158467,Upgrade
37,Net Cash Growth,-,-,-,-,156.29%,-,-,-,-79.43%,-,-,-70.93%,-62.92%,-53.00%,-72.34%,-28.49%,-36.90%,7.70%,3.68%,14.16%,Upgrade
38,Net Cash Per Share,-3734.22,-4180.66,-4930.82,-1292.66,829.37,377.24,-1242.52,-633.89,298.14,-1826.49,-781.19,1514.86,1602.23,3147.01,1604.45,5328.00,4482.41,7080.06,6597.06,7241.14,Upgrade
39,Filing Date Shares Outstanding,23.6,23.6,23.6,23.63,23.63,23.28,23.34,23.43,23.43,23.43,23.43,23.52,23.52,23.57,22.45,22.45,22.46,22.48,22.55,22.55,Upgrade
40,Total Common Shares Outstanding,23.6,23.6,23.6,23.63,23.63,23.28,23.34,23.43,23.43,23.43,23.43,23.52,23.52,23.57,22.45,22.45,22.46,22.48,22.55,22.55,Upgrade
41,Working Capital,97490,109104,79184,146547,157339,153907,127031,195257,187391,65979,91038,131852,117240,142629,181942,190774,172249,235913,231625,248280,Upgrade
42,Book Value Per Share,12664.05,13079.72,12351.63,11818.10,12344.31,11733.47,11385.23,12867.93,12562.07,12791.23,12314.18,12123.78,11284.16,12055.62,13619.96,12806.15,12043.29,12330.52,12128.35,12965.84,Upgrade
43,Tangible Book Value,288317,295391,270160,224900,236889,220068,212206,249065,241484,246437,234842,230976,210815,229200,250411,231717,214313,266346,262628,281441,Upgrade
44,Tangible Book Value Per Share,12218.40,12518.02,11448.75,9518.85,10026.31,9451.40,9091.98,10629.52,10305.89,10517.25,10022.40,9820.90,8963.58,9722.72,11153.65,10320.98,9540.51,11850.27,11646.45,12480.71,Upgrade
45,Buildings,72313,72313,73648,84786,84786,61820,61820,61403,54826,54826,54826,54599,54599,54599,54599,53706,53706,40560,40425,40425,Upgrade
46,Machinery,100574,93938,93997,92393,92019,60067,62567,62287,60997,60357,59766,58287,53750,53369,53369,50476,49607,49567,48901,48901,Upgrade
47,Construction In Progress,-,136.36,-,-,-,-,-,-,6577,-,-,-,-,-,-,-,-,-,-,-,Upgrade
