,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,242,283,439,922,922,922,1398,4437,5063,5264,6118,Upgrade
1,Market Cap Growth,-69.35%,-69.35%,-52.42%,0%,-34.04%,-79.22%,-72.38%,-15.71%,-17.24%,-23.95%,9.89%,Upgrade
2,Enterprise Value,-294,-519,-124,742,742,742,1218,4797,6292,6172,7785,Upgrade
3,Last Close Price,0.16,0.19,0.29,0.62,0.62,0.62,0.94,3.04,3.36,3.57,4.04,Upgrade
4,PE Ratio,13.55,15.78,-,18.85,26.02,-3.65,-,7.16,8.50,9.24,10.97,Upgrade
5,Forward PE,-,3.64,3.64,3.64,3.64,3.64,2.62,6.77,7.15,8.18,8.25,Upgrade
6,PS Ratio,0.13,0.15,0.26,0.60,0.62,0.40,0.36,1.02,1.19,1.26,1.42,Upgrade
7,PB Ratio,0.05,0.06,0.09,0.19,0.18,0.18,0.26,0.80,0.94,1.15,1.35,Upgrade
8,P/TBV Ratio,0.08,0.08,0.12,0.25,0.24,0.24,0.34,3.10,3.95,7.45,11.85,Upgrade
9,P/FCF Ratio,-,-,7.04,-,2.66,-0.82,-,3.34,5.36,6.69,10.56,Upgrade
10,P/OCF Ratio,-,-,4.62,-,2.49,-0.95,-,3.23,5.16,6.47,10.04,Upgrade
11,PEG Ratio,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.58,0.42,0.55,0.62,Upgrade
12,EV/Sales Ratio,-,-,-,0.48,0.50,0.32,0.32,1.10,1.47,1.48,1.81,Upgrade
13,EV/EBITDA Ratio,-,-,-,4.28,4.26,3.36,1.65,3.97,5.23,4.86,6.10,Upgrade
14,EV/EBIT Ratio,-,-,-,4.81,5.19,7.25,2.38,4.89,6.40,5.89,7.36,Upgrade
15,EV/FCF Ratio,2.57,-,-,-,2.14,-0.66,-,3.61,6.66,7.84,13.43,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.00,0.03,0.05,0.52,0.56,0.57,0.57,Upgrade
17,Debt / FCF Ratio,-,-,0.49,-,0.04,-0.12,-,2.14,3.21,3.31,4.46,Upgrade
18,Return on Capital Employed (ROCE),3.57%,3.57%,3.68%,3.18%,2.84%,1.97%,9.42%,14.02%,15.47%,19.14%,16.72%,Upgrade
19,Earnings Yield,7.39%,6.34%,5.78%,5.30%,3.84%,-27.40%,1.55%,13.97%,11.77%,10.82%,9.12%,Upgrade
20,FCF Yield,-47.16%,-40.46%,14.19%,24.43%,37.61%,-121.34%,-43.38%,29.98%,18.66%,14.95%,9.47%,Upgrade
21,Buyback Yield / Dilution,-,-,-,2.15%,-2.24%,-4.69%,-2.26%,-3.37%,-7.08%,-5.95%,Upgrade,
22,Total Shareholder Return,-,-,-,2.15%,-2.24%,-4.69%,-2.26%,-3.37%,-7.08%,-5.95%,Upgrade,
