,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,6858,5063,5346,4510,5885,9714,9045,10625,11490,10561,8868,10313,10793,16528,20762,19530,-,-,-,-,-,Upgrade
1,Market Cap Growth,-47.88%,-47.88%,-40.89%,-57.56%,-48.78%,-8.02%,1.99%,3.03%,6.45%,-36.10%,-57.29%,-47.19%,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,5670,3876,4136,3386,5015,8844,7994,9732,10762,9833,8035,9560,10105,15840,20035,19252,-,-,-,-,-,Upgrade
3,Last Close Price,16.93,12.50,13.14,10.92,14.09,23.26,22.52,26.45,28.57,26.26,22.05,25.59,26.78,41.01,51.51,48.46,-,-,-,-,-,Upgrade
4,PE Ratio,35.27,26.04,28.55,24.92,32.18,54.56,47.69,54.33,63.53,59.59,42.44,51.48,51.11,73.39,95.31,100.96,-,-,-,-,-,Upgrade
5,Forward PE,27.75,22.14,24.38,20.36,20.90,36.47,32.13,35.96,43.50,28.01,24.90,31.24,31.00,51.46,109.22,118.30,-,-,-,-,-,Upgrade
6,PS Ratio,3.25,2.40,2.56,2.18,2.90,4.85,4.55,5.30,5.80,5.48,4.54,5.39,5.72,8.86,11.46,11.44,-,-,-,-,-,Upgrade
7,PB Ratio,2.83,2.07,2.18,1.88,2.40,3.93,4.31,5.17,5.75,5.35,4.63,5.59,5.94,9.19,12.15,11.83,-,-,-,-,-,Upgrade
8,P/TBV Ratio,2.12,2.12,2.24,1.93,2.46,4.03,4.44,5.34,5.94,5.52,4.75,5.72,6.09,9.42,12.44,12.12,-,-,-,-,-,Upgrade
