,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1706,2210,1915,2466,3080,1796,1568,1778,1928,1881,2232,2022,2407,3662,2125,4723,6817,5978,1480,1649,1703,Upgrade
1,Market Cap Growth,23.00%,23.00%,22.16%,38.73%,59.74%,-4.49%,-29.73%,-12.07%,-19.90%,-48.63%,5.01%,-57.19%,-64.69%,-38.74%,43.55%,186.34%,300.37%,269.44%,-25.16%,-21.34%,-13.79%,Upgrade
2,Enterprise Value,1897,2383,2095,2636,3264,1958,1623,1831,1982,2012,2262,2066,2451,3706,2155,4895,6989,6147,1662,1816,1869,Upgrade
3,Last Close Price,5.45,7.06,6.12,7.88,9.84,5.74,5.01,5.68,6.16,6.01,7.13,6.46,7.69,11.70,6.79,15.09,21.78,19.10,4.73,5.27,5.44,Upgrade
4,PE Ratio,-,-,-,-,-,-108.32,-,-,-,-,-,-,-,-,-,-,1618.41,-165.15,-,-,-,Upgrade
5,Forward PE,-,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,Upgrade
6,PS Ratio,11.57,16.88,15.81,21.53,25.63,14.32,16.74,20.44,25.25,20.13,23.16,18.40,22.29,40.17,22.66,35.03,41.74,21.17,5.34,6.89,7.43,Upgrade
7,PB Ratio,83.05,69.42,41.94,37.70,42.78,22.11,19.33,19.76,20.49,19.26,21.87,18.05,21.05,28.51,15.65,32.33,45.73,42.17,10.78,12.17,11.60,Upgrade
8,P/TBV Ratio,-,-,-,-,-,387.78,421.80,148.58,128.39,105.69,105.90,67.14,76.53,67.26,31.30,61.24,137.06,151.70,70.77,100.98,64.52,Upgrade
9,P/FCF Ratio,392.46,508.39,-,-170.87,-200.07,-,-,-97.00,-,-,-,-147.71,-,224.81,-,-,55472.22,-,-63.93,-,-,Upgrade
10,P/OCF Ratio,370.22,370.22,-,-180.55,-224.02,-,-,-111.82,-,-,-,-157.79,-,171.46,-,-,498.18,-,-264.79,-,-,Upgrade
11,EV/Sales Ratio,12.79,18.21,17.29,23.01,27.16,15.60,17.33,21.05,25.95,21.54,23.47,18.81,22.70,40.65,22.98,36.31,42.80,21.77,6.00,7.59,8.16,Upgrade
12,EV/EBITDA Ratio,-,-115.17,-,-,-,227.79,-,475.02,395.45,-518.41,-,-466.21,-,43548.85,-,-,439.41,-658.12,-88.22,-91.39,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-412.98,-,-,-,-,-,-,-,-,-,-,-,-192.43,-,-,-,Upgrade
14,EV/FCF Ratio,436.36,548.30,-,-182.64,-212.02,-,-,-99.93,-,-,-,-150.96,-,227.54,-,-,56875.67,-,-71.78,-,-,Upgrade
15,Debt / Equity Ratio,6.08,6.08,3.96,2.93,2.46,2.34,2.18,1.01,1.93,1.17,2.10,1.27,1.93,1.17,1.15,1.11,1.64,1.41,1.39,1.46,1.39,Upgrade
16,Debt / EBITDA Ratio,-,26.15,-,-,-,4.16,-,14.95,36.75,11.21,-,13.28,-,13.46,-,-,19.81,6.84,20.15,15.79,-,Upgrade
17,Debt / FCF Ratio,44.54,44.54,-,-13.26,-11.49,-,-,-4.95,-,-,-,-10.38,-,9.26,-,-,1990.49,-,-8.23,-,-,Upgrade
18,Asset Turnover,0.83,0.39,0.22,0.31,0.62,0.29,0.29,0.21,0.09,0.08,0.08,0.30,0.10,0.14,0.05,0.13,0.10,0.28,0.14,0.49,Upgrade,
19,Inventory Turnover,2.68,4.34,2.37,0.94,1.12,2.16,2.00,1.69,1.98,1.55,1.83,1.25,4.61,1.56,2.83,1.01,2.04,2.00,6.86,2.29,5.82,Upgrade
20,Quick Ratio,0.19,0.19,0.15,0.17,0.16,0.15,0.18,0.27,0.28,0.11,0.15,0.18,0.50,0.16,0.17,0.19,0.04,0.06,0.05,0.04,0.04,Upgrade
21,Current Ratio,0.38,0.38,0.41,0.48,0.48,0.48,0.47,0.48,0.52,0.19,0.21,0.24,0.63,0.25,0.23,0.26,0.10,0.11,0.09,0.13,0.15,Upgrade
22,Return on Equity (ROE),-138.95%,-148.67%,-39.75%,-47.91%,0.75%,-41.48%,-18.20%,-14.44%,-65.60%,-27.46%,-17.14%,-25.16%,-35.59%,-23.55%,-7.33%,14.94%,12.87%,-7.57%,-13.68%,-81.66%,Upgrade,
23,Return on Assets (ROA),-1.23%,-13.36%,-3.71%,-8.89%,6.39%,-6.62%,-1.39%,-1.19%,-0.29%,-1.32%,-0.33%,-4.70%,-0.46%,-1.31%,-2.41%,-0.35%,0.37%,-0.57%,-0.63%,-5.71%,Upgrade,
24,Return on Capital (ROIC),-1.55%,-16.86%,-4.61%,-10.84%,7.65%,-9.53%,-1.97%,-2.73%,-0.88%,-3.80%,-0.69%,-9.54%,-1.34%,-3.67%,-6.04%,-0.85%,1.01%,-1.75%,-2.08%,-18.89%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-5.08%,-,-,-,-,-,-,-,-,-,-,-,-14.18%,-,-,-,Upgrade
26,Earnings Yield,-2.97%,-2.29%,-1.92%,-1.02%,-0.71%,-0.92%,-2.10%,-1.75%,-1.65%,-1.80%,-1.30%,-1.48%,-1.13%,-0.40%,0.07%,0.15%,0.06%,-0.61%,-3.37%,-3.47%,-3.57%,Upgrade
27,FCF Yield,0.25%,0.20%,-0.03%,-0.59%,-0.50%,-1.25%,-1.20%,-1.03%,-0.48%,-2.25%,-1.34%,-0.68%,-1.54%,0.44%,-0.17%,0.16%,0.00%,-0.91%,-1.56%,-1.05%,-2.84%,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,1359.89%,-,-,-,-,-,-,-,-,-,-,22.60%,60.49%,-,-,-,Upgrade
29,Buyback Yield / Dilution,1.12%,-0.11%,-0.37%,0.13%,4.59%,0.22%,0.04%,-0.04%,-21.89%,0.10%,-0.01%,-0.01%,12.28%,0.79%,-2.57%,2.84%,8.13%,-0.75%,2.89%,-3.29%,-8.85%,Upgrade
30,Total Shareholder Return,1.12%,-0.11%,-0.37%,0.13%,4.59%,0.22%,0.04%,-0.04%,-21.89%,0.10%,-0.01%,-0.01%,12.28%,0.79%,-2.57%,2.84%,8.13%,-0.75%,2.89%,-3.29%,-8.85%,Upgrade
