,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,106512,96314,87816,98014,96881,108778,112744,121242,116143,95181,105945,124642,130874,121242,116143,102546,96314,96314,77051,74785,83283,Upgrade
1,Market Cap Growth,-9.09%,-11.46%,-22.11%,-19.16%,-16.59%,14.29%,6.42%,-2.73%,-11.26%,-21.50%,-8.78%,21.55%,35.88%,25.88%,50.74%,37.12%,15.65%,38.21%,16.24%,-22.35%,-13.53%,Upgrade
2,Enterprise Value,46529,122194,74835,72550,55992,114634,97689,97067,143512,122550,104117,107080,113312,104374,99275,82878,75863,75863,56600,54667,48451,Upgrade
3,Last Close Price,17400.00,15734.04,14345.74,16011.70,15826.60,16568.36,17172.42,18466.82,17690.18,13583.07,15119.25,17787.36,18676.72,16249.07,15565.69,13743.37,12908.14,12001.08,9600.86,9318.48,10377.40,Upgrade
4,PE Ratio,10.45,9.45,7.15,7.36,6.94,7.29,6.75,7.62,7.08,5.70,5.00,6.70,6.79,6.50,11.08,6.43,6.29,7.11,6.36,7.75,7.00,Upgrade
5,PS Ratio,0.31,0.20,0.18,0.20,0.19,0.22,0.22,0.25,0.23,0.18,0.17,0.23,0.23,0.23,0.28,0.20,0.20,0.21,0.20,0.24,0.23,Upgrade
6,PB Ratio,0.78,0.69,0.65,0.74,0.70,0.80,0.83,0.93,-,-,0.81,0.98,1.01,0.93,-,0.84,0.81,0.78,0.62,0.66,0.75,Upgrade
7,P/TBV Ratio,0.71,0.71,0.66,0.76,0.72,0.82,0.85,0.95,-,-,0.82,1.00,1.03,0.95,-,0.86,0.84,0.80,0.64,0.67,0.77,Upgrade
8,P/FCF Ratio,3.99,13.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.92,3.02,-,-,Upgrade
9,P/OCF Ratio,3.34,9.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.65,2.73,3.74,-,Upgrade
10,EV/Sales Ratio,0.09,0.25,0.15,0.15,0.11,0.23,0.19,0.20,0.28,0.23,0.17,0.20,0.20,0.20,0.24,0.16,0.16,0.17,0.15,0.18,0.13,Upgrade
11,EV/EBITDA Ratio,2.55,5.90,4.84,4.42,3.24,6.27,4.55,4.71,6.70,5.60,3.88,4.50,4.56,4.34,6.70,4.04,3.93,4.53,3.63,4.23,3.05,Upgrade
12,EV/EBIT Ratio,3.09,8.11,6.12,5.49,4.00,7.70,5.44,5.74,8.14,6.81,4.55,5.40,5.44,5.19,9.08,4.96,4.87,5.83,4.77,5.95,-,Upgrade
13,EV/FCF Ratio,1.74,16.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.30,2.22,-,-,Upgrade
14,Debt / Equity Ratio,-,-,0.33,0.01,-,-,0.14,-,-,-,0.29,0.05,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,-,-,2.03,0.12,-,-,0.71,-,-,-,1.74,0.41,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,2.88,-,1.38,1.09,2.75,2.74,-,-,-,2.34,-,-,-,-,2.81,-,3.04,3.43,2.24,0.73,Upgrade,
17,Inventory Turnover,5.25,4.85,-,2.03,2.02,4.36,3.83,-,-,-,3.33,-,-,-,-,5.51,-,10.55,9.02,5.53,2.08,Upgrade
18,Quick Ratio,1.37,1.36,0.56,0.33,1.61,1.15,0.50,0.40,-,-,0.46,0.49,-,0.98,-,0.59,1.28,1.41,1.41,0.86,1.67,Upgrade
19,Current Ratio,2.30,2.30,1.68,1.71,3.59,2.33,1.62,1.61,-,-,1.57,1.59,-,1.77,-,1.65,2.61,2.01,2.01,1.62,3.30,Upgrade
20,Return on Equity (ROE),21.41%,-,5.77%,5.38%,15.65%,14.47%,-,-,-,12.32%,9.45%,9.29%,-,-,12.44%,-,11.89%,24.70%,10.12%,0.15%,Upgrade,
21,Return on Assets (ROA),7.10%,-,1.78%,2.46%,4.15%,4.96%,-,-,-,4.14%,-,-,-,-,5.11%,-,3.69%,8.70%,4.05%,-0.24%,Upgrade,
22,Return on Capital (ROIC),10.96%,-,2.87%,3.45%,7.13%,9.88%,-,-,-,7.56%,5.74%,6.11%,-,-,8.44%,-,5.92%,15.41%,6.51%,-0.31%,Upgrade,
23,Return on Capital Employed (ROCE),10.87%,10.87%,9.02%,10.02%,10.14%,10.92%,13.23%,12.94%,-,-,17.41%,15.55%,-,15.43%,-,13.70%,13.16%,10.52%,9.59%,8.10%,-,Upgrade
24,Earnings Yield,13.44%,14.86%,13.98%,13.59%,14.41%,13.71%,14.81%,13.12%,14.12%,17.55%,19.99%,14.91%,14.73%,15.39%,9.03%,15.56%,15.90%,14.07%,15.72%,12.90%,14.30%,Upgrade
