,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,31,31,46,36,53,58,86,97,124,136,195,Upgrade
1,Market Cap Growth,-13.03%,-13.03%,-13.28%,-38.57%,-38.06%,-40.00%,-30.34%,-28.57%,-36.43%,-38.75%,-30.00%,Upgrade
2,Enterprise Value,59,43,78,62,107,37,86,83,110,97,166,Upgrade
3,Last Close Price,0.22,0.22,0.37,0.43,0.64,0.84,1.23,1.39,1.77,1.95,2.79,Upgrade
4,PS Ratio,0.16,0.20,0.29,0.45,0.65,0.51,0.41,0.26,0.33,0.38,0.64,Upgrade
5,PB Ratio,0.27,0.22,0.31,0.22,0.29,0.25,0.35,0.30,0.36,0.37,0.56,Upgrade
6,P/TBV Ratio,0.30,0.30,0.38,0.28,0.35,0.28,0.38,0.36,0.45,0.46,0.70,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,14.86,-,-11.41,-,-,Upgrade
8,P/OCF Ratio,-,-,-38.07,-,-,-,13.50,-,-11.43,-,-,Upgrade
9,EV/Sales Ratio,0.39,0.28,0.49,0.77,1.31,0.32,0.41,0.22,0.29,0.27,0.55,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-4.74,-,-9.37,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-4.67,-,-8.93,-,Upgrade
12,EV/FCF Ratio,-,-,-,-,-,-,14.80,-,-10.16,-,-,Upgrade
13,Debt / Equity Ratio,0.01,0.01,0.03,0.04,0.07,0.19,0.01,0.01,0.00,0.00,0.01,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,0.32,-,-0.09,-,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-5.47%,-,-2.94%,-,Upgrade
16,Earnings Yield,-114.09%,-115.12%,-102.08%,-222.04%,-115.43%,-68.73%,-51.05%,-37.14%,-24.36%,-47.00%,-38.48%,Upgrade
17,FCF Yield,-,-13.51%,-36.32%,-76.86%,-37.75%,6.73%,2.29%,-8.76%,-18.54%,-15.85%,Upgrade,
18,Buyback Yield / Dilution,-43.75%,-52.50%,-33.76%,-20.00%,-2.08%,-,-,-,-,-,12.83%,Upgrade
19,Total Shareholder Return,-43.75%,-52.50%,-33.76%,-20.00%,-2.08%,-,-,-,-,-,12.83%,Upgrade
