,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,54.65,97.61,63.12,17.07,64.45,49.3,162.3,211.46,168.69,188.31,Upgrade
1,Revenue Growth (YoY),-13.41%,471.98%,-2.07%,-65.39%,-60.29%,-76.68%,-3.79%,12.29%,47.69%,58.41%,Upgrade
2,Cost of Revenue,51.16,93.95,60.84,17.59,58.48,39.24,149.87,194.98,147.41,173.71,Upgrade
3,Gross Profit,3.49,3.67,2.28,-0.53,5.97,10.07,12.43,16.48,21.28,14.6,Upgrade
4,"Selling, General & Admin",11.5,13.64,13.08,16.45,10.83,17.63,11.26,16.7,11.21,14,Upgrade
5,Other Operating Expenses,7.03,0.86,0.57,0.11,0.38,0.36,0.36,0.37,0.32,11.57,Upgrade
6,Operating Expenses,18.53,23.12,25.36,48.2,6.32,38.8,11.61,35.02,11.53,35.24,Upgrade
7,Operating Income,-15.03,-19.46,-23.09,-48.72,-0.35,-28.73,0.81,-18.54,9.75,-20.64,Upgrade
8,Interest Expense,-0.12,-0.15,-0.28,-1.01,-0.22,-0.06,-0.03,-0.06,-0.08,-0.05,Upgrade
9,Interest & Investment Income,0.01,0,0.06,0.42,0.13,0.1,0.38,1.38,1.71,1.71,Upgrade
10,Earnings From Equity Investments,-0.02,-,-,-,-,-,-,-,-,0.73,Upgrade
11,Currency Exchange Gain (Loss),0,0.09,-,-0.02,-0.02,-1.29,0.65,0.09,0.39,-3.38,Upgrade
12,Other Non Operating Income (Expenses),0.13,0.29,-0.02,0.06,0.18,-0.2,0.19,-1.07,1.13,-0.02,Upgrade
13,EBT Excluding Unusual Items,-15.03,-19.22,-23.32,-49.28,-0.27,-30.19,2.02,-18.2,12.89,-21.65,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-,-,-10.11,-,-48.36,Upgrade
15,Gain (Loss) on Sale of Investments,-0,0,-0.03,-0.07,-1.79,2.74,-6.07,3.71,-9.97,14.16,Upgrade
16,Gain (Loss) on Sale of Assets,0.05,-0.01,-,0.24,-,0.05,-,-,0.02,0.04,Upgrade
17,Asset Writedown,-,-,-,-0.24,-,-1.14,-,-,-,-,Upgrade
18,Other Unusual Items,-,0.01,0.01,0.02,0.1,0.15,0.01,1.54,0.01,2.02,Upgrade
19,Pretax Income,-14.98,-19.22,-23.34,-49.32,-1.96,-28.39,-4.05,-23.05,2.94,-53.79,Upgrade
20,Income Tax Expense,-1.06,0.85,0.65,0.58,1.25,16.93,2.41,3.27,4.75,3.6,Upgrade
21,Earnings From Continuing Operations,-13.92,-20.07,-23.99,-49.9,-3.21,-45.32,-6.45,-26.32,-1.81,-57.39,Upgrade
22,Minority Interest in Earnings,-2.39,0.46,-3.67,-2.09,-6.42,14.82,-7.05,3.68,-5.7,0.86,Upgrade
23,Net Income,-16.31,-19.61,-27.65,-51.99,-9.63,-30.5,-13.5,-22.64,-7.51,-56.53,Upgrade
24,Net Income to Common,-16.31,-19.61,-27.65,-51.99,-9.63,-30.5,-13.5,-22.64,-7.51,-56.53,Upgrade
25,Shares Outstanding (Basic),127,95,83,71,70,70,70,70,70,70,Upgrade
26,Shares Outstanding (Diluted),127,95,83,71,70,70,70,70,70,70,Upgrade
27,Shares Change (YoY),52.50%,33.76%,20.00%,2.08%,-,-,-,-,-,-12.83%,Upgrade
28,EPS (Basic),-0.13,-0.21,-0.33,-0.73,-0.14,-0.44,-0.19,-0.33,-0.11,-0.81,Upgrade
29,EPS (Diluted),-0.13,-0.21,-0.33,-0.73,-0.14,-0.44,-0.19,-0.33,-0.11,-0.81,Upgrade
30,Free Cash Flow,-,-1.14,-5.12,-7.91,-33.13,11.08,-5.28,7.51,-18.36,-6.91,Upgrade
31,Free Cash Flow Per Share,-,-0.01,-0.06,-0.11,-0.48,0.16,-0.08,0.11,-0.26,-0.10,Upgrade
32,Operating Margin,-27.51%,-19.93%,-36.57%,-285.50%,-0.54%,-58.28%,0.50%,-8.77%,5.78%,-10.96%,Upgrade
33,Profit Margin,-29.84%,-20.09%,-43.81%,-304.63%,-14.95%,-61.87%,-8.32%,-10.71%,-4.45%,-30.02%,Upgrade
34,Free Cash Flow Margin,-,-1.16%,-8.11%,-46.34%,-51.39%,22.47%,-3.25%,3.55%,-10.88%,-3.67%,Upgrade
35,EBITDA,-15,-19.41,-23.05,-48.62,-0.24,-28.64,0.92,-18.38,9.93,-20.31,Upgrade
36,D&A For EBITDA,0.04,0.04,0.03,0.11,0.11,0.1,0.1,0.17,0.18,0.33,Upgrade
37,EBIT,-15.03,-19.46,-23.09,-48.72,-0.35,-28.73,0.81,-18.54,9.75,-20.64,Upgrade
