,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,1224,1505,1681,1907,1559,1700,1557,1786,1439,1780,Upgrade
1,Revenue,1224,1505,1681,1907,1559,1700,1557,1786,1439,1780,Upgrade
2,Revenue Growth (YoY),-27.15%,-21.10%,7.80%,12.21%,0.15%,-4.81%,8.19%,0.31%,-28.09%,-13.62%,Upgrade
3,Cost of Revenue,902.8,1069,1274,1451,1158,1267,1158,1358,1060,1334,Upgrade
4,Gross Profit,321.6,436.36,406.85,456.44,400.71,432.51,399,427.55,379.39,446.37,Upgrade
5,"Selling, General & Admin",180.22,202,211.17,222.68,235.71,257.82,230.55,235.86,209.34,224.27,Upgrade
6,Other Operating Expenses,59.39,61.26,66.18,69.59,69.59,69.46,58.67,71.91,60.9,73.07,Upgrade
7,Operating Expenses,265.86,291.86,313.16,328.9,340.97,364.81,329.24,342.06,306.28,332.74,Upgrade
8,Operating Income,55.75,144.5,93.69,127.54,59.74,67.7,69.76,85.49,73.11,113.63,Upgrade
9,Interest Expense,-37.39,-45.93,-44.2,-36.19,-21.46,-23.89,-22.55,-24.51,-31.14,-33.42,Upgrade
10,Interest & Investment Income,10.7,14.22,11.47,9.57,9.74,9.41,8.2,7.5,10.85,11.25,Upgrade
11,Earnings From Equity Investments,-200.85,19.63,29.84,-65.16,16.91,30.59,4.6,-18.51,-304.77,-17.73,Upgrade
12,Currency Exchange Gain (Loss),9.69,-13.56,8.3,-1.24,16.64,-4.49,-2.83,-61.16,10.16,3.91,Upgrade
13,EBT Excluding Unusual Items,-162.1,118.85,99.09,34.53,81.57,79.32,57.19,-11.19,-241.79,77.63,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,102.11,14.96,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,1.29,1.37,0.6,0.41,0.4,1.26,0.59,-0.01,0.21,0.16,Upgrade
16,Asset Writedown,-210.93,-21.68,1.56,-91.95,11.8,-,-11.7,-129.81,-353.22,-34.55,Upgrade
17,Other Unusual Items,-,0.35,-0.01,0.83,-,-,-,0.17,-,-,Upgrade
18,Pretax Income,-371.74,98.88,101.23,45.92,108.73,80.58,46.08,-140.83,-594.8,43.24,Upgrade
19,Income Tax Expense,17.18,35.57,11.82,29.02,13.19,18.92,18.27,7.68,18.37,23.23,Upgrade
20,Earnings From Continuing Operations,-388.92,63.32,89.41,16.9,95.54,61.66,27.81,-148.51,-613.17,20,Upgrade
21,Minority Interest in Earnings,-,-,-,-,-,-,-,0,-,-,Upgrade
22,Net Income,-388.92,63.32,89.41,16.9,95.54,61.66,27.81,-148.51,-613.17,20,Upgrade
23,Net Income to Common,-388.92,63.32,89.41,16.9,95.54,61.66,27.81,-148.51,-613.17,20,Upgrade
24,Net Income Growth,-,274.62%,-6.41%,-72.59%,243.50%,-,-,-,-,-97.20%,Upgrade
25,Shares Outstanding (Basic),478,478,478,478,478,478,478,478,478,478,Upgrade
26,Shares Outstanding (Diluted),478,478,478,478,478,478,478,478,478,478,Upgrade
27,EPS (Basic),-0.81,0.13,0.19,0.04,0.20,0.13,0.06,-0.31,-1.28,0.04,Upgrade
28,EPS (Diluted),-0.81,0.13,0.19,0.03,0.20,0.13,0.06,-0.31,-1.28,0.04,Upgrade
29,EPS Growth,-,333.33%,-6.41%,-76.72%,243.50%,-,-,-,-,-97.19%,Upgrade
30,Free Cash Flow,143.03,140.57,181.48,-13.65,-47.38,-87.86,-5.91,22.86,-7.52,178.75,Upgrade
31,Free Cash Flow Per Share,0.30,0.29,0.38,-0.03,-0.10,-0.18,-0.01,0.05,-0.02,0.37,Upgrade
32,Dividend Per Share,0.028,0.030,0.030,0.045,0.020,0.025,0.015,0.020,0.020,0.030,Upgrade
33,Dividend Growth,-8.33%,-33.33%,50.00%,80.00%,33.33%,25.00%,-25.00%,-33.33%,-42.86%,-45.45%,Upgrade
34,Operating Margin,4.55%,9.60%,5.57%,6.69%,3.83%,3.98%,4.48%,4.79%,5.08%,6.38%,Upgrade
35,Profit Margin,-31.76%,4.21%,5.32%,0.89%,6.13%,3.63%,1.79%,-8.32%,-42.61%,1.12%,Upgrade
36,Free Cash Flow Margin,11.68%,9.34%,10.80%,-0.72%,-3.04%,-5.17%,-0.38%,1.28%,-0.52%,10.04%,Upgrade
37,EBITDA,73.52,165.06,117.41,151.64,83.61,92.92,97,110.86,97.93,138.67,Upgrade
38,D&A For EBITDA,17.78,20.56,23.73,24.1,23.87,25.22,27.24,25.37,24.82,25.04,Upgrade
39,EBIT,55.75,144.5,93.69,127.54,59.74,67.7,69.76,85.49,73.11,113.63,Upgrade
