,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,477901,432818,433050,383779,444495,411378,414094,381803,465083,394016,336951,358772,404856,553828,310845,288975,347301,277795,251686,380170,Upgrade
1,Revenue Growth (YoY),7.52%,5.21%,4.58%,0.52%,-4.43%,4.41%,22.89%,6.42%,14.88%,-28.86%,8.40%,24.15%,16.57%,99.37%,23.51%,-23.99%,-13.36%,-10.06%,-16.09%,50.83%,Upgrade
2,Cost of Revenue,261417,218374,219886,195298,242227,211666,208467,190890,239492,192686,168184,186809,239414,361065,164645,170815,223530,156987,153103,232194,Upgrade
3,Gross Profit,216484,214444,213164,188481,202269,199712,205627,190912,225591,201331,168767,171963,165442,192763,146200,118161,123772,120808,98583,147976,Upgrade
4,"Selling, General & Admin",156115,131587,121575,117704,145651,124815,117278,113795,148339,129975,102612,113386,111433,138309,80642,75053,83435,79927,46340,99654,Upgrade
5,Operating Expenses,156115,131587,121575,117704,145651,124815,117278,113795,148339,129975,102612,113386,111433,138309,80642,75053,83435,79927,46340,99654,Upgrade
6,Operating Income,60369,82857,91590,70777,56617,74898,88349,77118,77252,71356,66155,58577,54009,54453,65558,43108,40337,40881,52243,48322,Upgrade
7,Interest Expense,-986.94,-817.75,-1131,-1123,-1266,-1418,-2842,-1472,-1723,-90.46,-41,-61.62,-111.8,-385.61,-311.67,-515.45,-10691,-1210,-2051,-2948,Upgrade
8,Interest & Investment Income,4369,2703,1953,2580,2906,2007,2752,3970,2823,2247,1938,1725,594.13,1131,1597,1815,-,11941,2533,2893,Upgrade
9,Earnings From Equity Investments,13616,6952,-2562,9057,11372,5870,6007,5455,14775,-172.21,6251,3933,9894,-1500,3758,3930,6163,6645,-949.13,3379,Upgrade
10,Currency Exchange Gain (Loss),-660.54,605.6,-963.97,71.42,246.11,-850.48,-280.08,401.49,889.65,-420.27,-553.26,438.04,733.11,362.79,22.79,-385.58,-1276,-496.53,576.95,-80.42,Upgrade
11,Other Non Operating Income (Expenses),-5904,-1910,-2120,-2185,-2326,-4072,-1590,-1765,-2221,-1414,-1501,-1603,-266.74,-2253,-1564,-1226,1737,-1264,-2589,-905.18,Upgrade
12,EBT Excluding Unusual Items,70802,90390,86766,79177,67549,76434,92395,83708,91795,71505,72249,63008,64852,51809,69060,46727,36270,56497,49764,50660,Upgrade
13,Gain (Loss) on Sale of Investments,-,-2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,70802,88390,86766,79177,67549,76434,92395,83708,91795,71505,72249,63008,64852,51809,69060,46727,36270,56497,49764,50660,Upgrade
15,Income Tax Expense,10180,13370,14374,12030,8623,9219,17916,15274,12948,17507,12731,11817,11001,10665,13083,8576,8053,7906,9765,9608,Upgrade
16,Net Income,60622,75021,72392,67147,58926,67215,74479,68434,78847,53999,59518,51192,53851,41143,55978,38151,28218,48590,39998,41053,Upgrade
17,Preferred Dividends & Other Adjustments,-,-,-,-,37668,-,-,-,34098,-,-,-,26477,-,-,-,18943,-,-,-,Upgrade
18,Net Income to Common,60622,75021,72392,67147,21258,67215,74479,68434,44750,53999,59518,51192,27374,41143,55978,38151,9275,48590,39998,41053,Upgrade
19,Net Income Growth,2.88%,11.61%,-2.80%,-1.88%,-25.27%,24.48%,25.14%,33.68%,46.42%,31.24%,6.32%,34.18%,90.84%,-15.33%,39.95%,-7.07%,-24.27%,50.35%,4.85%,19.00%,Upgrade
20,Shares Outstanding (Basic),94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,Upgrade
21,Shares Outstanding (Diluted),94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,Upgrade
22,Shares Change (YoY),-0.00%,-0.00%,-,-,-,-,-,-0.00%,-0.35%,0.01%,0.01%,-0.00%,0.35%,-0.08%,-0.08%,-0.08%,-0.08%,-,-,-,Upgrade
23,EPS (Basic),647.99,801.90,773.79,717.74,227.23,718.46,796.11,731.49,478.33,577.19,636.18,547.18,291.59,439.81,598.38,407.79,99.14,518.98,427.21,438.47,Upgrade
24,EPS (Diluted),647.99,801.90,773.79,717.74,227.23,718.46,796.11,731.49,478.33,577.19,636.18,547.18,291.59,439.81,598.38,407.79,99.14,518.98,427.21,438.47,Upgrade
25,EPS Growth,185.17%,11.61%,-2.80%,-1.88%,-52.50%,24.48%,25.14%,33.68%,64.04%,31.24%,6.32%,34.18%,194.13%,-15.25%,40.07%,-7.00%,-59.71%,50.35%,4.85%,19.00%,Upgrade
26,Free Cash Flow,26403,112341,20209,-42967,76569,97256,20764,-41100,32231,25176,28316,-3539,83799,-62466,48628,-7030,117645,62449,41359,-68280,Upgrade
27,Free Cash Flow Per Share,282.22,1200.81,216.01,-459.27,818.44,1039.57,221.94,-439.31,344.51,269.11,302.67,-37.82,892.62,-667.74,519.82,-75.14,1257.48,667.00,441.74,-729.27,Upgrade
28,Dividend Per Share,-,-,-,-,-,-,-,-,1600.000,-,-,-,-,-,-,-,839.161,-,-,-,Upgrade
29,Gross Margin,45.30%,49.55%,49.22%,49.11%,45.51%,48.55%,49.66%,50.00%,48.51%,51.10%,50.09%,47.93%,40.86%,34.81%,47.03%,40.89%,35.64%,43.49%,39.17%,38.92%,Upgrade
30,Operating Margin,12.63%,19.14%,21.15%,18.44%,12.74%,18.21%,21.34%,20.20%,16.61%,18.11%,19.63%,16.33%,13.34%,9.83%,21.09%,14.92%,11.61%,14.72%,20.76%,12.71%,Upgrade
31,Profit Margin,12.69%,17.33%,16.72%,17.50%,4.78%,16.34%,17.99%,17.92%,9.62%,13.70%,17.66%,14.27%,6.76%,7.43%,18.01%,13.20%,2.67%,17.49%,15.89%,10.80%,Upgrade
32,Free Cash Flow Margin,5.52%,25.96%,4.67%,-11.20%,17.23%,23.64%,5.01%,-10.76%,6.93%,6.39%,8.40%,-0.99%,20.70%,-11.28%,15.64%,-2.43%,33.87%,22.48%,16.43%,-17.96%,Upgrade
33,EBITDA,72202,94596,102347,83126,64308,86247,99886,88830,90615,80708,71143,72539,65077,65837,69948,54955,44822,52888,55779,60103,Upgrade
34,EBITDA Margin,15.11%,21.86%,23.63%,21.66%,14.47%,20.97%,24.12%,23.27%,19.48%,20.48%,21.11%,20.22%,16.07%,11.89%,22.50%,19.02%,12.91%,19.04%,22.16%,15.81%,Upgrade
35,D&A For EBITDA,11833,11739,10758,12349,7691,11349,11537,11713,13363,9352,4989,13962,11068,11384,4390,11847,4485,12007,3536,11781,Upgrade
36,EBIT,60369,82857,91590,70777,56617,74898,88349,77118,77252,71356,66155,58577,54009,54453,65558,43108,40337,40881,52243,48322,Upgrade
37,EBIT Margin,12.63%,19.14%,21.15%,18.44%,12.74%,18.21%,21.34%,20.20%,16.61%,18.11%,19.63%,16.33%,13.34%,9.83%,21.09%,14.92%,11.61%,14.72%,20.76%,12.71%,Upgrade
38,Effective Tax Rate,14.38%,15.13%,16.57%,15.19%,12.77%,12.06%,19.39%,18.25%,14.11%,24.48%,17.62%,18.75%,16.96%,20.59%,18.94%,18.35%,22.20%,13.99%,19.62%,18.96%,Upgrade
39,Revenue as Reported,477901,432818,433050,383779,444495,411378,414094,381803,465083,394016,336951,358772,404856,553828,310845,288975,347301,277795,251686,380170,Upgrade
