,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5388697,5388697,4209468,3742150,4198719,4056516,4153813,3723463,2866505,2952575,3139684,3098520,3558777,2987797,2754646,2504417,2431143,2561329,2461809,2485380,2461809,Upgrade
1,Market Cap Growth,32.84%,32.84%,1.34%,0.50%,46.48%,37.39%,32.30%,20.17%,-19.45%,-1.18%,13.98%,23.72%,46.38%,16.65%,11.90%,0.77%,-1.25%,-10.77%,-18.12%,10.35%,9.94%,Upgrade
2,Enterprise Value,5013883,5044563,3996925,3557872,3968954,3901580,4115233,3562107,2665399,2782729,2995583,2985278,3447166,2976248,2681502,2395039,2311626,2571597,2546470,2541389,2451623,Upgrade
3,Last Close Price,57600.00,57600.00,45000.00,40000.00,44880.00,43360.00,44400.00,39800.00,30640.00,29993.75,31894.49,31476.33,36026.42,30353.43,27984.81,25440.73,24696.39,25212.73,24233.10,24465.12,24233.10,Upgrade
4,PE Ratio,19.58,19.58,17.85,16.41,18.25,17.53,16.30,15.41,12.64,14.10,16.35,17.29,20.26,18.37,19.06,16.48,17.87,18.44,16.12,18.22,18.30,Upgrade
5,Forward PE,18.84,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,Upgrade
6,PS Ratio,3.12,3.12,2.48,2.24,2.54,2.46,2.48,2.25,1.82,1.90,2.10,1.87,2.19,1.92,1.84,2.04,2.09,2.04,1.88,1.85,1.77,Upgrade
7,PB Ratio,3.24,3.24,2.57,2.38,2.81,2.83,2.94,2.78,2.02,2.18,2.39,2.46,2.95,2.62,2.46,2.31,2.37,2.59,2.32,2.45,2.53,Upgrade
8,P/TBV Ratio,3.36,3.36,2.66,2.48,2.93,2.95,3.07,2.90,2.10,2.28,2.50,2.59,3.11,2.77,2.60,2.44,2.52,2.76,2.45,2.60,2.68,Upgrade
