,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,314199,261848,134367,75052,87837,41757,25143,114094,55562,35997,48449,68938,69271,74102,87326,157558,108729,40198,47690,42246,Upgrade
1,Short-Term Investments,124527,130284,130176,190691,221193,177177,122551,207354,221389,213847,179651,139364,139369,69648,79647,83444,93607,56801,36806,106806,Upgrade
2,Trading Asset Securities,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,Upgrade
3,Cash & Short-Term Investments,438727,392134,264544,265745,309032,218936,147696,321450,276953,249846,228101,208303,208641,143751,166974,241003,202337,97000,84498,149053,Upgrade
4,Cash Growth,41.97%,79.11%,79.11%,-17.33%,11.58%,-12.37%,-35.25%,54.32%,32.74%,73.80%,36.61%,-13.57%,3.12%,48.20%,97.61%,61.69%,-19.83%,-57.15%,-59.84%,-45.41%,Upgrade
5,Accounts Receivable,436805,407300,414026,406486,434102,421775,445790,458808,479867,483540,468021,454970,433329,497467,398834,395225,371777,341960,370897,453887,Upgrade
6,Other Receivables,7383,4415,1881,8597,3189,7555,5182,8593,5407,5351,4402,6951,4759,19830,2725,5438,3205,9538,10008,8948,Upgrade
7,Receivables,444189,411913,416105,415281,437291,429330,450972,467401,485274,488891,472423,461921,438087,517297,401559,400663,374981,351498,380905,462835,Upgrade
8,Inventory,506314,490855,511063,485582,487853,507132,536759,487762,450345,324799,325926,248870,255929,342606,274840,228715,215450,315334,346807,293404,Upgrade
9,Prepaid Expenses,8654,8441,9005,7184,9542,9034,10174,3847,6737,3885,5833,2676,3570,1811,2822,2925,4453,2782,3705,2837,Upgrade
10,Other Current Assets,78398,83458,89694,83543,16969,30233,36969,32872,28480,28160,14455,29027,41969,44781,42363,40884,38625,60171,59905,65252,Upgrade
11,Total Current Assets,1476281,1386801,1290411,1257335,1260686,1194665,1182569,1313332,1247789,1095582,1046738,950797,948197,1050246,888557,914190,835846,826785,875819,973380,Upgrade
12,"Property, Plant & Equipment",514185,497682,483068,465211,461867,435337,426403,420125,393796,390948,390447,407904,371061,348767,350588,351165,357469,363609,364226,358992,Upgrade
13,Long-Term Investments,164242,146318,166248,165148,163528,151314,159725,155499,154840,160928,158143,158325,140101,130198,149369,142730,141604,158058,151413,153164,Upgrade
14,Other Intangible Assets,56824,56956,57372,57784,58200,58723,58660,59394,60121,59757,60450,60830,60411,60956,60655,61196,61731,55623,56154,56129,Upgrade
15,Long-Term Deferred Tax Assets,13292,8481,8372,8005,7969,5649,5207,4975,4593,3708,3403,2887,2885,436.13,403.14,378.35,93.29,216.38,171.97,-,Upgrade
16,Other Long-Term Assets,39383,38550,38257,37274,36659,36067,36101,33963,34579,35344,35699,36165,36863,37249,38683,39732,40666,40524,40970,40908,Upgrade
17,Total Assets,2264207,2134788,2043728,1990757,1988909,1881756,1868665,1987288,1895717,1746267,1694880,1616908,1559518,1627852,1488256,1509393,1437409,1444815,1488753,1582573,Upgrade
18,Accounts Payable,160803,96756,114079,116498,125404,89390,134987,145213,163447,89139,131570,97184,102676,118997,125803,126107,104547,97319,143261,171935,Upgrade
19,Accrued Expenses,216390,211789,177649,184841,213922,191456,162833,158157,202548,171259,137219,143646,139379,175657,112882,92215,97467,97374,90823,93444,Upgrade
20,Short-Term Debt,19914,-,-,25466,19267,-,41116,104094,-,16000,16000,23062,21029,52202,17340,46935,20095,41815,103705,139610,Upgrade
21,Current Portion of Long-Term Debt,16000,16000,16000,16000,16000,16000,16000,-,16000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,19718,30089,23460,12065,29006,42144,32981,15425,14081,29404,24050,11539,12932,30577,21630,8522,17359,22101,19437,9608,Upgrade
23,Other Current Liabilities,27330,18545,13952,10615,14391,11614,14703,12904,9381,12453,8485,9684,10949,13419,12742,88464,108404,21571,12765,86382,Upgrade
24,Total Current Liabilities,460155,373179,345142,365485,417989,350604,402621,435794,405457,318254,317324,285115,286966,390852,290397,362244,347872,280180,369990,500978,Upgrade
25,Long-Term Debt,28000,32000,36000,40000,44000,48000,52000,56000,60000,64000,68000,72000,76000,80000,76490,84690,62726,65453,65453,65453,Upgrade
26,Other Long-Term Liabilities,114911,92620,93296,93167,94078,71871,72656,74298,75123,50044,51814,54309,56003,35128,36159,37178,38186,39218,40247,41263,Upgrade
27,Total Liabilities,603066,497799,474437,498652,556068,470476,527277,566092,540580,432299,437137,411424,418969,505980,403045,484112,448784,384851,475690,607694,Upgrade
28,Common Stock,935938,935938,748836,748836,748836,748836,748836,748836,748836,748836,748836,576124,576124,576124,576124,523790,523790,523790,523790,523790,Upgrade
29,Additional Paid-In Capital,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,20921,Upgrade
30,Retained Earnings,699035,676939,791573,719181,652562,631304,564090,644496,574071,529604,475606,604662,539180,513250,472106,468463,430312,499606,451015,411017,Upgrade
31,Treasury Stock,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-1953,-0.88,-0.88,-0.88,Upgrade
32,Comprehensive Income & Other,7198,5143,9914,5120,12475,12172,9494,8895,13262,16560,14333,5729,6276,13529,18011,14059,15555,15648,17338,19151,Upgrade
33,Shareholders' Equity,1661141,1636989,1569291,1492105,1432842,1411281,1341388,1421196,1355137,1313968,1257743,1205484,1140549,1121872,1085211,1025281,988626,1059965,1013064,974879,Upgrade
34,Total Liabilities & Equity,2264207,2134788,2043728,1990757,1988909,1881756,1868665,1987288,1895717,1746267,1694880,1616908,1559518,1627852,1488256,1509393,1437409,1444815,1488753,1582573,Upgrade
35,Total Debt,63914,48000,52000,81466,79267,64000,109116,160094,76000,80000,84000,95062,97029,132202,93830,131625,82820,107268,169158,205063,Upgrade
36,Net Cash (Debt),374813,344134,212544,184278,229765,154936,38579,161355,200953,169846,144101,113241,111612,11550,73144,109378,119516,-10268,-84661,-56009,Upgrade
37,Net Cash Growth,63.13%,122.11%,450.93%,14.21%,14.34%,-8.78%,-73.23%,42.49%,80.05%,1370.58%,97.01%,3.53%,-6.61%,-,-,-,1035.43%,-,-,-,Upgrade
38,Net Cash Per Share,4006.39,3678.46,2271.87,1969.75,2455.95,1656.11,412.37,1724.72,2147.98,1815.48,1540.29,1210.42,1188.88,123.46,781.88,1169.12,1277.49,-109.66,-904.23,-598.22,Upgrade
39,Filing Date Shares Outstanding,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.56,93.88,93.55,93.55,93.56,93.56,93.63,93.63,93.63,Upgrade
40,Total Common Shares Outstanding,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.56,93.88,93.55,93.55,93.56,93.56,93.63,93.63,93.63,Upgrade
41,Working Capital,1016126,1013622,945269,891850,842697,844061,779948,877538,842332,777327,729414,665682,661231,659394,598161,551946,487973,546605,505829,472402,Upgrade
42,Book Value Per Share,17756.00,17497.84,16774.11,15949.07,15315.61,15085.14,14338.07,15191.13,14485.03,14044.97,13443.98,12885.28,12149.00,11992.40,11600.50,10959.03,10567.23,11321.11,10820.17,10412.33,Upgrade
43,Tangible Book Value,1604317,1580033,1511919,1434321,1374642,1352557,1282728,1361801,1295016,1254211,1197292,1144654,1080138,1060917,1024555,964084,926894,1004342,956910,918750,Upgrade
44,Tangible Book Value Per Share,17148.61,16889.04,16160.86,15331.42,14693.51,14457.45,13711.05,14556.26,13842.40,13406.23,12797.83,12235.08,11505.50,11340.81,10952.12,10304.91,9907.39,10727.02,10220.41,9812.84,Upgrade
45,Buildings,232539,230564,230406,227743,-,218248,218037,217994,-,159162,159162,159162,159162,159928,159928,159928,159928,-,158774,158774,Upgrade
46,Machinery,578123,572269,571750,565095,559920,518527,517100,515099,515816,421381,421219,421593,419861,387384,382977,382551,380955,374866,362014,356180,Upgrade
47,Construction In Progress,233459,212399,185848,166144,162761,169651,150821,134775,96985,233692,222665,230508,184387,181302,178673,171764,170578,174172,179597,174369,Upgrade
