,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2780032,847755,2170383,708935,2494790,904693,2369174,554512,2012707,255114,1284624,290893,1214612,280385,1517269,360753,1138718,413477,1697426,348994,Upgrade
1,Investment Securities,15204604,14489824,15054129,14266116,13106971,12990688,12058598,11510009,11284839,11173251,9891255,9624424,9172727,9567972,9451456,9338332,8960876,9069993,8629076,8969783,Upgrade
2,Trading Asset Securities,521163,197405,548121,222522,604231,228366,574554,186584,562242,182328,467766,181360,445656,231036,565407,285897,827445,320832,855603,265225,Upgrade
3,Total Investments,15725767,14687229,15602250,14488638,13711202,13219054,12633152,11696593,11847081,11355579,10359021,9805784,9618383,9799008,10016863,9624229,9788321,9390825,9484679,9235008,Upgrade
4,Gross Loans,24688299,24333865,23863600,22564269,22337406,21742020,21132461,19720907,19372929,18770323,18151723,17135752,16911540,16500711,16065957,15136121,14973207,14525907,14138099,13329700,Upgrade
5,Allowance for Loan Losses,-949224,-949968,-942253,-882855,-889207,-876840,-846577,-782854,-775306,-777380,-766172,-720570,-720581,-679031,-647144,-618009,-616286,-607115,-570239,-540578,Upgrade
6,Net Loans,23739075,23383897,22921347,21681414,21448199,20865180,20285884,18938053,18597623,17992943,17385551,16415182,16190959,15821680,15418813,14518112,14356921,13918792,13567860,12789122,Upgrade
7,"Property, Plant & Equipment",151821,163294,154539,168241,150578,161673,150238,163449,147827,159432,150468,163490,148391,159303,149077,161350,147290,158214,149744,163289,Upgrade
8,Goodwill,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,Upgrade
