,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1897641,1809801,1598265,1565072,1372722,1323181,1312375,1224055,1132617,1079687,1220334,1307205,1234471,1216216,1246354,1383494,1277773,1229345,1279759,1273138,1423227,Upgrade
1,Market Cap Growth,36.78%,36.78%,21.78%,27.86%,21.20%,22.55%,7.54%,-6.36%,-8.25%,-11.23%,-2.09%,-5.51%,-3.39%,-1.07%,-2.61%,8.67%,-10.22%,-5.87%,-9.09%,-15.35%,0.65%,Upgrade
2,Last Close Price,4.96,3.56,3.24,2.99,2.73,2.64,2.55,2.41,2.22,1.95,2.25,2.29,2.04,2.04,2.05,2.19,2.00,1.71,2.06,2.05,2.27,Upgrade
3,PE Ratio,6.13,6.28,5.81,5.73,4.92,4.90,4.93,4.40,4.14,4.11,4.45,4.56,4.42,4.42,4.71,5.60,5.21,5.61,5.99,5.53,6.13,Upgrade
4,PS Ratio,2.81,2.89,2.64,2.59,2.23,2.20,2.19,1.95,1.82,1.80,1.92,1.95,1.81,1.87,1.98,2.35,2.18,2.25,2.43,2.32,2.59,Upgrade
5,PB Ratio,0.62,0.54,0.49,0.48,0.43,0.44,0.45,0.39,0.37,0.37,0.41,0.42,0.42,0.43,0.46,0.51,0.49,0.50,0.56,0.57,0.65,Upgrade
6,P/FCF Ratio,-,-0.97,-0.70,-,-,-,-,-,-,-,-,-,-0.67,-,-,-,-0.74,-,-,-,-0.84,Upgrade
7,P/OCF Ratio,-,-0.98,-0.71,-,-,-,-,-,-,-,-,-,-0.68,-,-,-,-0.75,-,-,-,-0.85,Upgrade
8,Debt / Equity Ratio,1.42,1.42,1.39,1.33,1.36,1.31,1.31,1.21,1.19,1.23,1.23,1.08,1.08,1.10,1.14,1.11,1.21,1.14,1.05,1.10,1.09,Upgrade
9,Debt / FCF Ratio,-,-2.55,-2.01,-,-,-,-,-,-,-,-,-,-1.74,-,-,-,-1.84,-,-,-,-1.42,Upgrade
10,Return on Equity (ROE),10.39%,8.67%,9.61%,8.68%,10.68%,9.05%,10.67%,9.26%,10.66%,9.27%,11.32%,9.19%,11.25%,10.00%,11.82%,9.23%,10.66%,8.69%,12.92%,6.42%,Upgrade,
11,Return on Assets (ROA),0.74%,0.62%,0.69%,0.63%,0.77%,0.66%,0.82%,0.72%,0.83%,0.74%,0.94%,0.75%,0.90%,0.79%,0.95%,0.74%,0.84%,0.68%,1.01%,0.50%,Upgrade,
12,Earnings Yield,15.19%,16.91%,18.29%,18.57%,21.62%,21.82%,21.71%,24.32%,25.87%,25.75%,23.77%,23.21%,23.98%,23.57%,22.13%,18.66%,20.07%,18.27%,17.10%,18.49%,16.67%,Upgrade
13,FCF Yield,-98.15%,-102.92%,-141.90%,-181.37%,-248.57%,-228.71%,-256.49%,-306.93%,-266.72%,-243.19%,-184.81%,-156.37%,-149.07%,-103.40%,-119.93%,-116.93%,-135.62%,-178.15%,-158.26%,-150.28%,-118.72%,Upgrade
14,Dividend Yield,5.04%,10.82%,-,-,9.33%,-,-,-,11.30%,-,-,-,12.46%,-,-,-,10.97%,-,-,-,8.98%,Upgrade
15,Payout Ratio,36.11%,-,-,5.23%,5.37%,115.75%,4.80%,5.14%,-,-,5.06%,2.75%,-,-,117.58%,2.94%,-,-,-,3.43%,7.64%,Upgrade
16,Buyback Yield / Dilution,-0.32%,-0.31%,-0.95%,-3.54%,4.58%,-7.76%,5.96%,-1.75%,-0.76%,5.10%,-9.31%,3.91%,6.05%,-6.91%,4.69%,-2.61%,11.70%,-8.12%,-4.20%,1.03%,0.90%,Upgrade
17,Total Shareholder Return,4.72%,10.51%,-0.95%,-3.54%,13.91%,-7.76%,5.96%,-1.75%,10.55%,5.10%,-9.31%,3.91%,18.51%,-6.91%,4.69%,-2.61%,22.68%,-8.12%,-4.20%,1.03%,9.88%,Upgrade
