,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2913,2807,2297,2807,3186,3300,3212,3318,3388,4286,3274,3406,3908,4664,3573,3661,3740,3195,2825,3168,3133,Upgrade
1,Market Cap Growth,-14.93%,-14.93%,-28.49%,-15.38%,-5.97%,-23.00%,-1.88%,-2.58%,-13.29%,-8.11%,-8.37%,-6.97%,4.47%,46.01%,26.48%,15.56%,19.38%,6.76%,-17.05%,-23.73%,-4.56%,Upgrade
2,Enterprise Value,4070,4127,4182,4435,4825,4806,4949,4804,4913,5948,4780,4822,5430,6333,4854,4903,4982,4402,3760,4281,4050,Upgrade
3,PE Ratio,18.07,17.42,14.90,18.64,20.77,29.15,22.35,22.94,22.18,68.29,139.06,-330.52,-,22.84,14.82,13.35,26.28,25.18,26.03,63.72,-,Upgrade
4,PS Ratio,0.63,0.61,0.50,0.61,0.68,0.73,0.68,0.70,0.73,0.91,0.69,0.75,0.86,0.95,0.75,0.75,0.81,1.11,0.96,1.68,-,Upgrade
5,PB Ratio,0.99,0.85,0.70,0.86,0.98,1.04,1.01,1.06,1.09,-,1.06,1.11,1.29,1.51,1.16,1.20,1.29,1.11,0.96,1.08,1.08,Upgrade
6,P/FCF Ratio,19.87,19.15,11.67,-,8.98,16.78,16.84,-,28.98,26.44,48.15,-,842.64,-,-,-,26.54,-,9.02,-,-,Upgrade
7,P/OCF Ratio,10.61,10.61,7.34,-,6.69,10.09,9.81,-,12.59,11.78,10.82,-,13.41,15.06,13.00,-,8.32,20.51,5.87,-,-,Upgrade
8,EV/Sales Ratio,0.88,0.89,0.92,0.96,1.03,1.07,1.05,1.01,1.06,1.26,1.01,1.07,1.19,1.29,1.03,1.00,1.08,1.52,1.28,2.28,-,Upgrade
9,EV/EBITDA Ratio,10.31,10.59,9.98,10.83,11.34,14.21,12.97,12.53,12.97,14.53,14.61,16.07,19.72,17.43,11.59,10.65,10.46,12.65,11.40,22.28,-,Upgrade
10,EV/EBIT Ratio,14.64,14.74,13.53,14.84,15.31,21.11,18.19,17.52,-,19.68,21.61,24.71,31.66,24.30,15.26,13.53,13.10,15.87,14.37,28.91,-,Upgrade
11,EV/FCF Ratio,27.77,28.15,21.25,-,13.60,24.43,25.94,-,42.03,36.69,70.30,-,1171.02,-,-,-,35.35,-,12.00,-,-,Upgrade
12,Debt / Equity Ratio,0.48,0.48,0.52,0.66,0.62,0.61,0.67,0.67,0.66,-,0.65,0.61,0.62,0.55,0.62,0.52,0.58,0.53,0.55,0.43,0.47,Upgrade
13,Debt / EBITDA Ratio,3.98,5.43,3.12,6.06,4.86,4.74,4.30,4.97,24.52,-,3.92,4.61,8.60,6.76,4.61,5.20,3.29,3.21,2.96,3.47,-,Upgrade
14,Debt / FCF Ratio,10.73,10.73,8.63,-,5.71,9.80,11.25,-,17.58,-,29.73,-,404.07,-,-,-,11.98,-,5.20,-,-,Upgrade
15,Quick Ratio,0.52,0.52,0.51,0.42,0.42,0.43,0.50,0.39,0.44,-,0.45,0.43,0.44,0.43,0.47,0.47,0.52,0.47,0.52,0.48,0.46,Upgrade
16,Current Ratio,0.77,0.77,0.76,0.67,0.62,0.63,0.68,0.61,0.63,-,0.64,0.65,0.63,0.67,0.68,0.70,0.72,0.68,0.72,0.70,0.69,Upgrade
17,Asset Turnover,0.60,0.58,0.69,0.83,0.55,0.60,0.71,-,-,0.63,0.65,0.77,0.69,0.52,0.70,1.03,0.60,0.63,0.52,-,Upgrade,
18,Return on Equity (ROE),2.40%,9.36%,3.64%,8.87%,4.14%,9.29%,4.62%,-,-,9.66%,5.01%,-13.47%,2.29%,4.90%,21.04%,5.43%,9.16%,10.97%,3.94%,-,Upgrade,
19,Return on Assets (ROA),1.68%,3.79%,2.21%,2.56%,2.68%,3.28%,2.73%,-,-,3.41%,2.65%,0.50%,1.39%,2.59%,1.88%,3.88%,3.62%,4.27%,2.60%,-,Upgrade,
20,Return on Capital (ROIC),2.28%,4.97%,2.86%,3.37%,3.56%,4.42%,3.74%,-,-,4.75%,3.78%,0.71%,1.93%,3.61%,2.74%,5.73%,5.30%,6.46%,4.04%,-,Upgrade,
21,Return on Capital Employed (ROCE),7.18%,7.22%,7.89%,7.18%,7.98%,5.75%,6.89%,7.47%,-,-,5.97%,5.19%,4.74%,6.85%,8.34%,9.64%,10.71%,7.59%,7.08%,4.19%,-,Upgrade
22,Earnings Yield,5.53%,5.74%,6.71%,5.37%,4.81%,3.43%,4.47%,4.36%,4.51%,1.46%,0.72%,-0.30%,2.82%,4.38%,6.75%,7.49%,3.80%,3.97%,3.84%,1.57%,-,Upgrade
23,Earnings Yield,5.53%,5.74%,6.71%,5.37%,4.81%,3.43%,4.47%,4.36%,4.51%,1.46%,0.72%,-0.30%,2.82%,4.38%,6.75%,7.49%,3.80%,3.97%,3.84%,1.57%,-,Upgrade
24,FCF Yield,5.03%,5.22%,8.57%,9.79%,11.14%,5.96%,5.94%,3.57%,3.45%,3.78%,2.08%,-0.70%,0.12%,-0.33%,-0.68%,6.58%,3.77%,-0.50%,11.09%,1.54%,-,Upgrade
25,Dividend Yield,1.67%,-,-,-,1.55%,-,-,-,0.53%,-,-,-,0.82%,-,-,-,0.49%,-,-,-,-,Upgrade
26,Payout Ratio,92.82%,265.15%,39.11%,144.28%,45.03%,228.37%,44.13%,163.55%,287.03%,122.97%,43.05%,114.54%,-,254.71%,164.20%,36.75%,137.12%,55.46%,85.41%,198.65%,-,Upgrade
27,Buyback Yield / Dilution,0.76%,0.22%,-0.23%,0.18%,2.81%,0.72%,-0.74%,-0.17%,-9.69%,4.52%,0.77%,0.12%,1.81%,3.73%,-10.99%,8.32%,-,-10.65%,-,-11.84%,-,Upgrade
28,Total Shareholder Return,2.43%,0.22%,-0.23%,0.18%,4.36%,0.72%,-0.74%,-0.17%,-9.15%,4.52%,0.77%,0.12%,2.63%,3.73%,-10.99%,8.32%,0.49%,-10.65%,-,-11.84%,-,Upgrade
