,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,110.12,92.18,67.06,101.42,99.09,61.06,67.85,85.28,86.89,73.31,43.9,53.12,89.34,73.63,48.88,125.4,82.05,56.27,39.68,107.3,Upgrade
1,Other Revenue,-11.27,11.27,-,25.26,-14.25,14.25,-,22.54,-11.65,11.65,-,23.02,-7.97,7.97,-,19.72,-10.36,10.36,-,24.24,Upgrade
2,Revenue,98.85,103.45,67.06,126.68,84.84,75.31,67.85,107.82,75.23,84.96,43.9,76.14,81.37,81.6,48.88,145.13,71.69,66.63,39.68,131.54,Upgrade
3,Revenue Growth (YoY),16.51%,37.37%,-1.15%,17.48%,12.77%,-11.36%,54.56%,41.61%,-7.54%,4.13%,-10.20%,-47.53%,13.50%,22.46%,23.21%,10.33%,-22.87%,0.67%,-17.78%,-13.69%,Upgrade
4,Cost of Revenue,78.99,78.3,53.88,102.53,66.39,55.22,54.3,97.12,57.33,67.11,33.87,64.3,60.43,67.66,38.02,103.88,58.29,53.13,31.13,91.33,Upgrade
5,Gross Profit,19.85,25.15,13.18,24.15,18.45,20.09,13.54,10.71,17.91,17.86,10.02,11.84,20.94,13.93,10.87,41.25,13.4,13.49,8.55,40.21,Upgrade
6,"Selling, General & Admin",12.11,20.03,17.78,28.4,18.05,20.52,18.64,19.34,18.86,19.21,16.54,16.61,20.87,21.06,14.25,15.42,16.75,17.72,16.76,20.34,Upgrade
7,Research & Development,7.23,8.48,7,14.3,7.07,7.22,5.8,9.07,7.13,7.26,7.01,7.6,5.7,5.41,5.81,5.88,7.81,5.95,5.81,7.32,Upgrade
8,Other Operating Expenses,-9.37,2.3,-2.14,0.9,-9.13,-3.31,-2.57,8.47,-3.36,-3.01,-2.05,7.15,-2.71,-2.02,-3.87,13.31,-4.05,-3.19,-8.59,4.65,Upgrade
9,Operating Expenses,8.43,31.37,23.6,42.05,16.91,24.52,22.21,38.56,17.99,20.86,22.45,28.26,23.99,23.8,14.86,22.18,18.81,22.4,16.57,31.12,Upgrade
10,Operating Income,11.43,-6.22,-10.42,-17.9,1.54,-4.43,-8.67,-27.86,-0.08,-3,-12.43,-16.42,-3.05,-9.87,-3.99,19.07,-5.42,-8.91,-8.02,9.08,Upgrade
11,Interest Expense,-10.27,-3.22,-3.88,-3.6,-3.59,-3.78,-3.58,-7.82,-0.55,-1.08,-0.77,-3.16,-0.82,-1.15,-0.55,-0.72,-0.35,-0.46,-0.44,-0.57,Upgrade
12,Interest & Investment Income,0.54,0.36,0.38,0.71,0.39,0.3,0.43,1.03,1.27,1.49,2.1,0.11,0.04,0.07,0.1,0.09,0.09,0.07,0.08,0.06,Upgrade
13,Currency Exchange Gain (Loss),-0,0,-,-0.04,0.07,-0.07,-,0.01,-0.01,0.01,-,0,-,-,-,-0.02,0.01,-0.01,-,-0.01,Upgrade
14,Other Non Operating Income (Expenses),-0,-0.21,-0.12,-0.84,-0.02,-0.03,-0.2,0.34,-0.62,-0.13,-0.19,-1.01,-0.38,-0.14,-0.12,-0.93,-1.52,-0.29,-0.06,1.45,Upgrade
15,EBT Excluding Unusual Items,1.69,-9.28,-14.04,-21.68,-1.61,-8,-12.02,-34.3,0.01,-2.71,-11.3,-20.46,-4.21,-11.09,-4.57,17.49,-7.18,-9.59,-8.45,10.01,Upgrade
16,Gain (Loss) on Sale of Assets,0.02,-0.35,-0.56,-1.6,-1.36,-0.46,-,-0.93,-1.68,-0,0.06,-2.14,-,-,-,-0.04,-0.01,0.01,-,0.01,Upgrade
