,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,134.06,209.4,171.62,213.24,181.13,169.52,137.76,142.17,127.88,145.77,129.84,168.6,134.6,129.57,119.1,126.47,102.24,112.27,80.35
1,Other Revenue,-2.49,2.49,-,12.76,-4.88,4.88,-,8,-3.81,3.81,-,9.47,-3.17,3.17,-,2.25,-0.36,0.36,-
2,Revenue,131.57,211.89,171.62,226,176.25,174.39,137.76,150.17,124.07,149.57,129.84,178.07,131.43,132.73,119.1,128.73,101.88,112.63,80.35
3,Revenue Growth (YoY),-25.35%,21.50%,24.58%,50.49%,42.06%,16.59%,6.10%,-15.67%,-5.60%,12.69%,9.02%,38.33%,29.00%,17.85%,48.22%,-,-,-,-
4,Cost of Revenue,98.31,165.34,125.37,185.39,123.51,139.3,106.25,117.74,95.84,123.41,104.57,153.36,102.57,101.09,91.59,99.83,67.09,75.18,56.84
5,Gross Profit,33.26,46.55,46.25,40.6,52.75,35.09,31.5,32.43,28.23,26.16,25.26,24.71,28.86,31.64,27.51,28.89,34.78,37.45,23.51
6,"Selling, General & Admin",16.99,21.07,15.84,21.18,15.81,12.66,10.16,14.97,10.56,8.71,6.69,8.68,6.14,7.02,4.83,5.32,6.89,3.53,5.11
7,Research & Development,6.66,12.55,8.84,11.2,11.01,11.18,5.84,5.96,7.01,6.71,4.71,7.32,7.74,6.78,4.5,4.97,4.26,5.25,3.46
8,Other Operating Expenses,0.85,0.78,1.55,1.92,0.48,0.53,0.71,4.31,0.17,-0.8,-0.88,1.39,-0.21,-0.11,0.88,2.46,-0.08,0.43,0.38
9,Operating Expenses,23.72,35.88,28.89,35.68,27.42,25.04,16.99,26.07,17.71,14.49,10.04,19.26,13.92,12.48,10.83,16.96,7.91,9.9,7.43
10,Operating Income,9.54,10.66,17.36,4.93,25.33,10.05,14.51,6.36,10.52,11.67,15.23,5.45,14.94,19.16,16.69,11.93,26.87,27.55,16.09
11,Interest Expense,-6.56,-12.29,-,-1.85,-2.21,-4.17,-1.77,-5.42,-0.37,-,-0.73,-0.29,-0.01,-0.02,-0.06,-0.03,-0.04,-0.04,-0.06
12,Interest & Investment Income,1.45,6.13,0.05,3.24,2.13,5.94,1.29,7.34,2.66,5.56,0.33,1.4,1.05,0.37,0.22,3.4,0.78,0.31,0.22
13,Currency Exchange Gain (Loss),-7.08,7.08,-,-0.31,-4.49,4.49,-,14.3,-19.65,19.65,-,-3.73,0.95,-0.95,-,-10.86,-0.13,0.13,-
14,Other Non Operating Income (Expenses),-2.32,5.12,-5.94,5.09,-5.84,3.12,-3.44,-24.08,25.24,2.26,-4.22,-8.11,7.74,0.31,-0.79,7.93,-8.37,2.69,-0.85
15,EBT Excluding Unusual Items,-4.96,16.7,11.47,11.1,14.92,19.42,10.6,-1.49,18.4,39.14,10.6,-5.28,24.67,18.88,16.06,12.38,19.11,30.63,15.4
16,Gain (Loss) on Sale of Investments,1.14,-0.69,0.93,1.38,1.44,-5.67,3.42,-2.07,-6.83,5.82,0.58,1.39,0.76,-0.96,-0.09,-1.55,3.17,-0.43,-1.2
17,Gain (Loss) on Sale of Assets,-0.11,-,-0.02,0.14,-0.14,0.11,-0.11,0.01,-,-0.15,-,-0.02,0.05,0.02,-,0,0.01,-,-
18,Asset Writedown,-5.09,0.74,-0.8,2.68,-2.68,2.49,-2.6,1.01,-2.54,0.49,-0.49,1.88,-1.88,-,-,0.87,-0.87,0.07,-0.07
19,Other Unusual Items,-1.62,1.27,0.57,2.41,-,-,-,6.14,-,-,-,11.8,-,-,-,2.35,-,-,-
20,Pretax Income,-10.64,18.02,12.15,17.72,13.54,16.36,11.3,3.61,9.03,45.31,10.68,9.77,23.6,17.93,15.97,14.05,21.42,30.28,14.14
21,Income Tax Expense,-1.14,-0.81,2.01,2.61,0.91,0.92,1.03,0.66,1.83,4.67,0.3,-0.18,2,1.82,2.51,1.53,2.66,3.9,1.97
22,Earnings From Continuing Operations,-9.5,18.83,10.14,15.11,12.63,15.44,10.27,2.95,7.19,40.63,10.38,9.95,21.6,16.11,13.46,12.52,18.76,26.38,12.16
23,Minority Interest in Earnings,0.17,-0.07,0.01,0.13,0.03,-0.06,-0.05,0.02,0.01,-,-,-,-,-,-,-,-,-,-
24,Net Income,-9.33,18.76,10.14,15.24,12.66,15.38,10.23,2.97,7.2,40.63,10.38,9.95,21.6,16.11,13.46,12.52,18.76,26.38,12.16
25,Net Income to Common,-9.33,18.76,10.14,15.24,12.66,15.38,10.23,2.97,7.2,40.63,10.38,9.95,21.6,16.11,13.46,12.52,18.76,26.38,12.16
26,Net Income Growth,-,22.00%,-0.83%,412.72%,75.70%,-62.16%,-1.51%,-70.12%,-66.65%,152.17%,-22.84%,-20.52%,15.13%,-38.92%,10.65%,-,-,-,-
27,Shares Outstanding (Basic),91,91,91,90,91,91,91,93,91,91,91,91,90,76,68,67,69,68,68
28,Shares Outstanding (Diluted),91,91,91,112,102,91,91,93,91,91,91,91,90,76,68,67,69,68,68
29,Shares Change (YoY),-11.27%,0.04%,-0.03%,20.88%,12.75%,-0.06%,0.06%,1.65%,0.57%,19.28%,33.27%,36.73%,30.76%,12.53%,0.80%,-,-,-,-
