,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Premiums & Annuity Revenue,47088,46420,44979,43497,38038,73248,70792,57002,89080,54661,Upgrade
1,Total Interest & Dividend Income,4099,4965,3286,3771,3493,6149,6001,6058,5696,5728,Upgrade
2,Gain (Loss) on Sale of Investments,1682,-3052,-2757,-5188,-4400,-773.75,3388,2703,1232,399.1,Upgrade
3,Other Revenue,563.45,552,564.61,477.19,366.73,2793,2353,2849,3478,1793,Upgrade
4,Total Revenue,53432,48886,46073,42557,37498,81416,82534,68611,99486,62581,Upgrade
5,Revenue Growth (YoY),15.97%,14.87%,22.87%,-47.73%,-54.57%,18.66%,-17.04%,9.64%,24.35%,7.93%,Upgrade
6,Policy Benefits,44190,41580,43644,39578,37081,59620,57884,44847,71815,39466,Upgrade
7,Policy Acquisition & Underwriting Costs,-,-,-,-,-,11106,11015,10695,14216,9679,Upgrade
8,"Selling, General & Administrative",1854,2044,1673,2226,1348,7471,7515,8263,9321,8266,Upgrade
9,Other Operating Expenses,-,-,-,-,-,261.73,258.32,286.16,271.8,263.93,Upgrade
10,Total Operating Expenses,46044,43624,45317,41804,38429,78459,76672,64091,95624,57675,Upgrade
11,Operating Income,7388,5261,755.99,753.16,-930.53,2957,5862,4520,3862,4906,Upgrade
12,Interest Expense,-1026,-1222,-1102,-908.17,-1026,-798.54,-2331,-1489,-1441,-2028,Upgrade
13,Earnings From Equity Investments,1077,760.22,1200,-1739,1149,483,1203,1200,897.33,982.14,Upgrade
14,Currency Exchange Gain (Loss),-25.88,-833.67,1507,398.91,944.1,-146.82,170.1,129.19,-31.13,12.86,Upgrade
15,EBT Excluding Unusual Items,7414,3966,2361,-1495,136.98,2495,4904,4360,3287,3873,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,1.07,Upgrade
17,Asset Writedown,-,-1.44,-,-10.37,-,-290.73,-,-348.94,-,-,Upgrade
18,Pretax Income,7414,3964,2361,-1505,136.98,2204,4904,4011,3287,3874,Upgrade
19,Income Tax Expense,1492,240.66,294.03,-264.06,-228.99,286.77,926.7,836.67,537.24,844.88,Upgrade
20,Earnings From Continuing Ops.,5922,3724,2067,-1241,365.97,1917,3977,3174,2749,3029,Upgrade
21,Minority Interest in Earnings,-194.78,-82.78,-55.37,450.43,100.27,25.81,33.48,68.65,-281.95,-299.63,Upgrade
22,Net Income,5727,3641,2012,-790.89,466.25,1943,4011,3243,2467,2730,Upgrade
23,Net Income to Common,5727,3641,2012,-790.89,466.25,1943,4011,3243,2467,2730,Upgrade
24,Net Income Growth,184.68%,-,331.46%,-,-88.38%,-40.08%,62.55%,18.81%,-25.67%,95.06%,Upgrade
25,Shares Outstanding (Basic),42480,42480,42480,42480,42480,42480,42480,42480,42480,42480,Upgrade
26,Shares Outstanding (Diluted),42480,42480,42480,42480,42480,42480,42480,42480,42480,42480,Upgrade
27,EPS (Basic),0.13,0.09,0.05,-0.02,0.01,0.05,0.09,0.08,0.06,0.06,Upgrade
28,EPS (Diluted),0.13,0.08,0.05,-0.02,-0.00,0.04,0.09,0.07,0.06,0.06,Upgrade
29,EPS Growth,174.52%,-,-,-,-,-45.25%,54.95%,16.67%,-25.67%,82.14%,Upgrade
30,Free Cash Flow,-1515,824.08,15038,12372,-1060,2682,6436,8475,23869,8503,Upgrade
31,Free Cash Flow Per Share,-0.04,0.02,0.35,0.29,-0.02,0.06,0.15,0.20,0.56,0.20,Upgrade
32,Operating Margin,13.83%,10.76%,1.64%,1.77%,-2.48%,3.63%,7.10%,6.59%,3.88%,7.84%,Upgrade
33,Profit Margin,10.72%,7.45%,4.37%,-1.86%,1.24%,2.39%,4.86%,4.73%,2.48%,4.36%,Upgrade
34,Free Cash Flow Margin,-2.83%,1.69%,32.64%,29.07%,-2.83%,3.29%,7.80%,12.35%,23.99%,13.59%,Upgrade
35,EBITDA,7929,5328,1320,876.47,-419.24,3183,6261,4753,4242,5079,Upgrade
36,D&A For EBITDA,541.09,67.03,563.71,123.31,511.29,225.3,399.5,232.68,380,172.59,Upgrade
37,EBIT,7388,5261,755.99,753.16,-930.53,2957,5862,4520,3862,4906,Upgrade
38,Revenue as Reported,-,54893,-,50522,45903,81269,82704,68740,99455,62595,Upgrade
