,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,45878,24213,19328,22514,21028,27612,31860,33559,33984,33559,54374,Upgrade
1,Market Cap Growth,7.55%,7.55%,-8.08%,-18.46%,-34.00%,-17.72%,-6.25%,0%,-37.50%,-43.17%,-20.00%,Upgrade
2,Enterprise Value,121044,106145,89728,97681,87458,108558,94396,101064,89275,76184,89590,Upgrade
3,PE Ratio,4.79,2.41,3.10,17.07,-,9.78,4.36,3.85,5.01,5.89,8.04,Upgrade
4,PS Ratio,0.42,0.22,0.18,0.24,0.23,0.20,0.16,0.18,0.17,0.19,0.34,Upgrade
5,PB Ratio,0.43,0.21,0.17,0.21,0.19,0.24,0.25,0.27,0.28,0.31,0.50,Upgrade
6,P/FCF Ratio,-,-,1.11,0.76,1.64,-,2.85,1.87,0.88,0.94,3.31,Upgrade
7,P/OCF Ratio,-,-,1.08,0.75,1.59,-,2.71,1.77,0.86,0.91,2.88,Upgrade
8,EV/Sales Ratio,1.10,0.97,0.86,1.02,0.97,0.78,0.47,0.56,0.45,0.43,0.56,Upgrade
9,EV/EBITDA Ratio,7.26,7.45,12.25,41.16,169.20,-,8.14,7.63,8.36,7.45,8.86,Upgrade
10,EV/EBIT Ratio,7.78,7.81,13.54,59.90,-436.16,-,8.72,8.09,8.97,7.92,9.40,Upgrade
11,EV/FCF Ratio,-163.11,-,5.13,3.30,6.84,-,8.43,5.64,2.32,2.15,5.45,Upgrade
12,Debt / Equity Ratio,0.68,0.68,0.74,0.67,0.71,0.63,0.74,0.55,0.56,0.55,0.48,Upgrade
13,Debt / FCF Ratio,-,-,4.77,2.44,6.10,-,8.25,3.82,1.77,1.66,3.17,Upgrade
14,Return on Capital Employed (ROCE),2.67%,2.67%,1.31%,0.34%,-0.04%,-,1.76%,1.97%,1.85%,1.84%,2.15%,Upgrade
15,Earnings Yield,21.94%,41.57%,32.22%,5.86%,-1.75%,10.22%,22.94%,26.00%,19.96%,16.99%,12.45%,Upgrade
16,Earnings Yield,21.94%,41.57%,32.22%,5.86%,-1.75%,10.22%,22.94%,26.00%,19.96%,16.99%,12.45%,Upgrade
17,FCF Yield,-1.62%,-3.06%,90.41%,131.55%,60.82%,6.88%,35.13%,53.44%,113.03%,105.83%,30.24%,Upgrade
18,Total Shareholder Return,4.26%,-,-,-,-,-,-,-,-,-,-,Upgrade
