,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,1984,1946,1759,2238,2687,2965,3091,3107,2962,2937,3204,3988,4158,3434,3916,4172,3450,3545,3867,3580,3549,Upgrade
1,Market Cap Growth,-34.39%,-34.39%,-43.09%,-27.95%,-9.30%,0.96%,-3.53%,-22.11%,-28.75%,-14.46%,-18.19%,-4.40%,20.51%,-3.14%,1.28%,16.53%,-2.78%,3.60%,-5.28%,-17.27%,-6.99%,Upgrade
2,Enterprise Value,2604,2622,2464,2895,3344,3653,3866,4280,4136,4124,4198,4632,5352,4368,4902,5001,4279,4052,4466,3673,3642,Upgrade
3,Last Close Price,6.48,6.25,5.65,7.11,8.54,9.35,9.58,9.63,9.19,9.11,9.94,11.98,12.49,10.31,11.30,12.04,9.95,10.22,10.80,10.00,9.91,Upgrade
4,PE Ratio,-,-,-,-,-,27.91,20.64,19.00,18.29,16.28,11.98,13.74,12.30,6.64,7.57,7.93,6.72,7.47,8.57,8.39,8.25,Upgrade
5,Forward PE,-,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,6.60,7.20,9.35,9.38,Upgrade
6,PS Ratio,1.25,1.17,1.09,1.15,1.33,1.48,1.53,1.47,1.37,1.29,1.22,1.47,1.37,1.02,1.18,1.35,1.23,1.38,1.47,1.40,1.38,Upgrade
7,PB Ratio,0.62,0.59,0.53,0.66,0.79,0.86,0.90,0.90,0.87,0.87,0.96,1.17,1.24,1.06,1.27,1.33,1.13,1.26,1.45,1.33,1.35,Upgrade
8,P/TBV Ratio,0.62,0.62,0.55,0.69,0.83,0.90,0.94,0.94,0.91,0.91,1.01,1.23,1.30,1.11,1.33,1.39,1.18,1.30,1.50,1.37,1.39,Upgrade
9,P/FCF Ratio,24.95,24.47,-,-,6.62,6.12,-,6.55,16.58,21.49,-,-,37.49,-,105.58,-,15.78,36.45,19.90,-,-9.53,Upgrade
