,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Cash & Equivalents,242508,104448,78006,-,54758,46087,53003,-,178367,129058,64470,-,24244,-,22982,44194,-,143300,32601,137551,Upgrade
1,Short-Term Investments,365100,602939,579440,-,571281,575039,636328,-,205407,76327,70155,-,228456,-,97128,197111,-,68810,72810,106799,Upgrade
2,Cash & Short-Term Investments,607608,707387,657446,626039,626039,621125,689331,-,383774,205385,134625,-,252700,120110,120110,241305,212110,212110,105411,244350,Upgrade
3,Cash Growth,-2.94%,13.89%,-4.63%,-,63.13%,202.42%,412.04%,-,51.87%,71.00%,12.08%,-,19.14%,-43.37%,13.94%,-1.25%,-27.67%,-,-27.12%,-,Upgrade
4,Accounts Receivable,54873,179086,140278,-,119159,133605,126293,-,92857,115304,197389,-,171336,-,198111,200536,-,262335,123051,131341,Upgrade
5,Other Receivables,975.73,975.79,863.25,-,25732,1084,1709,-,1117,2415,655.72,-,4664,-,432.97,334.47,-,3456,2826,2393,Upgrade
6,Receivables,55848,180062,141142,-,144891,134690,128002,-,93974,117719,198045,-,176000,-,198544,200871,-,265790,125877,133734,Upgrade
7,Inventory,110591,85037,95974,-,94843,107039,86900,-,115984,119797,97763,-,104753,-,79490,78875,-,96471,110732,90794,Upgrade
8,Prepaid Expenses,1168,1095,317.24,-,386.62,-,-,-,673.84,1023,482.49,-,-,-,-,-,-,134.26,681.11,-,Upgrade
9,Other Current Assets,103447,28235,24238,-,28949,23268,24046,-,30218,43528,53116,-,34077,-,43274,37622,-,35276,27334,29317,Upgrade
10,Total Current Assets,878661,1001815,919117,-,895109,886122,928279,-,624623,487451,484032,-,567531,-,441418,558672,-,609782,370035,498195,Upgrade
11,"Property, Plant & Equipment",723733,678490,674960,-,675166,661384,661377,-,784725,705676,738491,-,832893,-,989880,1264759,-,406549,374628,388691,Upgrade
12,Long-Term Investments,14681,14681,14681,-,24656,24656,24656,-,24656,26983,26983,-,30570,-,30570,35742,-,35742,61400,61400,Upgrade
13,Goodwill,8839,9392,9944,-,11049,11602,12154,-,13259,13812,14364,-,16022,-,17126,18536,-,24602,24727,19889,Upgrade
14,Long-Term Deferred Tax Assets,744.12,744.12,744.12,-,7441,7441,9377,-,9377,13071,13071,-,10747,-,8195,8974,-,1959,1959,1959,Upgrade
