,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,1304995,1552197,1454466,1509184,1470464,1213873,1059847,1274391,703704,462327,674594,688487,1370827,1014289,893605,1009087,767126,481295,290056,233519,263017,Upgrade
1,Market Cap Growth,27.87%,27.87%,37.23%,18.42%,108.96%,162.56%,57.11%,85.10%,-48.67%,-54.42%,-24.51%,-31.77%,78.70%,110.74%,208.08%,332.12%,191.66%,24.71%,-4.87%,7.22%,1.32%,Upgrade
2,Enterprise Value,1031369,1172546,1082515,1220900,1182179,874734,665407,1037126,782158,540780,838285,881881,1431884,1053935,1060365,1102866,869501,583670,471932,151786,181283,Upgrade
3,Last Close Price,22700.00,27000.00,25300.00,28300.00,25913.04,21391.30,18676.75,22457.47,12400.76,8241.97,14064.27,12946.09,25776.59,19072.36,16910.56,19095.92,14517.06,9261.78,5429.99,4371.60,4923.80,Upgrade
4,PE Ratio,10.10,15.38,12.10,16.26,13.90,8.01,7.16,7.87,3.88,3.56,4.52,4.10,9.61,8.32,7.92,7.71,6.59,3.90,3.30,4.68,2.19,Upgrade
5,PS Ratio,2.44,3.64,3.06,3.82,3.18,1.94,1.65,1.79,0.88,0.71,0.85,0.82,1.82,1.44,1.24,1.21,1.04,0.64,0.52,0.59,0.68,Upgrade
6,PB Ratio,1.21,1.18,1.11,1.22,1.20,0.99,0.89,1.11,-,0.48,0.79,0.84,-,1.31,1.30,1.47,1.16,0.80,0.48,0.43,0.50,Upgrade
7,P/TBV Ratio,1.45,1.45,1.38,1.49,1.56,1.29,1.16,1.44,-,0.63,1.05,1.12,-,1.82,1.90,2.15,1.69,1.26,0.76,0.66,0.76,Upgrade
8,P/FCF Ratio,-,-,-69.93,-14.94,28.15,-,-,2.33,1.96,2.70,18.87,-,-,-,2.86,-,-,3.27,-3.73,-,-,Upgrade
9,P/OCF Ratio,13.86,13.86,38.06,-40.64,12.40,-,-,2.03,1.62,1.91,9.61,-,-,-,2.10,-,-,1.84,-9.54,-,1.93,Upgrade
10,EV/Sales Ratio,2.09,2.75,2.28,3.09,2.56,1.40,1.04,1.46,0.98,0.83,1.05,1.05,1.90,1.49,1.48,1.33,1.18,0.77,0.85,0.38,0.47,Upgrade
11,EV/EBITDA Ratio,3.56,4.59,3.51,5.32,3.80,1.91,1.46,1.98,1.48,1.37,1.79,1.69,3.04,2.29,1.60,1.74,1.50,1.15,2.70,1.63,2.35,Upgrade
12,EV/EBIT Ratio,5.42,7.53,5.63,8.83,7.02,3.32,2.58,3.49,2.30,2.23,2.96,2.77,5.39,4.68,4.77,4.38,3.89,2.63,3.28,2.68,3.63,Upgrade
13,EV/FCF Ratio,-5360.17,-,-52.05,-12.08,22.63,-,-,1.90,2.18,3.16,23.45,-,-,-,3.39,-,-,3.97,-6.07,-,-,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.07,0.05,0.05,0.05,0.02,0.04,-,0.06,0.09,0.13,-,0.14,0.13,0.13,0.22,0.20,0.20,0.22,0.21,Upgrade
15,Debt / EBITDA Ratio,0.31,1.40,0.18,0.38,0.20,0.23,0.15,0.09,-,0.22,0.19,0.21,-,0.19,0.14,0.28,0.46,0.09,0.23,1.28,2.54,Upgrade
16,Debt / FCF Ratio,-,-,-4.10,-0.66,1.22,-,-,0.08,-,0.35,2.22,-,-,-,0.29,-,-,0.82,-1.54,-,-,Upgrade
17,Asset Turnover,0.11,0.29,-,-,0.21,0.15,-,-,0.27,0.34,-,-,-,-,0.24,-,-,0.84,-,0.34,Upgrade,
18,Inventory Turnover,2.67,1.84,3.51,-,-,2.38,2.37,-,-,2.37,3.04,-,-,-,-,4.09,-,-,5.85,-,0.67,Upgrade
19,Quick Ratio,2.63,2.63,2.65,2.46,-,2.04,1.72,1.71,-,1.02,0.91,0.80,-,1.08,-,0.83,0.88,-,0.86,0.46,0.73,Upgrade
20,Current Ratio,3.49,3.49,2.99,2.83,-,2.37,2.02,1.94,-,1.33,1.38,1.17,-,1.43,-,1.15,1.12,-,1.09,0.73,0.96,Upgrade
21,Return on Equity (ROE),3.92%,20.81%,6.55%,15.65%,14.57%,8.26%,-,-,14.71%,22.47%,-,-,-,44.45%,18.40%,-,42.10%,69.76%,-,6.36%,Upgrade,
22,Return on Assets (ROA),1.07%,8.43%,-,-,5.27%,2.50%,-,-,5.33%,8.31%,-,-,-,-,4.23%,-,-,21.29%,-,1.30%,Upgrade,
23,Return on Capital (ROIC),1.71%,14.06%,3.31%,10.23%,9.23%,4.58%,-,-,10.56%,16.42%,-,-,-,31.14%,11.74%,-,27.61%,45.32%,-,3.19%,Upgrade,
24,Return on Capital Employed (ROCE),9.69%,7.93%,9.82%,7.34%,-,14.59%,14.68%,17.21%,-,15.48%,19.22%,22.12%,-,14.01%,-,15.47%,11.93%,-,13.01%,7.26%,6.38%,Upgrade
25,Earnings Yield,9.17%,6.50%,8.26%,6.15%,7.20%,12.49%,13.97%,12.71%,25.76%,28.06%,22.14%,24.40%,10.40%,12.01%,12.63%,12.98%,15.18%,25.66%,30.31%,21.38%,45.68%,Upgrade
26,FCF Yield,-0.01%,-0.01%,-1.43%,-6.69%,3.55%,16.93%,36.70%,42.83%,50.93%,36.98%,5.30%,13.56%,4.16%,-,34.99%,25.71%,-,30.58%,-26.81%,8.92%,21.36%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.20%,-,-,-,-,Upgrade
28,Payout Ratio,71.31%,778.74%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.59%,-,-,-,Upgrade
29,Buyback Yield / Dilution,-5.34%,3.74%,-14.11%,12.24%,12.37%,-545.73%,-2.20%,-17.36%,-17.39%,80.06%,-11.75%,-1.67%,-,-,7.57%,-1.72%,-,-,-11.72%,-11.73%,-,Upgrade
30,Total Shareholder Return,-5.34%,3.74%,-14.11%,12.24%,12.37%,-545.73%,-2.20%,-17.36%,-17.39%,80.06%,-11.75%,-1.67%,-,-,7.57%,-1.72%,1.20%,-,-11.72%,-11.73%,-,Upgrade
